trade_id,user_id,token_id,trade_date,quantity,price
256,1318,71,2025-09-27,3,27.59
257,1656,29,2025-12-15,2,26.16
258,680,60,2025-11-20,6,41.98
259,1251,8,2025-11-13,3,22.15
260,724,57,2025-08-22,10,46.56
261,1577,81,2025-08-09,4,13.99
262,1315,46,2025-03-17,5,14.21
263,651,11,2025-05-04,6,47.15
264,1081,88,2025-06-06,7,39.2
265,1587,2,2025-10-30,8,32.42
266,988,93,2025-06-16,5,3.38
267,1320,13,2025-03-08,2,20.34
268,1347,13,2025-08-23,10,23.08
269,745,51,2025-03-17,1,31.2
270,1111,15,2025-05-26,2,12.74
271,489,50,2025-09-03,2,24.43
272,1240,56,2025-07-19,3,13.87
273,208,39,2025-01-30,8,38.18
274,1771,89,2025-03-28,4,40.27
275,1791,26,2025-12-28,9,10.42
276,594,15,2025-03-09,5,11.06
277,1124,31,2025-12-08,7,8.05
278,1145,13,2025-05-23,7,19.78
279,1256,51,2025-05-08,8,36.56
280,1030,1,2025-07-07,5,26.54
281,1561,81,2025-10-22,4,21.91
282,1396,52,2025-01-27,9,33.71
283,276,20,2025-02-17,6,39.04
284,164,91,2025-05-18,5,31.19
285,409,94,2025-09-28,9,40.74
286,721,23,2025-01-29,10,39.25
287,1950,50,2025-08-16,10,23.18
288,1345,29,2025-09-06,2,36.82
289,160,66,2025-11-27,1,21.15
290,313,59,2025-03-29,9,52.95
291,1365,32,2025-12-10,9,10.89
292,1942,27,2025-04-25,1,50.98
293,212,89,2025-04-21,3,47.8
294,1226,54,2025-11-19,7,41.4
295,1393,38,2025-06-17,2,40.93
296,255,62,2025-06-29,1,20.39
297,645,31,2025-01-27,1,18.94
298,142,39,2025-04-18,7,35.35
299,1669,39,2025-02-17,5,42.91
300,1101,62,2025-04-13,6,31.98
301,933,55,2025-01-21,7,17.88
302,1231,27,2025-10-28,7,49.55
303,412,84,2025-12-16,5,35.74
304,114,79,2025-09-23,10,41.9
305,865,84,2025-04-18,6,29.87
306,1902,19,2025-04-26,4,20.41
307,1778,80,2025-01-21,8,26.6
308,828,54,2025-05-16,4,48.64
309,504,37,2025-10-09,8,12.1
310,680,15,2025-07-15,5,17.08
311,1768,73,2025-01-23,3,49.22
312,1994,31,2025-12-14,3,9.49
313,104,33,2025-12-29,10,23.26
314,550,32,2025-03-11,8,20.56
315,470,69,2025-01-18,1,12.33
316,1107,11,2025-10-11,4,58.36
317,388,70,2025-04-10,10,6.63
318,1997,28,2025-01-07,3,31.61
319,924,32,2025-03-09,3,9.26
320,1453,98,2025-02-06,3,14.41
321,456,2,2025-01-15,2,32.94
322,460,80,2025-12-27,1,34.25
323,1292,49,2025-03-24,8,21.92
324,1064,65,2025-10-04,2,25.25
325,1260,12,2025-05-05,9,25.67
326,1346,57,2025-08-02,8,40.05
327,1794,75,2025-05-21,7,22.4
328,1907,57,2025-06-06,5,51.24
329,1080,16,2025-06-16,4,51.65
330,1261,16,2025-11-24,10,47.55
331,1218,19,2025-02-18,5,21.7
332,330,38,2025-11-06,8,38.48
333,300,29,2025-01-09,3,27.0
334,1964,3,2025-10-20,10,25.3
335,1680,56,2025-05-15,4,4.43
336,865,78,2025-03-12,10,21.6
337,1324,6,2025-09-18,5,22.97
338,1065,33,2025-07-20,8,8.65
339,1952,36,2025-12-25,9,21.68
340,1629,88,2025-10-07,7,47.36
341,839,12,2025-07-18,2,24.31
342,982,62,2025-12-06,8,44.13
343,104,50,2025-12-24,4,20.82
344,1235,11,2025-04-20,3,54.74
345,1347,51,2025-07-01,1,30.82
346,1543,84,2025-02-04,3,38.49
347,667,60,2025-06-06,3,43.64
348,470,87,2025-06-28,9,33.21
349,751,25,2025-03-19,5,50.74
350,1797,45,2025-11-18,8,27.03
351,1649,95,2025-03-29,6,47.25
352,1930,19,2025-09-01,2,25.28
353,1222,85,2025-10-16,9,46.47
354,1425,16,2025-07-04,4,53.04
355,1855,93,2025-12-26,9,13.98
356,1725,54,2025-01-31,2,45.23
357,1416,87,2025-07-11,2,32.47
358,88,76,2025-02-24,3,28.1
359,1328,23,2025-06-16,9,38.53
360,1831,78,2025-08-05,1,27.83
361,144,18,2025-12-22,10,7.83
362,1991,2,2025-07-31,8,38.42
363,1689,69,2025-05-10,1,4.13
364,525,28,2025-08-23,5,40.09
365,1261,22,2025-10-02,3,29.36
366,386,72,2025-08-28,3,18.14
367,651,29,2025-01-28,1,27.96
368,742,81,2025-01-03,6,15.13
369,1865,48,2025-09-01,7,16.26
370,632,63,2025-07-24,4,12.14
371,1894,67,2025-04-25,5,36.47
372,867,28,2025-02-02,4,29.87
373,1051,35,2025-09-10,8,44.49
374,1415,92,2025-02-09,2,42.48
375,1571,78,2025-02-17,2,16.07
376,846,92,2025-06-18,3,45.65
377,219,51,2025-03-25,10,37.53
378,308,11,2025-11-26,1,50.12
379,886,12,2025-11-20,2,24.65
380,394,92,2025-01-11,3,41.64
381,147,6,2025-04-18,7,13.62
382,1520,13,2025-01-30,6,22.44
383,1281,44,2025-10-03,2,28.36
384,1223,68,2025-11-14,5,31.69
385,1359,11,2025-06-25,6,41.64
386,972,39,2025-12-19,6,52.29
387,267,26,2025-08-18,4,13.78
388,1138,87,2025-03-05,8,35.82
389,610,3,2025-09-04,10,12.6
390,1729,20,2025-02-25,1,43.12
391,66,1,2025-07-12,8,31.05
392,1877,4,2025-01-14,5,1.0
393,780,39,2025-06-23,1,51.15
394,1135,97,2025-01-30,3,43.85
395,984,76,2025-08-05,1,25.62
396,1463,73,2025-11-21,8,37.92
397,1883,69,2025-01-21,2,17.03
398,1233,81,2025-09-08,6,12.29
399,1473,77,2025-01-04,2,36.34
400,353,90,2025-01-01,4,41.3
401,81,41,2025-08-26,3,51.46
402,1426,67,2025-10-18,9,32.86
403,1471,79,2025-06-15,2,36.59
404,666,57,2025-09-17,3,39.86
405,955,85,2025-12-02,5,48.78
406,1672,66,2025-09-14,2,22.0
407,1734,73,2025-11-21,7,45.96
408,1442,85,2025-07-18,3,45.09
409,1175,94,2025-10-19,10,53.45
410,786,21,2025-07-19,5,47.51
411,88,71,2025-01-17,7,29.84
412,1055,67,2025-08-28,3,39.8
413,503,92,2025-06-18,4,49.3
414,868,45,2025-07-12,1,31.25
415,1535,16,2025-08-27,5,45.94
416,1570,68,2025-01-17,7,29.39
417,384,100,2025-07-21,6,38.19
418,918,86,2025-09-25,5,39.12
419,59,5,2025-01-10,1,26.57
420,1937,17,2025-01-22,10,51.99
421,787,9,2025-12-30,4,7.87
422,543,97,2025-05-29,8,37.64
423,1644,24,2025-03-07,6,4.78
424,103,91,2025-09-24,7,34.13
425,46,8,2025-01-11,9,21.03
426,14,4,2025-05-12,5,12.35
427,643,31,2025-12-31,9,15.37
428,1921,38,2025-07-10,5,45.66
429,1279,55,2025-12-06,9,11.49
430,911,95,2025-03-03,2,48.4
431,1616,71,2025-03-06,4,40.32
432,743,48,2025-10-26,8,7.37
433,99,1,2025-02-03,1,31.91
434,1656,33,2025-03-22,2,17.79
435,1193,58,2025-06-08,9,55.0
436,1542,66,2025-02-12,1,9.98
437,1634,65,2025-11-08,7,14.94
438,1468,20,2025-10-25,6,43.82
439,659,12,2025-08-10,9,26.76
440,731,96,2025-01-15,9,15.3
441,709,30,2025-01-08,5,31.6
442,1152,46,2025-04-05,1,10.72
443,1636,88,2025-11-13,2,37.54
444,1815,36,2025-03-19,9,26.91
445,1963,41,2025-07-12,4,44.95
446,1899,96,2025-01-04,6,14.46
447,1132,17,2025-11-17,8,38.97
448,171,44,2025-03-29,8,47.07
449,1077,87,2025-05-26,1,40.27
450,234,87,2025-06-27,9,36.2
451,916,90,2025-09-26,4,33.01
452,350,9,2025-09-11,3,5.19
453,337,5,2025-08-03,1,23.1
454,1749,96,2025-02-23,9,6.71
455,517,87,2025-10-08,8,33.91
456,1890,76,2025-01-01,9,30.83
457,43,27,2025-06-15,4,47.81
458,1392,88,2025-11-21,6,32.03
459,1353,93,2025-03-07,2,14.43
460,873,24,2025-10-24,7,7.62
461,709,69,2025-11-25,2,2.88
462,1777,33,2025-08-26,6,6.48
463,1886,40,2025-05-09,10,37.78
464,1755,66,2025-02-11,1,9.91
465,366,57,2025-10-11,6,41.44
466,611,17,2025-10-05,9,50.16
467,1986,68,2025-12-03,4,24.68
468,96,23,2025-07-23,6,33.49
469,1952,31,2025-04-04,8,17.38
470,1466,47,2025-07-20,9,42.37
471,1068,56,2025-12-28,1,10.44
472,809,20,2025-12-05,4,38.58
473,1858,10,2025-08-20,3,13.05
474,1115,66,2025-02-16,4,25.73
475,1503,93,2025-06-13,9,3.73
476,45,12,2025-07-28,5,19.13
477,20,44,2025-05-07,5,37.72
478,1497,38,2025-04-21,4,43.79
479,397,77,2025-03-20,3,44.64
480,439,22,2025-08-16,5,22.39
481,1228,95,2025-09-13,4,55.06
482,1020,95,2025-08-11,8,50.18
483,1810,12,2025-04-20,2,25.31
484,291,58,2025-11-20,9,53.13
485,307,59,2025-08-06,5,49.33
486,1518,58,2025-02-16,2,45.18
487,929,36,2025-02-07,2,16.68
488,597,47,2025-05-01,3,42.1
489,734,3,2025-06-19,9,20.05
490,1859,90,2025-01-24,5,36.31
491,1341,50,2025-09-17,3,21.28
492,520,72,2025-08-25,3,4.42
493,1003,26,2025-10-28,4,15.06
494,853,30,2025-12-28,1,27.69
495,169,4,2025-12-13,3,19.83
496,1932,66,2025-11-19,7,9.76
497,615,51,2025-10-02,8,34.21
498,473,12,2025-09-28,6,31.7
499,976,91,2025-06-07,1,44.2
500,1544,71,2025-09-07,4,33.73
501,113,21,2025-06-21,9,49.97
502,1265,14,2025-03-11,3,38.43
503,1164,100,2025-09-30,7,39.44
504,271,23,2025-12-07,2,32.11
505,1109,72,2025-04-01,3,10.61
506,1201,79,2025-08-28,7,22.85
507,1099,6,2025-12-10,6,21.34
508,1914,29,2025-07-26,6,32.98
509,575,43,2025-03-14,9,21.72
510,1087,41,2025-02-23,8,60.0
511,1684,79,2025-05-04,7,32.14
512,612,25,2025-08-04,2,47.58
513,1614,75,2025-01-17,6,36.59
514,1669,69,2025-07-25,4,4.49
515,69,69,2025-08-06,5,5.9
516,1705,80,2025-06-25,5,29.72
517,819,13,2025-07-22,6,26.49
518,1098,7,2025-10-25,6,19.37
519,1459,23,2025-04-18,7,26.14
520,160,5,2025-08-07,9,18.3
521,1417,35,2025-12-26,4,37.04
522,448,35,2025-02-02,6,39.69
523,1231,28,2025-01-07,10,36.36
524,603,25,2025-08-21,1,51.69
525,342,95,2025-06-19,4,35.35
526,509,100,2025-12-01,1,43.78
527,1662,96,2025-03-28,3,7.58
528,1149,53,2025-01-26,7,16.04
529,1863,67,2025-02-08,6,39.77
530,253,86,2025-07-26,1,49.54
531,948,27,2025-04-29,3,49.75
532,1552,73,2025-12-17,3,50.03
533,1842,13,2025-11-14,2,24.9
534,396,70,2025-10-01,8,14.42
535,485,20,2025-04-16,5,55.92
536,1236,57,2025-04-07,10,49.44
537,259,61,2025-11-11,3,37.36
538,1493,34,2025-03-31,5,7.01
539,1916,32,2025-03-14,10,6.5
540,1886,47,2025-02-28,9,43.17
541,605,13,2025-04-18,7,23.02
542,535,3,2025-09-05,8,12.67
543,1824,46,2025-06-23,8,12.63
544,1049,36,2025-08-31,1,28.7
545,1856,94,2025-03-28,5,48.12
546,823,60,2025-05-14,6,35.72
547,657,64,2025-07-18,1,22.82
548,251,14,2025-10-16,10,31.56
549,684,27,2025-01-04,2,45.48
550,679,16,2025-11-25,2,45.68
551,1686,4,2025-11-15,8,7.58
552,1378,57,2025-06-25,5,38.71
553,821,75,2025-08-27,9,25.99
554,1972,93,2025-06-29,1,9.34
555,1492,58,2025-05-24,4,33.35
556,1032,7,2025-04-06,10,28.59
557,208,46,2025-10-31,2,17.37
558,990,42,2025-07-05,10,10.95
559,1961,23,2025-06-27,3,32.69
560,1792,21,2025-01-13,3,41.65
561,1277,82,2025-01-25,1,53.02
562,162,50,2025-05-23,1,38.65
563,717,50,2025-01-13,5,29.94
564,634,5,2025-10-13,4,26.08
565,102,55,2025-07-13,2,17.83
566,1889,37,2025-10-24,10,1.0
567,164,48,2025-01-04,5,13.04
568,27,82,2025-07-23,5,45.2
569,1911,34,2025-07-21,9,11.12
570,1094,1,2025-01-05,3,22.87
571,1999,65,2025-08-11,2,21.31
572,153,5,2025-02-15,4,20.56
573,114,30,2025-02-25,7,28.33
574,567,24,2025-07-24,6,7.22
575,476,33,2025-04-14,3,11.33
576,890,23,2025-03-17,6,26.18
577,894,38,2025-05-17,8,53.5
578,631,38,2025-01-02,2,38.08
579,1788,49,2025-09-04,5,20.84
580,1800,4,2025-01-30,9,16.9
581,170,22,2025-04-03,8,24.52
582,1112,8,2025-10-19,3,2.49
583,211,45,2025-06-28,8,34.51
584,963,39,2025-01-09,3,44.45
585,474,89,2025-11-10,9,31.34
586,1699,51,2025-01-21,3,29.1
587,114,9,2025-10-11,2,14.54
588,1988,70,2025-07-14,7,18.23
589,455,90,2025-09-19,8,30.99
590,257,88,2025-09-27,5,34.68
591,987,9,2025-02-12,2,5.25
592,1984,37,2025-03-26,1,6.53
593,477,54,2025-04-22,9,46.97
594,324,5,2025-08-29,1,18.28
595,1174,90,2025-01-01,2,38.17
596,157,21,2025-06-26,4,57.19
597,1562,32,2025-09-01,6,17.02
598,1482,65,2025-05-04,7,21.53
599,729,59,2025-06-03,7,42.88
600,1249,9,2025-04-25,7,5.11
601,849,80,2025-12-28,8,36.36
602,1932,85,2025-08-01,5,40.14
603,1276,35,2025-12-27,5,40.31
604,686,81,2025-01-16,2,17.28
605,1143,79,2025-08-07,2,33.0
606,1988,45,2025-06-12,9,29.46
607,825,28,2025-12-24,10,35.84
608,142,67,2025-05-30,10,37.24
609,1136,33,2025-01-24,7,17.42
610,663,10,2025-01-21,8,3.13
611,1530,4,2025-10-12,5,16.07
612,429,45,2025-12-12,8,31.94
613,277,3,2025-06-07,2,24.3
614,1601,27,2025-08-16,1,38.68
615,851,85,2025-10-12,5,45.45
616,135,75,2025-03-02,2,29.01
617,1872,66,2025-08-11,10,12.71
618,216,18,2025-09-19,6,11.14
619,1093,37,2025-09-03,3,14.0
620,573,32,2025-03-25,7,1.86
621,135,72,2025-11-09,10,10.94
622,541,43,2025-07-03,9,10.36
623,183,96,2025-12-03,1,1.49
624,1761,82,2025-01-30,3,52.69
625,1091,64,2025-01-07,1,20.47
626,939,80,2025-08-04,8,24.59
627,995,62,2025-05-21,5,28.8
628,1484,40,2025-05-01,2,57.09
629,351,11,2025-10-15,1,40.29
630,1369,68,2025-03-20,7,22.05
631,1455,70,2025-11-05,6,22.4
632,1035,59,2025-08-02,8,53.09
633,1095,87,2025-06-07,7,36.36
634,1769,20,2025-11-25,5,38.36
635,946,30,2025-10-13,10,38.55
636,1617,47,2025-02-02,8,49.68
637,1540,19,2025-04-28,3,27.18
638,1482,41,2025-12-15,5,45.71
639,1802,88,2025-05-15,9,42.42
640,855,17,2025-05-01,6,39.59
641,696,30,2025-12-10,8,29.72
642,1346,36,2025-06-08,10,28.02
643,171,24,2025-02-13,3,16.92
644,1015,18,2025-08-09,4,3.63
645,1567,53,2025-01-24,8,16.0
646,345,4,2025-08-17,9,11.54
647,1956,44,2025-04-05,1,42.56
648,803,41,2025-05-02,9,57.1
649,165,87,2025-08-14,10,31.32
650,1489,11,2025-12-03,4,49.27
651,111,21,2025-11-01,9,44.85
652,1512,34,2025-09-30,8,5.55
653,736,52,2025-06-24,8,32.83
654,1951,79,2025-08-05,7,48.07
655,150,17,2025-10-11,7,31.19
656,1788,17,2025-09-03,6,40.23
657,321,9,2025-03-27,8,10.09
658,772,28,2025-01-15,8,34.85
659,1825,10,2025-02-03,5,5.23
660,308,69,2025-07-18,2,2.15
661,414,8,2025-05-27,2,16.67
662,1964,36,2025-04-24,4,16.98
663,1305,44,2025-09-19,4,28.17
664,1276,36,2025-12-09,8,26.73
665,1897,27,2025-08-27,9,52.21
666,773,74,2025-04-25,9,27.54
667,156,38,2025-08-03,9,49.76
668,1024,70,2025-04-08,8,20.28
669,1790,63,2025-01-13,7,10.03
670,201,85,2025-05-10,7,47.8
671,106,38,2025-12-01,8,47.12
672,272,92,2025-04-28,5,45.43
673,802,9,2025-03-04,9,8.49
674,265,46,2025-04-02,2,12.9
675,1085,16,2025-06-08,10,41.4
676,1118,72,2025-12-30,4,9.86
677,1588,73,2025-06-15,6,39.14
678,1046,25,2025-09-29,8,46.41
679,1405,70,2025-05-14,3,10.83
680,294,63,2025-10-03,3,3.58
681,1832,8,2025-12-23,8,26.13
682,422,73,2025-07-26,4,49.96
683,1893,98,2025-07-30,5,20.4
684,1613,29,2025-01-23,6,26.24
685,1456,78,2025-05-13,6,21.01
686,1199,74,2025-01-28,10,20.81
687,1166,50,2025-01-18,6,25.68
688,290,92,2025-07-02,2,34.28
689,153,44,2025-04-17,2,45.32
690,1246,56,2025-01-06,9,8.85
691,323,33,2025-05-25,10,20.26
692,1686,2,2025-12-10,1,41.21
693,1188,20,2025-04-19,8,56.08
694,1710,25,2025-03-11,8,42.2
695,124,62,2025-11-03,3,36.09
696,823,35,2025-06-18,1,45.81
697,737,9,2025-07-05,5,2.02
698,354,24,2025-08-29,3,17.56
699,951,37,2025-12-11,6,9.28
700,246,95,2025-12-02,5,43.09
701,1972,81,2025-11-12,4,12.9
702,1279,62,2025-03-27,3,26.19
703,632,67,2025-05-26,4,47.8
704,1751,33,2025-01-22,5,14.92
705,401,45,2025-12-06,5,40.23
706,952,50,2025-04-08,3,25.21
707,1713,25,2025-04-22,4,45.7
708,21,72,2025-12-28,2,13.84
709,1435,77,2025-04-29,7,35.36
710,1036,88,2025-05-31,5,40.59
711,350,13,2025-10-27,2,22.46
712,1467,34,2025-04-12,2,13.95
713,104,9,2025-02-02,5,5.99
714,1681,7,2025-12-04,5,20.31
