issuer_id,raise_target_usd,token_supply_goal,enable_referrals,notification_prefs,created_at,updated_at,metadata
3b469c9c-f312-4123-9b10-29f58ff050f6,520990,459781,False,,2025-08-21,,
75e8eca1-ef65-4637-b2f6-0539ae770bf9,805463,115873,False,,2025-09-14,,
82215456-afe2-4c03-990b-c2860e66d714,214356,269097,False,,2025-09-20,,
1993a9dd-0ee8-4859-b428-6308b0f6e7f1,55965,108502,False,,2025-11-25,,
8c9afd66-d69e-4d8f-9e43-59ffeddc898c,358745,828422,False,,2025-08-13,,
9c8858b2-92b5-4635-8983-713f175c3796,83246,615287,False,,2025-01-25,,
601d5eac-64b0-4566-b8fe-3d11b9642087,885601,582190,False,,2025-05-24,,
c0f5fee8-fa25-40ff-b4f6-bddbcf1940ec,14237,687386,False,,2025-11-26,,
9c99a70f-eab5-403a-8073-512a931bf764,970953,869649,False,,2025-12-30,,
90d1059d-abe3-4fbd-b947-23052c7e5069,59629,865121,False,,2025-06-10,,
c0c054d5-59de-4ccd-ad53-370c3606d25d,676094,370576,False,,2025-04-03,,
2af8c71c-d0fa-4498-8f60-428d1d7805ec,575008,735741,False,,2025-12-21,,
1768176c-648f-418e-86b7-7040c7e2724b,633285,490638,False,,2025-04-11,,
79d60e8f-a0d0-4799-94aa-ef88117e0aca,508197,476009,False,,2025-07-14,,
109899bc-e1e0-4efe-888a-7e212ce2c979,679935,499731,False,,2025-05-04,,
c7533a29-7805-44c3-a7ec-1a8b416ad1bf,344163,250106,False,,2025-07-19,,
cfa88abf-7764-477c-8827-33b997a208c3,595233,197317,False,,2025-10-25,,
2f08a6df-7fa0-4b82-b81e-6b49721330e8,156692,578024,False,,2025-07-18,,
465e44d7-0500-4539-a306-96a468dde96a,49544,326266,False,,2025-03-07,,
4250dd50-4529-4929-8f9f-0f382692c4fe,999535,928770,False,,2025-02-17,,
c5cfab8c-1ae1-4b1f-8084-7d11c070cb86,507543,879189,False,,2025-02-15,,
e072e8c9-82f8-46ab-98a1-34dde4f662a2,959003,112200,False,,2025-01-08,,
da30f413-e671-411d-ac58-39bc543fa6fc,906772,683652,False,,2025-12-03,,
22745612-bd43-49ca-8d3d-c6233b1efc84,28125,757031,False,,2025-04-30,,
3d2c182a-3169-4ec7-b0e4-a0c98fdb9378,897117,581675,False,,2025-05-09,,
d4e8694a-2d70-475a-8273-bcce8a1079a7,204552,305987,False,,2025-08-22,,
85604515-75ff-4317-bcc3-e61a0f54823b,332843,374307,False,,2025-11-11,,
2d816a8d-2851-44e3-82d1-9da3725edf4d,976102,931422,False,,2025-03-08,,
0af20c19-39b9-46af-9340-cbc2b3684a74,347039,448718,False,,2025-08-01,,
46d7bf7a-b161-40dc-8c41-c546b68e3c4d,591791,999608,False,,2025-09-02,,
4b0fb57b-3bb3-457d-9973-16f232ecb9ff,954511,645125,False,,2025-03-31,,
27f2c103-ace5-4680-a536-b244f44bc760,523504,551174,False,,2025-04-14,,
aff1b03d-a8a4-45d5-816d-01e2c17375f1,187534,608505,False,,2025-02-05,,
3d323cd2-bd81-434b-9f5b-d038f8151363,443557,316989,False,,2025-06-24,,
7ed3fa46-4653-48dd-bd4e-cd53324f8fac,49828,985242,False,,2025-10-16,,
b35bbef9-21e7-48ca-b873-e133e8002320,322621,925479,False,,2025-11-09,,
930e50bd-0b0b-4587-a28c-cffdde0be97f,793887,637431,False,,2025-02-13,,
3176567b-064a-46cf-9191-cb903390fe39,884095,126398,False,,2025-07-22,,
72560f54-a81b-4d41-8335-7c78890917c6,976727,300440,False,,2025-12-13,,
ed9a8096-44af-4188-b654-866ccb392d96,925682,523160,False,,2025-04-04,,
635ad4f6-2089-4539-aed1-012baa599b12,570762,985783,False,,2025-01-04,,
eb7fbe13-7f06-4abc-979a-503afb36bec7,421826,400716,False,,2025-02-19,,
79c68f5a-1db2-40e4-a89e-0c69c34c9d03,545790,478033,False,,2025-11-24,,
e9bc508a-844d-405a-a26e-1813413bb318,468947,957157,False,,2025-08-06,,
106e3e0c-de14-4976-9f75-23e13d960d8b,309311,175617,False,,2025-04-06,,
3f7607ca-b5a8-49a1-87bd-d6883d8829d8,738349,101058,False,,2025-02-09,,
802b4c9f-9461-4083-aeaf-794e4e300252,108977,285219,False,,2025-07-15,,
7f55f9cf-0ca2-4bf2-9c1c-90770d39a2b6,35648,804753,False,,2025-11-06,,
1cb1466d-6582-4fb6-8d00-30de4fc6f911,507586,840043,False,,2025-03-29,,
de99b952-f8d4-4abb-a290-de19c3d6716b,644263,686940,False,,2025-02-01,,
fc44a804-6528-4bf6-b443-d4d70863f860,492213,201164,False,,2025-03-06,,
90f96f4c-9b8a-45d9-96ee-5e69d2d83acc,398388,609085,False,,2025-06-24,,
77832515-63ec-459e-a0c3-f89776dc76e0,678199,747156,False,,2025-08-26,,
88724a2c-e187-4dde-b277-9f82096898e6,773450,284667,False,,2025-07-13,,
07a7d672-0ee2-4c00-9a40-af6f5c139b79,493142,148156,False,,2025-05-06,,
1f79de3a-927c-4d89-9129-41641e9a7862,52096,811166,False,,2025-09-22,,
46ab61ac-0eba-45ef-beae-22ee86732f91,241385,406695,False,,2025-02-24,,
ba1fbe2c-9b6e-4466-adc5-fa7f0ea78f65,158974,509045,False,,2025-04-09,,
9746a27f-ee69-443c-9503-39f2c944d18e,364763,442533,False,,2025-04-16,,
8d0a32bf-53df-40aa-82ee-df020dcc1fdf,156559,212278,False,,2025-08-20,,
78728a9e-f543-4a2b-9058-f049b473ee0e,36143,795335,False,,2025-11-22,,
de2b3532-e7b1-431b-bcc4-11a1692c1247,290320,560940,False,,2025-02-15,,
f55dda86-39ff-4d98-a137-7cf70b4bc7a7,825876,143354,False,,2025-05-10,,
bd4c4b9e-9c36-4a1e-b60b-9d4474a7cfe6,524053,854527,False,,2025-03-16,,
cb93e609-688d-4fd3-9009-fe42cdcdd2d4,241020,200433,False,,2025-01-21,,
f01ca401-d47c-430d-8f66-db9b06df3bd9,196192,449269,False,,2025-02-04,,
bfa49061-6e34-4481-8419-38de684d764b,546796,893993,False,,2025-09-05,,
8635b2c1-f6f9-4c73-bf32-543668a8c968,891170,958247,False,,2025-10-27,,
ebf02628-9da7-4d32-b1b0-9a4ab3a1b576,476716,561939,False,,2025-11-02,,
7089d763-6fe7-433d-9317-ef762567382f,454410,375397,False,,2025-05-04,,
ac7ba1e7-b633-4c67-b009-f05c0b3916db,45437,199762,False,,2025-08-02,,
2ee4ad79-05e3-4331-95f9-54fa41b78b9b,852802,873845,False,,2025-11-23,,
d3807baf-1de0-428e-ae2c-6a6d259f0002,297449,828692,False,,2025-10-13,,
919d29ea-f813-4c6e-bd07-31d9e1c445d2,996279,722880,False,,2025-11-11,,
37b16751-59dc-4441-82f4-109ae29e69bd,773784,944761,False,,2025-01-16,,
51175a59-a7aa-49aa-95a4-f1dad8ce2627,129913,255189,False,,2025-11-08,,
d4378c6f-2839-4ed6-a6d4-92b9a2bfd6b0,60867,578121,False,,2025-07-16,,
5d1aa27f-2d5b-47b0-a41d-ca07e6725f8a,379101,115108,False,,2025-08-25,,
1f3a48a5-2c64-4800-b4d1-0a45b97b95c0,20636,887703,False,,2025-02-10,,
6e066e46-a649-4720-a42a-c2c345763aff,817919,130707,False,,2025-11-25,,
8b6f6290-a073-449a-b941-c46fa5c61f8e,888143,273074,False,,2025-10-08,,
effae6de-24b5-43b5-abf1-1325f477e5e4,293381,274570,False,,2025-04-29,,
4e6a4b2a-e441-48cd-8636-9fb39b53a0a1,416898,885238,False,,2025-04-01,,
3946e442-5c15-44ac-9303-eedb53b101aa,359945,769351,False,,2025-05-09,,
f8f9bcd6-6b27-4d41-a5c5-1ce26ee879c8,528694,467254,False,,2025-12-01,,
1ef99192-60bb-4b56-b361-8c5262b45859,574101,246559,False,,2025-02-21,,
c4bfc6f7-4c83-4642-a855-a978edc87a51,110521,380188,False,,2025-12-03,,
149543db-2650-41bc-8374-a1092fca9ca5,277668,149558,False,,2025-05-08,,
e9b56c29-7030-47a2-a9b5-3b0fb3a5c154,301379,467709,False,,2025-01-23,,
69601c3b-7b13-4ef1-83bb-1fd6806c241f,351113,465935,False,,2025-12-29,,
272f65a5-085d-4557-bbaf-4d40e86a0dc7,532931,952054,False,,2025-02-23,,
f09b87b5-9a52-4ad9-812e-a6c601d88972,737825,364950,False,,2025-07-14,,
b91a2599-c00b-461e-a3fe-be18e35a9de7,592085,753746,False,,2025-12-04,,
8b01f64a-9c41-4251-a67d-f6239ca1ab82,381640,526024,False,,2025-07-21,,
646ba116-5dd5-451a-8699-3b9f4af42e5d,120537,229369,False,,2025-03-17,,
df8d22f3-e418-4079-a351-dbd60fc37675,287140,152116,False,,2025-12-11,,
a534e44b-b237-469d-a660-7d86030b304a,354307,186182,False,,2025-07-04,,
2b5b6e1f-90e5-4c2a-9947-964981c213fb,885108,685004,False,,2025-11-19,,
355bdce4-f975-4425-82bd-da2d4a58ca5e,687774,367006,False,,2025-03-24,,
33e9aaf4-c67d-419e-a9c5-3926e7bf03ed,934280,137443,False,,2025-12-23,,
dae1896c-25ca-4748-81dc-c039b87197f9,178554,467705,False,,2025-07-30,,
b2a49f88-c44f-439e-8648-7527b24ff8ff,164455,953497,False,,2025-01-26,,
ae85e877-16a3-4522-9303-e4d43c867c8c,921382,496195,False,,2025-08-07,,
f9913c91-7b2a-4de0-84c0-1052f83c03d1,85622,295670,False,,2025-11-26,,
edd2d1d7-b825-41eb-8b57-e8409f1df9c2,364747,752075,False,,2025-08-18,,
851cafee-f266-4596-9151-651a36c5da7c,869355,274559,False,,2025-08-23,,
ca489e1f-6e3c-4ad7-a4fe-2ad60221b7b9,398759,410296,False,,2025-07-05,,
04aa187c-3d85-4279-869a-7d8bf2807bb7,93059,582183,False,,2025-07-30,,
ff0adecb-4823-484b-aea1-22bc39472aee,169884,406447,False,,2025-12-31,,
5332f2e0-21b6-4bdc-beac-66853cabfa38,234345,763712,False,,2026-01-01,,
e1e37e8a-ca16-46e2-af52-a1b55065ee03,927375,420657,False,,2025-12-21,,
193d527f-2539-4bd6-8b88-db44b7e7534d,810429,400696,False,,2025-10-09,,
671480c5-8e7c-4a43-8ad4-ae665b1c21dd,787034,656980,False,,2025-01-03,,
8e3412ca-2829-4fe7-9455-135479030782,480578,424265,False,,2025-07-23,,
6b43956c-8ae0-4ef2-b79c-2d92e0e11a70,685093,722047,False,,2025-01-24,,
ab9c9fd8-c4c2-446b-bc03-e572458ddc14,172924,839584,False,,2025-02-11,,
e9f1ef0c-837e-4bcf-8e7f-c34f933e1ba1,994749,854447,False,,2025-07-29,,
c76cdbdd-2c98-4129-a402-a30a8600bc27,549587,704245,False,,2025-07-06,,
3ee90b58-8c8a-42c7-88ff-63b0d8635e6f,924125,790362,False,,2025-07-14,,
8328b3a8-39d8-4e2f-84ec-87eb8281b395,791644,566873,False,,2025-07-30,,
919b3bf5-7eb4-420b-83a5-3b0f3fa2a1ab,838187,364347,False,,2025-05-07,,
b53aba43-6383-496f-b4d3-cb8f9376ebb1,101042,276623,False,,2025-02-23,,
44a37b4f-434f-4fac-afd2-c46ca8f18c6e,800609,546868,False,,2025-11-13,,
980ac69b-9bd2-4e7e-aab5-14526eb03e8f,685207,231424,False,,2025-06-02,,
c040e0d2-ab8c-4ef3-b6f6-a2939fbd12bc,599092,698720,False,,2025-07-02,,
5d1912c9-8e4a-47ed-a6d3-534906589ab0,65284,490393,False,,2025-03-21,,
2d4c170b-b582-4a8a-8d64-dc74cdb6def5,885024,195012,False,,2025-04-03,,
b9805b3b-4dab-44b8-8fc4-32d773d4900f,518965,846222,False,,2025-12-30,,
56f70f14-1c99-49ae-9aae-be846f6920fb,170716,214342,False,,2025-01-31,,
574cce93-bc64-439b-8f8f-a066e6ee15cf,496890,653264,False,,2025-04-23,,
4c8c0f0e-e034-4c9c-85ad-fca1b315df20,31621,575026,False,,2025-04-25,,
6915c19a-23b0-490d-89cd-711dbea4b4bc,930251,598009,False,,2025-01-22,,
2bebe3ca-e0f2-4649-9b82-c8dbc64e49b6,903524,714249,False,,2025-06-01,,
e33db7a8-462d-445a-bae3-07a3e473f0df,15760,748206,False,,2025-05-12,,
7580123d-608a-4049-88d9-a247d4ea944f,513020,678563,False,,2025-01-02,,
1a2e0825-e5d7-4369-a802-9cf138a5442b,388338,790408,False,,2025-03-11,,
9269a050-cda0-46ec-9839-7a6cdc34f319,749969,892107,False,,2025-11-08,,
6d367506-baf2-45c5-b3da-99657922cee4,242059,321868,False,,2025-10-19,,
348abc2d-b4df-487e-b127-a0fe49fecb9d,888507,401993,False,,2025-10-08,,
2d04894b-3c3a-4548-897a-bbf26707ce74,559848,187876,False,,2025-12-30,,
c2bfdc14-fbdc-43a5-a87f-7164bf7440d9,428301,596607,False,,2025-07-09,,
64bceef4-58eb-4780-82f2-c155c9d79f42,259404,472124,False,,2025-12-05,,
b14884ab-0a72-424a-aac0-f2c9fddf8b04,721018,242419,False,,2025-01-04,,
a3c287b3-59f3-4d98-a458-012d3e8a1335,412352,748510,False,,2025-04-14,,
cf9a91d4-b863-4c46-a89a-8f8088a528a6,148681,434985,False,,2025-10-13,,
01ddd7c8-6902-4d27-8835-52b99bae2273,826484,151079,False,,2025-08-20,,
891499ca-bdd2-450b-9398-4b2e32b51a3d,798831,946173,False,,2025-01-19,,
a1da098b-9e37-4e0e-8e64-6a0ba378875c,739210,348104,False,,2025-10-05,,
f70d701b-9e96-4003-b4ba-72129cfd06d2,548879,463640,False,,2025-11-19,,
69e32041-df27-4dce-b879-53a4da5d36cc,287465,541741,False,,2025-05-04,,
2e277de5-2127-440d-8588-1f784be15387,142917,351329,False,,2025-08-27,,
318e7fee-47db-49bb-8b1f-97aa98594d40,741532,895539,False,,2025-08-21,,
57025e9b-74a5-4d81-a39c-273c55e8f1aa,783165,650344,False,,2025-10-28,,
79ca39da-810c-4a68-9ada-478b7e1ef90d,194810,232443,False,,2025-09-08,,
69e8755e-21f7-4824-b719-0d46503e4bf6,490053,813038,False,,2025-05-15,,
1eecbc7e-d1ba-4019-b756-999255864169,69944,134903,False,,2025-03-29,,
eb691caa-16bf-4aa4-ba20-187528a9dc51,928239,295321,False,,2025-06-08,,
6d3913cb-ecea-4883-a9da-0fd19c9cffa5,253823,822641,False,,2025-07-04,,
d1141d78-1619-4d55-a553-c52533c77d1f,572834,608044,False,,2025-11-16,,
81d367df-22fa-4c58-b4e4-42f6c9cba0dc,899269,245360,False,,2025-04-20,,
12cd09ea-4586-4cea-9899-22f681cda48b,28015,617514,False,,2025-11-10,,
f2e3861f-4828-44ea-82ea-bbbeb4d91f70,285927,172516,False,,2025-09-17,,
9b25ebe3-702e-421a-9494-aebe06e5e1ab,235022,588166,False,,2025-03-24,,
9bdcc0cd-52be-42c0-b899-55833e30b4ce,464199,310825,False,,2025-08-24,,
69f44fe9-30c9-4e8f-b5d8-de4247001069,121112,703280,False,,2025-07-04,,
112c8a54-ba56-4c32-b59d-f9591a028033,327441,618639,False,,2025-07-19,,
d1d56f63-6ba8-4cac-9b95-f8b6b90056d9,46284,518347,False,,2025-05-16,,
19b1ede5-db21-4760-9bed-bc9456ab680e,444720,317890,False,,2025-09-14,,
