identity_check_id,issuer_id,provider,status,level,alias_confidence,opted_in,initiated_at,completed_at,failure_reason,raw_response
2b63083b-b537-431a-a2a5-ab372a9439aa,e695e634-eaa0-46a8-9337-8a4eeb98c64b,Persona,PASSED,basic,86.03,True,2025-03-02,2025-05-27,,
9c275b5e-98e2-4e98-bb36-6d0c60513c6b,131e865f-5c37-4c8b-985b-e066e0d9cb81,Persona,PASSED,basic,88.95,True,2025-01-20,2025-10-29,,
9bec368c-5b44-442c-bd61-750589d36250,12757078-cbf9-4cb1-84b4-bbe14e3a0bb2,Persona,PASSED,basic,84.16,True,2025-07-28,2025-09-20,,
3a0f568e-a66c-45e0-a5ed-eb7959d30dcb,79213484-3382-4741-a24d-3e4ca98d47e4,Persona,PASSED,basic,87.12,True,2025-09-15,2025-08-09,,
1d09cb07-9c90-4716-9754-4361e552ba09,64c83a99-817f-4bf9-8f6e-18a3f69e2882,Persona,PASSED,basic,91.11,True,2025-04-24,2025-05-07,,
566686b7-cc33-4a6e-a049-8f5118a69c8a,f8dd851d-0c80-401b-b443-67c37ee1fc61,Persona,PASSED,basic,97.44,True,2025-04-30,2025-04-22,,
869b4e0b-b38a-4312-ab85-d2f39605c800,fdd80dbe-1fe2-4257-80ec-18b8f0863ffa,Persona,PASSED,basic,88.27,True,2025-12-13,2025-08-14,,
d2c27aca-414d-4f39-91ef-adb18b97f899,5d013f41-458b-4038-ab4e-cbf61c42fda0,Persona,PASSED,basic,98.33,True,2025-02-15,2025-09-04,,
57ed3088-fee1-4c28-b9be-43dde7750617,71a1f0a1-afbc-417f-8525-ed4864da509b,Persona,PASSED,basic,96.0,True,2025-09-09,2025-11-01,,
91a4a4bc-64ff-4aff-983a-1d9a01c32dd8,8d7ccfab-1c78-4a1c-8d95-4e73e38d0cbc,Persona,PASSED,basic,96.92,True,2025-02-27,2025-11-22,,
2439317d-95fa-4307-93b3-e8dd04dbdd00,964a9359-7b4b-49bd-8240-ba13085deec9,Persona,PASSED,basic,75.0,True,2025-01-29,2025-11-20,,
049828ca-21b3-4dca-8258-f1280671aacb,ab7ec5b1-68df-4567-b708-6f0f0906239e,Persona,PASSED,basic,72.79,True,2025-08-23,2025-04-02,,
64361fea-e67f-4c93-831a-de125b87f122,2b480cfe-652a-4749-83f0-84ca66ddba0f,Persona,PASSED,basic,70.5,True,2025-02-24,2025-10-24,,
4b582b96-4b17-44d6-831a-503b99ebaba6,31c79f57-c607-48e6-a53a-123adc0813a2,Persona,PASSED,basic,83.63,True,2025-06-18,2025-10-26,,
951d6a3a-94b8-42c6-a94e-30eaaa40236b,819e8895-45be-4c43-94ca-4bf6f11feb3e,Persona,PASSED,basic,97.73,True,2025-05-20,2025-03-12,,
c4880690-77fc-4e59-8ef7-6c73ac1bc9ad,724745ac-248e-4480-931e-3d984fe1c050,Persona,PASSED,basic,97.93,True,2025-01-03,2025-03-06,,
1fbb96cf-f744-4f79-99f7-9fa09cd78383,4a3630f9-40b3-4a80-ae38-b24b4794a449,Persona,PASSED,basic,71.1,True,2025-09-13,2025-05-02,,
cbe79bd9-7639-4ec8-941e-8a805d1bfe09,7d0a121e-7587-408e-a290-218be47844c6,Persona,PASSED,basic,92.61,True,2025-04-10,2025-07-14,,
4df4839e-5d2d-44dd-b93a-58667eda7c02,e1c7c7f7-f410-4198-a4e9-e91375bd3534,Persona,PASSED,basic,94.74,True,2025-08-20,2025-02-11,,
ee3edfab-6261-4c4f-b171-5b5d1d42513d,538bb148-1cb2-43f1-8a1e-6878f8becb5d,Persona,PASSED,basic,95.47,True,2025-07-02,2025-05-28,,
cc790568-e2c6-4b11-9d9f-2be5fabe8972,0e342e3a-b7a1-4d73-94a1-22d650ef5a0e,Persona,PASSED,basic,88.22,True,2025-01-22,2025-10-25,,
ebed2142-2169-46cc-931b-b69effdd3a17,31d75377-b632-4b2a-aa16-edb117a93f0f,Persona,PASSED,basic,84.75,True,2025-12-13,2025-09-07,,
7894a2f8-d03d-4204-a719-080ceedcf6ab,a1d1c717-c36b-4fa5-a3e1-425113615a89,Persona,PASSED,basic,82.78,True,2025-05-06,2025-01-02,,
5cbd3121-70ed-44c4-a794-a50614bfdb58,129a8e51-f377-4faf-ae81-631c21432e62,Persona,PASSED,basic,71.42,True,2025-01-14,2025-04-05,,
6260a132-5970-44a4-b715-52a7233ac965,d10f961d-34db-4cd7-92b8-3b36479849ce,Persona,PASSED,basic,74.42,True,2025-11-28,2025-02-06,,
0d8b1602-c8fa-4b6a-a5f2-2c9eee814434,276311f2-0e87-4344-9f06-8de6d5f8ffbe,Persona,PASSED,basic,85.89,True,2025-12-22,2025-09-25,,
8dc251a3-fcc9-454b-9f3b-0fe41c07e645,af41cffd-96ba-4e08-ad55-29d4348bc12d,Persona,PASSED,basic,76.4,True,2025-05-02,2025-08-23,,
8d39f56c-0b66-4fd5-a0a3-592ff418baf6,efc53439-7709-427e-978b-00d348c6cab4,Persona,PASSED,basic,94.83,True,2025-08-05,2025-01-22,,
8b0120c3-3cf4-429e-98e7-3afccc2691ed,c1175531-16f8-4776-969d-061597cd0158,Persona,PASSED,basic,83.78,True,2025-09-13,2025-01-15,,
892ff2e1-1820-4685-92a1-3f7380dcf766,81cb08ac-cdba-443b-bcae-cd143c43f742,Persona,PASSED,basic,79.0,True,2025-02-27,2025-04-24,,
1f94e148-b135-4290-8256-723f7ed21462,ec895675-9472-4f81-a718-7aee741d5bea,Persona,PASSED,basic,84.14,True,2025-12-06,2025-11-12,,
d938ac99-92a3-48ea-ba9a-7629207c1a0f,05375300-7437-429c-9117-549202d4163b,Persona,PASSED,basic,77.66,True,2025-10-20,2025-08-15,,
0aa40628-3693-41b1-b442-912124530be9,28e53241-0a27-435a-b628-e3bc8ee663e6,Persona,PASSED,basic,73.17,True,2025-05-15,2025-03-06,,
f1426860-dfbf-45f5-9c64-3aee6598affe,1cc6c34d-fe3f-4340-aa7f-f3aea753b7f2,Persona,PASSED,basic,73.51,True,2025-10-29,2025-01-01,,
c3e04c49-e84d-4d74-ad91-a58c4d1f45a9,7c7eb528-60c1-403c-a74d-dbbfac7b5230,Persona,PASSED,basic,93.69,True,2025-11-29,2025-08-05,,
1e93acf0-3949-4a44-b894-d5cdeb02c7df,78c6a65f-4c87-4682-bb8a-ec23112cd0c1,Persona,PASSED,basic,75.11,True,2025-09-28,2025-12-21,,
becc9af8-9492-42bb-8e92-363c37b145a4,908efe3d-8c4c-4dcd-8df4-38635d8eeff4,Persona,PASSED,basic,83.51,True,2025-10-06,2025-10-19,,
48184eb2-ffd8-4367-a534-bb349b11f400,882faa21-b9c2-4a76-bd37-6d091a38748e,Persona,PASSED,basic,91.67,True,2025-03-17,2025-06-05,,
09ab3cdf-57f3-41b1-8b3c-ac17f0fd83d1,3fd59583-0546-4bb3-b3e9-9afa594158c1,Persona,PASSED,basic,82.65,True,2025-03-31,2025-07-20,,
0feab5da-0885-45a4-b316-1e993c279662,db13faf2-cf36-4dd2-8449-e1aff41a4e43,Persona,PASSED,basic,83.0,True,2025-09-04,2025-09-10,,
790b17ef-a5e6-4739-adf5-797befa18582,21979b47-7daa-4e00-9e9a-a093ea93c16f,Persona,PASSED,basic,78.18,True,2025-03-30,2025-02-01,,
6757b8dd-51a7-4e54-ae58-6f3c58ee27d3,5dc7f374-4ea2-4ea5-890b-0724f5f1648f,Persona,PASSED,basic,96.2,True,2025-01-05,2025-01-05,,
f83b5342-1135-4167-825b-19a1b62074ea,127f5dd3-382e-4840-bb09-ac5e549e1332,Persona,PASSED,basic,77.26,True,2025-01-27,2025-02-08,,
68bfdc53-9cb6-40a0-8a94-08ed2520ccc8,79e85870-fe47-45f7-98ea-5ba5f0a03529,Persona,PASSED,basic,75.35,True,2025-09-28,2025-12-11,,
988789c7-fe31-4891-bc3b-aed230fdec26,8b2542a3-2492-43d2-8c30-dba7c5991f91,Persona,PASSED,basic,81.2,True,2025-06-24,2025-12-18,,
36f78e07-3b13-4bdc-baf5-dba8d56406ba,acd114df-d41f-4584-bce1-8781c219cd16,Persona,PASSED,basic,72.96,True,2025-04-28,2025-09-17,,
40e343f2-f691-4b8d-83d5-9c89c6ead781,d2806c57-179e-4104-97d4-69a68ebeab28,Persona,PASSED,basic,80.06,True,2025-07-06,2025-09-20,,
ab3167e2-a5bd-4809-a7c3-6dbcc19229fd,d17ebbdc-f6d4-452d-84d5-760357e4ca5a,Persona,PASSED,basic,89.57,True,2025-07-24,2025-10-02,,
746e0562-8903-4fd3-b9e4-aa0e555ed423,1bb375ed-2851-4728-99b0-02dcac139baf,Persona,PASSED,basic,96.98,True,2025-06-04,2025-07-25,,
58535226-61e9-4ccf-8837-a8c6a970f574,57a3a5e2-eac7-40ff-b119-109ff0589d61,Persona,PASSED,basic,70.7,True,2025-06-05,2025-03-14,,
9b1414dc-34a7-4a79-a603-ab0c52350db0,7c5e23e1-7f2f-4843-bdf3-eaa9c686c147,Persona,PASSED,basic,71.44,True,2025-04-17,2025-06-28,,
7732d991-6dbd-4a35-90ae-7bc2c3f1d152,c0727054-7dd7-4896-951e-c6789bde6eb7,Persona,PASSED,basic,87.88,True,2025-10-20,2025-08-19,,
dae8b810-1dbc-4d6d-a9e6-b9baa96b65bf,cbf74474-fb05-4a94-b5a2-27286bbfe46a,Persona,PASSED,basic,99.96,True,2025-03-23,2025-10-05,,
a86eec14-7d32-44d3-aca9-6a57073c8423,f209b78b-07e9-46ea-a237-e21ec5ddbecb,Persona,PASSED,basic,95.65,True,2025-10-15,2025-08-29,,
3be59699-b241-4d90-b5da-71f8b64c42be,0f19ed1c-88c9-480d-a086-859454c480be,Persona,PASSED,basic,79.45,True,2025-03-22,2025-08-24,,
7eacd7b7-e5b5-44d9-a5a2-b42b3e14ce48,f6a4ebcb-bc95-4691-8dfb-dcbb371257f4,Persona,PASSED,basic,98.71,True,2025-03-23,2025-10-22,,
889ffdea-fcc4-4684-85a8-738d0c9d5360,1f5f9eb6-6dcb-4632-85df-b973a6915b9c,Persona,PASSED,basic,70.64,True,2025-03-20,2025-01-27,,
10bc3d36-c1a0-4b6a-968b-464042aa78b6,350643bf-0ccc-4508-be22-7126f54bb633,Persona,PASSED,basic,86.63,True,2025-08-30,2025-11-12,,
a4a5b12c-f72f-409f-8e93-b122456ac615,7195dce9-74f2-4dd3-afef-03db8fabe348,Persona,PASSED,basic,74.59,True,2025-10-31,2025-04-23,,
26114b25-0c96-4c17-b6c5-6eb797b38426,a9f4aa5c-b255-41d5-a1c2-50db969e4636,Persona,PASSED,basic,88.43,True,2025-11-13,2025-10-11,,
e75c865a-b3e6-4c94-86aa-07124301d8f8,c9793926-e7ef-4c00-86cb-956a45b000bf,Persona,PASSED,basic,70.06,True,2025-01-10,2025-07-07,,
bde8a4cd-a091-4367-8411-eb4bd44ba0ce,d8a7be29-aaa9-431e-a25e-6e070d1750be,Persona,PASSED,basic,96.97,True,2025-11-23,2025-05-27,,
f8c44741-f945-4070-a72c-0a4f6599c519,1651e01a-deef-46e7-b40c-d1773e72185e,Persona,PASSED,basic,86.73,True,2025-10-26,2025-07-20,,
47b23dcd-953e-4c76-8aa9-c142400a072e,b81a3ff3-ca0f-47c2-8ecb-c261cfcf06cc,Persona,PASSED,basic,71.24,True,2025-02-09,2025-06-05,,
64723d32-2d10-4446-ae2d-59bcf9ff0a05,ff1581d7-9072-4b78-8c7d-255e7861d6f7,Persona,PASSED,basic,79.98,True,2025-12-06,2025-02-07,,
50b8ebd6-3226-4442-a340-cce75f9a4d1e,ba0502d1-f3cf-45dc-a387-6ed4389dd9da,Persona,PASSED,basic,99.84,True,2025-04-27,2025-07-14,,
5b0fbe44-96dd-4b0b-90bd-4920218f607f,1f63ded0-6b86-42e2-91b0-1e82cf272989,Persona,PASSED,basic,87.99,True,2025-04-15,2025-09-20,,
17d3442e-4860-4b6c-9061-2b2501031d03,9ff4704e-f95b-4d04-8f8b-24ab8bbdbeaa,Persona,PASSED,basic,92.43,True,2025-03-21,2025-07-30,,
cd067533-83b3-4b90-8e8b-60d5f0075866,37bd024f-de72-4179-a4fa-604f2f2610a5,Persona,PASSED,basic,72.0,True,2025-03-27,2025-04-21,,
fb7a96d8-e60d-47d0-bb70-9a35d7760b85,96ace2db-73f6-4db8-9c3a-d0646096396f,Persona,PASSED,basic,73.95,True,2025-01-18,2025-05-27,,
d051f398-5d2f-410a-9d22-28b15384e831,187bee52-78c1-488c-87e4-b7e922ae4ac9,Persona,PASSED,basic,95.38,True,2025-06-27,2025-10-21,,
521e39f1-0447-466c-bf64-a7d481e4343e,29912453-f9eb-4a15-9b47-d7bfe5b7b1f4,Persona,PASSED,basic,98.9,True,2025-01-11,2025-04-18,,
c8b3da96-8c78-40cd-9c8d-a8f3eee2f96f,93b737c6-4073-4be8-889d-4dc6340d0599,Persona,PASSED,basic,97.79,True,2025-07-24,2025-05-11,,
a07c7a12-5b38-40b7-ba0b-533ad3982aeb,599ef553-67f1-4794-bf54-5475beffbb87,Persona,PASSED,basic,75.51,True,2025-10-25,2025-04-13,,
fcc80e04-c27d-4bbc-9dde-9dc58a6fc10c,67b9809e-02aa-4484-a80e-942cb3eaf495,Persona,PASSED,basic,77.13,True,2025-02-22,2025-05-06,,
d24c18cd-73b0-49c8-b01f-3b437e57825c,73a9daa3-4f7f-452a-a5ef-ebafc4f9a881,Persona,PASSED,basic,81.54,True,2025-11-03,2025-08-29,,
d91e495b-eee4-4cd9-9991-1ef1a50a4daa,73c1dd7d-e3d0-41fb-9d95-c84d828df912,Persona,PASSED,basic,70.38,True,2025-01-04,2025-10-22,,
16dcded5-8193-4664-b7a3-b38896210cae,4c1ccded-617e-4504-8865-9a60700e4fb5,Persona,PASSED,basic,98.31,True,2025-03-06,2025-06-01,,
322905e2-db98-4e24-96e4-561cb6a55f18,7f34039a-0423-4c3b-9de5-56016fab2a60,Persona,PASSED,basic,94.41,True,2025-04-01,2025-11-09,,
7ec9e451-e6e3-4f88-8b47-b16ba22afb9c,c51896c5-62f8-4f4c-8a5b-dee805fb0dba,Persona,PASSED,basic,92.38,True,2025-10-05,2025-09-02,,
3169b82c-5f5e-46ee-b5c4-92cda6c89a70,7544a5ce-e3e8-4a66-9180-f69e7ef1d721,Persona,PASSED,basic,86.2,True,2025-01-06,2025-09-15,,
7de9d460-cd04-4b7d-ac11-47d2053ef5ad,ce85a642-23b0-422d-91a1-748dabad9a58,Persona,PASSED,basic,75.3,True,2025-06-20,2025-09-27,,
e4136d28-dc4a-45cb-bb74-29c1b1614f2a,a6dae282-0599-49ea-ac33-d484cdd6a334,Persona,PASSED,basic,98.33,True,2025-10-28,2025-01-10,,
fcf553d6-d0a9-459f-a038-85af1c42ae7d,01fc3191-3d92-47bf-93ab-e59076ec3699,Persona,PASSED,basic,79.93,True,2025-03-29,2025-08-25,,
3c4eef30-66d6-45af-9c07-45dc58533f48,7baa9fb2-a252-4154-bc83-589f593fe66c,Persona,PASSED,basic,71.43,True,2025-06-28,2025-01-10,,
a7e77e88-8b79-450d-87f4-3946d81333c1,70944e3b-e281-449c-8f19-1e48f3318e8c,Persona,PASSED,basic,81.9,True,2025-02-23,2025-11-19,,
d119f715-7da5-497b-88ed-3cc85c799695,56317a4d-9be9-437b-850d-912d82725cdf,Persona,PASSED,basic,97.6,True,2025-07-01,2025-02-20,,
996e82fe-0c09-4e42-97d1-5b453fe71305,8ef7d8a9-a79b-467c-9fc3-8210b24d5088,Persona,PASSED,basic,81.12,True,2025-10-13,2025-01-04,,
9dd167a3-b85c-433e-9f36-ce68d5d8ca55,3015aa67-4d3c-48a1-bb3b-9ddd9a8c7cb6,Persona,PASSED,basic,87.49,True,2025-07-11,2025-08-10,,
d23e9524-9bee-4de2-9927-d8c1a1e9195b,63aae7f7-dee3-4c39-8971-3b09f45c5eb0,Persona,PASSED,basic,76.03,True,2025-12-24,2025-10-26,,
3f13f9be-c12e-4dd0-8350-d1e56e81515e,8bc27c33-398a-4e29-8dad-00be9a375946,Persona,PASSED,basic,89.55,True,2025-06-07,2025-04-19,,
da32b485-92da-4c3c-a179-6db3c1639843,5802f4b5-c5eb-4da6-b84b-f7e9d301c0dd,Persona,PASSED,basic,72.87,True,2025-08-10,2025-10-16,,
0e1d3e6d-c6ee-4730-8399-5db6151370f4,1aebe330-1378-4326-b286-7cb4c003f638,Persona,PASSED,basic,71.79,True,2025-01-02,2025-01-14,,
2f6857b9-cea5-47e2-871f-20ae0b206d88,4ea499c4-63f0-4b28-b6dc-d80bf9d60751,Persona,PASSED,basic,77.03,True,2025-02-09,2025-06-10,,
55a37d9a-b0ec-438a-b94d-bbc4d0d32860,741e71ed-40a8-4ec5-bbc1-f566f175935b,Persona,PASSED,basic,80.3,True,2025-09-30,2025-06-05,,
b31962d3-b917-4b93-803a-b2bd1d6c0529,b19774d9-b848-4de5-b531-46e209da647b,Persona,PASSED,basic,96.02,True,2025-05-25,2025-01-06,,
76e83ef4-5e02-40ee-9b9e-6471b2adf1aa,b2d2cda0-d2ec-41f5-b425-599f8cfa50ee,Persona,PASSED,basic,83.68,True,2025-11-22,2025-01-29,,
cc4b3663-853b-4fb3-a454-cb8810404551,dc70818f-2951-4982-9159-705bc84fee25,Persona,PASSED,basic,81.24,True,2025-01-04,2025-03-03,,
cd5d61a0-5c02-4d93-aec3-3dc801a61677,9083fbcb-4407-469f-b130-f3f1ae0390e0,Persona,PASSED,basic,77.93,True,2025-03-13,2025-09-10,,
5da22fc8-d451-4379-b4a8-d8cca86e3537,ce5031ad-db5e-4423-91a7-81fbd81947b8,Persona,PASSED,basic,79.5,True,2025-09-17,2025-07-19,,
c5f49796-be7f-45f3-8cb3-918c35346784,7e997f8b-44e9-44b1-ac85-f8de1956f59a,Persona,PASSED,basic,84.26,True,2025-10-31,2025-03-28,,
6a421c40-4018-42db-a517-85b382c95f22,312511fc-d653-40e6-ba09-1c17687d03ad,Persona,PASSED,basic,93.63,True,2025-11-03,2025-12-12,,
3b1600e9-f01e-41e6-85b5-ddb84e31cf74,1e92c387-d631-48bb-9640-2f9b8da44667,Persona,PASSED,basic,90.65,True,2025-05-21,2025-04-17,,
28ed98de-4395-47c2-8b59-e77cc8583cd2,5ce65b68-8d53-4138-8f7a-3d9a9d3be90a,Persona,PASSED,basic,72.62,True,2025-02-05,2025-05-17,,
28c5224a-d69f-46e5-bdc3-bde7f7a5365d,0e99aba9-6bf5-4aa0-8722-b36bccdc8e17,Persona,PASSED,basic,72.97,True,2025-07-02,2025-09-06,,
a71df825-5f30-4983-ba90-4fc69b147fa0,65e15e03-0d43-4575-9a47-fdc96303780a,Persona,PASSED,basic,89.62,True,2025-04-11,2025-07-26,,
67ce6167-2d9b-4601-9d2d-0c47abba17dc,ea340017-4aee-467e-8fac-cdc3a05a44e2,Persona,PASSED,basic,77.44,True,2025-10-22,2025-03-10,,
2df96907-41bf-4e44-ad2f-db014e0da58a,73f90a1d-f1be-4ff9-8673-deda7a149ae4,Persona,PASSED,basic,99.43,True,2025-06-01,2025-12-06,,
51653e4e-1e6d-4593-b6a2-2c9ffc7b95f6,0c530b7c-bbe9-42d0-9c21-3f7658e81483,Persona,PASSED,basic,76.81,True,2025-12-01,2025-07-02,,
c6ca9821-2b0a-451e-b490-79ba2fb418c8,c7f8be7a-812a-4bc6-9a33-14a2ae58c1be,Persona,PASSED,basic,81.36,True,2025-11-08,2025-09-18,,
0a16e702-f3be-49e0-a6ff-a819d6a488bf,a7c736ed-5b32-4246-97dc-0471f64fa47b,Persona,PASSED,basic,99.28,True,2025-08-31,2025-04-21,,
40d212d7-cd99-4bb9-9370-c6c7a373a9ca,4fa497d4-5395-4469-b5c2-49e0090097da,Persona,PASSED,basic,93.52,True,2025-04-12,2025-10-20,,
fd70060f-451d-4dd8-a26b-c38633057a70,65455c62-9393-45b7-b39e-4ea7b7248870,Persona,PASSED,basic,71.67,True,2025-02-23,2025-07-04,,
5001b3a9-5d02-42e1-ae91-34c4d0eab663,0f23f061-b262-4e56-8ec5-07ab6e09a127,Persona,PASSED,basic,94.47,True,2025-04-26,2025-06-20,,
0f15c16c-c9df-4f1d-9200-416a6b504efd,5bf9bf1b-3623-4c24-937e-40062cfed3a8,Persona,PASSED,basic,89.99,True,2025-01-09,2025-04-22,,
b64b81eb-13a6-4bd3-bd5b-77d6d70b8620,01ac40ff-d9f5-44c5-8bec-343b0a577764,Persona,PASSED,basic,79.87,True,2025-06-22,2025-06-17,,
a800dd30-b0b2-4a6a-ae5c-f0f53c06d8e9,e47ea52c-6b99-4155-913d-8fe4f38dd937,Persona,PASSED,basic,70.81,True,2025-12-14,2025-05-04,,
c870d684-e4ec-4441-8ea9-6b15d44e4591,751bb70a-417a-4453-8035-f1362fbb2a9f,Persona,PASSED,basic,75.41,True,2025-05-19,2025-05-29,,
a0c8e434-770e-406b-b3c3-26db937cc3f3,c4f56653-b339-4c17-b7b3-cdd6b19548b1,Persona,PASSED,basic,93.89,True,2025-02-25,2025-12-07,,
6e01ad9c-eed7-4bdb-b43a-dec79faf9f4b,b05af539-d441-4939-96f3-1f255d03e75d,Persona,PASSED,basic,90.16,True,2025-07-19,2025-01-01,,
3b2f2c5c-ee56-46be-b12c-07b7cffe22db,14a4b425-9408-4db4-803b-31651863b98d,Persona,PASSED,basic,89.28,True,2025-01-28,2025-03-13,,
9f359fa0-caf0-45a8-97a7-fad6b1fee7d8,efc1378c-4edc-4e39-95d0-d14c1269f797,Persona,PASSED,basic,75.68,True,2025-09-24,2025-11-09,,
0ff144db-6c7d-4c6f-80aa-10ce04c10b00,73d82843-0e22-4d17-a3bc-2367a98d21a4,Persona,PASSED,basic,83.85,True,2025-07-06,2025-02-16,,
12fff5d7-aad1-4dba-afc1-35a0763f515c,fcf3b62a-2d70-4508-ab66-554751e07f79,Persona,PASSED,basic,84.42,True,2025-12-19,2025-12-15,,
f49682ed-ac16-42fd-95d0-bac8c2b5ef3d,3e1312aa-11d9-44b5-982d-7e04f26ebd4c,Persona,PASSED,basic,73.74,True,2025-03-19,2025-02-21,,
dacc3d67-6b19-409b-9ee0-eb30a4d4aa51,c130c6bf-b93c-4380-9c38-2f3d8579cfb7,Persona,PASSED,basic,87.08,True,2025-05-19,2025-08-13,,
278e67a7-55c0-4d3a-a362-e7ddbb9f072e,ba0f7adb-efca-4332-81e7-da10bfab537c,Persona,PASSED,basic,91.28,True,2025-07-12,2025-01-15,,
8a80b02a-1be8-4ba9-94b7-54d11249c858,87cfcabd-e182-4405-a3c5-62b548977ff1,Persona,PASSED,basic,81.41,True,2025-04-12,2025-07-01,,
b84e3416-3071-4849-a715-25798271f201,0a28fb33-7ee3-424f-a251-3326df048a8c,Persona,PASSED,basic,79.44,True,2025-08-04,2025-06-05,,
afc17dec-6d3d-45ff-9011-506149bc167d,4bcf8164-dcd2-47e5-a896-3c90cb15c6ae,Persona,PASSED,basic,82.95,True,2025-05-14,2025-04-04,,
97c2ea26-5b6d-4c0c-9af5-30859f6035da,34116042-f3ba-475d-b3b8-2d66abd2f379,Persona,PASSED,basic,87.22,True,2025-11-03,2025-12-20,,
2a513536-28c8-4fc8-9c32-aa8496dd2da0,98d9dbb9-4982-45c1-8aeb-97aa54ff14e8,Persona,PASSED,basic,88.15,True,2025-04-16,2025-06-20,,
303c28e0-35a1-4cef-b0a8-2e7bb15b4720,56bed06e-16dd-449a-b2eb-5a3825e392a4,Persona,PASSED,basic,93.34,True,2025-12-22,2025-10-23,,
2d693418-4edd-4c0f-a243-3d1e1a8e4295,75e78a65-8dfe-4c8b-9c21-a09f7d7807bd,Persona,PASSED,basic,95.52,True,2025-03-26,2025-05-23,,
29993c04-34a3-492b-bd49-8f977f1e032e,f01f0614-3ea1-4e58-bdd2-0854838b4d26,Persona,PASSED,basic,81.85,True,2025-07-26,2025-08-28,,
2519cc91-df5c-4923-a535-8b0cc0ae2d2f,87cfb08f-3326-48fe-8813-099094ee7aa1,Persona,PASSED,basic,98.28,True,2025-11-09,2025-10-09,,
c5c71e82-6697-49c6-9ca9-51b47979b19f,423e2367-f8ae-4ca8-ae91-2eab0964c5ca,Persona,PASSED,basic,75.16,True,2025-04-30,2025-02-09,,
b0f75155-6ed9-48b9-a740-fa66f860c293,1469b282-6132-4e58-839e-5adf26e2fc0f,Persona,PASSED,basic,86.6,True,2025-04-25,2025-01-10,,
8b4a3026-0c0a-4681-9bfc-96082dccfeaf,70e7ba73-fd17-4b59-950e-ebe416092258,Persona,PASSED,basic,92.35,True,2025-09-25,2025-06-12,,
d9f58e9d-a424-4759-b93b-4cbf263dca5d,52c04c37-2567-4d6d-b539-a2b262fb5892,Persona,PASSED,basic,95.01,True,2025-04-23,2025-08-03,,
1e8c112d-544a-4dd9-94a7-9dedebbf02ab,6c5707f5-af28-466c-a664-60a55cdb6c88,Persona,PASSED,basic,80.49,True,2025-09-20,2025-12-14,,
88d19996-5a44-46b7-b7c3-8c92ef2248e6,7801b330-42f2-43c5-9a70-0ddcacdf682d,Persona,PASSED,basic,97.25,True,2025-08-12,2025-03-11,,
bfbcccf6-ab3b-4aa6-8062-e37e5462df12,887990eb-97e3-4b5c-8b4c-fc322391ca75,Persona,PASSED,basic,90.78,True,2025-06-14,2025-06-18,,
