social_verif_id,issuer_id,platform,handle,followers_count,verified,initiated_at,completed_at,attempts,status,metadata
b0998683-6fae-442c-8aec-8311659284c5,c0a59b98-2b64-4af9-b55b-a8e95edee24f,X,x_1964,601368,True,2025-03-09,2025-09-15,3,PASSED,
c1a36099-f668-4886-a89b-8aaec290ee54,f6e4eac4-b04b-4924-9b8a-4e1b9cc7cd34,INSTAGRAM,instagram_1160,544676,True,2025-06-03,2025-07-21,2,PASSED,
d73641a7-335d-4fa7-8b23-735e6082846e,8dc6b418-614c-41b2-8349-698450f8a790,YOUTUBE,youtube_5653,163677,True,2025-05-01,2025-08-13,3,PASSED,
c660f294-fd0d-440b-9e7d-bd7173d3a2e8,647b40fd-7668-4e02-a56d-33e43a229476,INSTAGRAM,instagram_9284,544981,True,2025-04-21,2025-08-21,3,PASSED,
29601699-35d4-4f5c-a10a-d73588dacc96,d8cfee6d-5580-4851-80ee-f5417972dcb1,INSTAGRAM,instagram_6895,701148,True,2025-03-09,2025-12-03,1,PASSED,
b669a6a0-fccd-4ae7-b39a-044b7b5db474,aba5be12-b515-4d62-816b-d8c1db2211e6,X,x_2880,419045,True,2025-01-24,2025-07-28,1,PASSED,
f94a88bc-d013-4393-8871-01e385fbfeaa,5f08e39d-a1b7-4f24-b1e4-0ad14cc585a9,X,x_1590,345853,True,2025-11-16,2025-09-09,2,PASSED,
cc1c6cf9-2802-4473-bceb-2d70654bb589,63f62047-0e35-4391-b1ce-3bdbfb4ac257,INSTAGRAM,instagram_7670,971344,True,2025-08-16,2025-04-17,3,PASSED,
9888c68b-acbb-4408-8e1f-6d7efee944db,d7b5b786-e157-430c-9b39-34d7dc3750a9,INSTAGRAM,instagram_9244,737208,True,2025-04-08,2025-10-30,2,PASSED,
e6e8b6cc-346f-46d9-95cb-9c6e9b4aad18,0cc77338-9a14-4b8b-815b-af84c251d964,X,x_3018,672147,True,2025-09-03,2025-11-21,1,PASSED,
5eed2338-8417-4aeb-9c67-34b5517d56a4,98f84972-7a47-4b62-a782-966fe6184928,X,x_5361,544220,True,2025-10-20,2025-08-24,2,PASSED,
d1cd4931-bc9a-46bb-ba09-5ef1801fb829,22c79293-5104-4cd4-949a-ed45886902c9,YOUTUBE,youtube_5569,614745,True,2025-04-08,2025-03-22,2,PASSED,
44c98cac-fc59-4c0c-9235-b102eca454dc,6b9c5bd0-79e1-4f6b-8e55-0e1974bcbd6b,INSTAGRAM,instagram_5634,95847,True,2025-01-04,2025-03-21,2,PASSED,
655c08f8-6977-4177-a155-316be83793df,3a640c34-0965-4e1e-a760-612a0899f2e5,YOUTUBE,youtube_2585,283383,True,2025-03-05,2025-07-02,2,PASSED,
99ccce74-84f1-4936-aeb3-466fa44f24c9,994b9788-d908-4e64-9f4f-32354e4cb05b,YOUTUBE,youtube_7405,736853,True,2025-07-12,2025-04-17,2,PASSED,
d9dc1daf-b497-42e8-81af-3a7bb0ceb7f6,1754e0cf-3cb5-4d3e-b675-4f072f520de3,INSTAGRAM,instagram_5045,623933,True,2025-06-28,2025-01-05,3,PASSED,
3f8cb591-be16-43b4-8f77-5fa4b8abd22c,e22162a4-e937-430e-9559-4e2fe1754607,INSTAGRAM,instagram_4312,52397,True,2025-05-17,2025-01-07,3,PASSED,
522d9f79-58bc-4450-aad4-a9d8e72cc7c2,6ecb086e-4a12-4871-8621-1e6d0e027cce,INSTAGRAM,instagram_8141,349029,True,2025-06-15,2025-11-24,3,PASSED,
2d2ef6ee-6071-47e9-8604-ef4107b835ea,426b59fd-2c6d-48a4-a8ab-da72c6f63a96,YOUTUBE,youtube_5645,492321,True,2025-11-18,2025-07-04,3,PASSED,
5070a558-e0c4-46dc-b085-358c66b905ac,e4209382-094c-4547-9a24-6df239aa0ca8,INSTAGRAM,instagram_7278,452697,True,2025-11-07,2025-10-22,3,PASSED,
c2935d20-a952-47a1-b5c2-66f7d2def462,3c00515b-a19a-4535-8f78-815c4e7b1bfd,INSTAGRAM,instagram_6673,516551,True,2025-01-13,2025-10-22,2,PASSED,
2812cd69-d087-48b6-b5a5-284aa2ab8e20,ef64ce8d-b2c1-4956-b230-e917dfab193a,X,x_6849,274947,True,2025-05-14,2025-10-25,1,PASSED,
71d14fa1-0c70-42f8-922c-515c3f48a159,54f17d67-9c81-4ec4-9968-fd9c3118a23f,YOUTUBE,youtube_6411,324551,True,2025-03-08,2025-09-13,1,PASSED,
0b122d09-60ce-4251-9584-48e3ef0e1cd9,87833cac-5dd3-46da-8cae-3c3648a79b14,X,x_3897,352641,True,2025-10-27,2025-12-09,3,PASSED,
8b9325b0-ad76-440f-ae48-aa22e752ca51,395501ee-a08a-467b-ac6f-ba8e05e763d5,INSTAGRAM,instagram_7911,94532,True,2025-08-23,2025-07-12,1,PASSED,
f731384f-5d25-4f9c-bc60-b8e11b7c1785,108f2bec-7e12-4d79-86fa-843506e42a82,YOUTUBE,youtube_9763,283039,True,2025-03-08,2025-08-19,3,PASSED,
af9080c4-63bd-4387-9785-8f94437fe8c8,b0ca7826-7f38-425b-9cfb-42b6b7cbce79,INSTAGRAM,instagram_2878,580440,True,2025-05-25,2025-02-08,3,PASSED,
c499e304-b177-45e0-bd02-726550fb540c,12217513-69b8-4046-b52f-e26c2dae9d18,X,x_3737,557716,True,2025-03-10,2025-05-05,2,PASSED,
33a62305-523d-4da3-a47e-f74ccf4dca02,258e8201-f5d1-4d29-85f8-60d0019ee2df,YOUTUBE,youtube_9567,784526,True,2025-04-20,2025-04-09,3,PASSED,
8c0cd0c3-6cc7-4a70-b16f-5cb5ee71c3ab,44e10f34-d034-4fad-960c-d0a99ae24fda,X,x_6707,879351,True,2025-06-18,2025-05-08,1,PASSED,
43270d6a-71bd-495c-8683-b0101e7f6555,d000c22a-bb6b-4dab-93ee-56dc79c68aaf,X,x_2474,768703,True,2025-01-07,2025-04-11,3,PASSED,
605c14ba-d6d6-4c3d-9eb3-e1633acde98d,ac3242d2-290b-4a00-9490-0ff80ce2f109,INSTAGRAM,instagram_4014,933126,True,2025-10-14,2025-09-21,2,PASSED,
e898be8c-e258-40cf-9a35-9d208cadc9b0,916e4622-a5b3-490b-80bc-626f879e73d2,INSTAGRAM,instagram_4580,692499,True,2025-11-06,2025-06-10,1,PASSED,
0cf12219-75ac-46fa-a05e-a4cd3efc0593,1bbe744f-6034-440c-a71e-e0e586f7fb4c,INSTAGRAM,instagram_3437,534838,True,2025-08-03,2025-05-09,3,PASSED,
b1a593c2-d5cf-4b6a-885b-a7cdfe1bd0ca,e033eebe-6ad7-49a0-85b5-3eccefb15a4e,INSTAGRAM,instagram_2744,718538,True,2025-11-02,2025-04-27,1,PASSED,
7de0883e-376c-4230-a77e-0af1bc806fa7,76b88e24-e0aa-41f4-8b1c-20e93de664bd,X,x_7894,302723,True,2025-08-08,2025-09-18,3,PASSED,
bcf50f4a-249a-4d93-940b-06f74b53b033,5d14ea89-31dc-4046-9841-0afab8db69cc,YOUTUBE,youtube_8504,938741,True,2025-04-03,2025-07-30,3,PASSED,
a909c754-c7ab-4713-9d18-edc5922f217e,4bc6e72a-aa27-42e1-8930-697e22505263,X,x_3317,849011,True,2025-01-25,2025-08-11,1,PASSED,
5ffc90e8-2d6d-40fc-93b4-a9932f038cb5,a2795f07-de58-4fdd-9f3e-c246315cba66,INSTAGRAM,instagram_2393,164349,True,2025-05-17,2025-08-14,2,PASSED,
744f57a5-9525-44c3-9142-88cf9dc31452,9e9cf675-32fb-4649-a9f0-adae7d298ba9,X,x_2046,709990,True,2025-01-11,2025-03-30,2,PASSED,
3a7214f9-226d-458d-bf11-c5e5e16edb41,a9efc097-ee8b-49b4-b9ae-a44f95bb4525,INSTAGRAM,instagram_7480,263355,True,2025-07-30,2025-08-06,3,PASSED,
21806e51-fccc-4dae-b648-78f13e96cb8a,bd5dadb2-3ce6-4757-8cb9-2d4767c03ed4,INSTAGRAM,instagram_5872,827543,True,2025-01-05,2025-11-27,2,PASSED,
18eacbda-d6e5-4d15-bf39-1d35a2ed88f4,3c0887d0-48d7-48af-ae6e-237b288f4f4e,INSTAGRAM,instagram_8166,547202,True,2025-11-06,2025-04-15,3,PASSED,
abea2d34-57e2-4517-ab2d-aa3d23d54f53,27b5a460-4702-42d8-a3f4-460e12c4fcf2,YOUTUBE,youtube_2562,77662,True,2025-06-16,2025-06-09,1,PASSED,
40342f87-9163-4958-87f7-f29239f770eb,9f80d010-8e02-437b-851c-20eee94e3aec,X,x_5749,282758,True,2025-11-03,2025-02-16,2,PASSED,
6d64a491-5bd3-46fc-aa58-be069e82a610,8f84cc1e-a4a6-4e70-95fd-8b406157bfd8,INSTAGRAM,instagram_1303,52397,True,2025-07-22,2025-07-29,3,PASSED,
252deb0c-9f50-4f81-b780-e9b2bb34e490,51d3de30-71cc-4a33-9737-5db948a43287,INSTAGRAM,instagram_5306,966645,True,2025-05-07,2025-03-02,2,PASSED,
eeb2856d-86a6-46a4-89b5-1d29e6ee68d8,a8fdc3f2-de29-4ccd-81e7-2cf9660eb4ca,INSTAGRAM,instagram_2600,300241,True,2025-08-18,2025-06-29,1,PASSED,
c4bb0580-501c-4625-9475-481da4d9186f,05c833ae-9c4d-495f-a743-c23cde6e0d83,INSTAGRAM,instagram_9554,993833,True,2025-04-04,2025-05-12,2,PASSED,
1392bfdf-de3a-46d0-b979-3d4ccd13770e,ad10c260-9f2b-4185-baff-43c6bf249811,YOUTUBE,youtube_4352,982120,True,2025-06-16,2025-12-31,3,PASSED,
56ccdb9d-7207-4cc5-b6f7-8d22038123f4,306c0460-50d8-4e44-8f18-ff53b172af29,X,x_3552,750165,True,2025-07-24,2025-05-07,3,PASSED,
ed92e5cd-a5c6-4920-aefb-41fd918435ce,a58bbe00-2ae2-4b05-ac1d-f63eb33efc75,X,x_3302,690593,True,2025-04-02,2025-07-15,2,PASSED,
5a3a912b-819c-45d4-b09e-4a0d97fa676f,3be52f7f-9490-46a2-9372-757fe9f0d896,INSTAGRAM,instagram_7262,868675,True,2025-11-25,2025-07-22,2,PASSED,
3b69fc15-8612-4dc4-a51d-91a30e25650a,34668230-bc49-4101-85f5-2682da581b37,YOUTUBE,youtube_1007,497291,True,2025-01-22,2025-08-27,1,PASSED,
38a96d42-3c52-4e48-b314-dfb89a6fc6d7,77fe4551-d393-4ac5-8e50-c519b2c9c3a3,YOUTUBE,youtube_5566,375722,True,2025-03-02,2025-06-06,1,PASSED,
2018bf58-d8d0-4f37-aa23-315c8abcc5f9,70d79419-0cb9-4ca1-86ae-ad0a2191e387,YOUTUBE,youtube_1742,719457,True,2025-07-15,2025-07-15,1,PASSED,
053e9f10-8850-41e6-9720-5e3baa523e0a,78ae857d-0ad1-4179-9261-9c0eef2c7f98,INSTAGRAM,instagram_7346,189194,True,2025-08-11,2025-04-06,1,PASSED,
4241a688-a14d-4404-b09a-110bde966b6e,2b0aa866-97fd-4726-a566-75adbc0bfcc0,X,x_4497,614132,True,2025-12-25,2025-11-23,2,PASSED,
f8ee6738-4600-4834-9556-7e6e4f2c187f,418b373f-5120-4696-81af-3d7329e4e206,YOUTUBE,youtube_1989,253427,True,2025-11-02,2025-05-05,1,PASSED,
8b6c60b8-cffb-43bb-bf69-975aafaf35ea,838c8d64-0408-4cae-9b55-7e4b19473d65,X,x_7787,210831,True,2025-07-24,2025-04-08,3,PASSED,
e7446452-0965-4416-b8e6-c73a6dcdf41c,65d9fd2b-bff9-4087-af54-00435b4192d9,X,x_3424,151976,True,2025-07-10,2025-02-22,3,PASSED,
f26b84d1-7f31-4293-8424-747d8fc693e8,a4593520-a947-419f-87af-2b0214ec0c3f,INSTAGRAM,instagram_4444,756994,True,2025-03-13,2025-04-11,2,PASSED,
af1db9cf-66c0-4d8c-b4be-ab6c432150e9,e8faf80e-2d79-40a0-8882-922c7c2d6c6c,X,x_4631,349718,True,2025-08-19,2025-09-16,1,PASSED,
7132838c-7474-4141-b98d-51711e84d20e,ec280a6f-5370-4867-a414-9035e038c360,INSTAGRAM,instagram_8334,418574,True,2025-09-29,2025-11-26,1,PASSED,
49298ae0-3a75-41b9-9f73-fce02dc64f92,68d3e8a9-3370-4ce5-ba8f-35ec8b4a1398,X,x_1138,204833,True,2025-09-21,2025-10-25,3,PASSED,
1796acf2-fecc-4ab8-902c-2066176376a4,86cda1db-ed26-4ddd-9afd-fdd844f14c8c,YOUTUBE,youtube_9604,250743,True,2025-10-25,2025-11-07,1,PASSED,
7b043152-f0ff-4edd-bbab-0d74936f5633,d1664d62-663d-4b1a-a071-d6dfbd4eb758,INSTAGRAM,instagram_7977,844810,True,2025-04-26,2025-10-07,2,PASSED,
9336e864-1531-4976-a7a4-47b9cab3f4fd,50cc68d3-71f1-49ca-9ec3-4dbc97194b76,YOUTUBE,youtube_7275,164478,True,2025-06-07,2025-09-02,1,PASSED,
83d83310-61b4-4e4d-acc3-4aad7f561462,7efd8050-726c-48f2-911a-ff0ae7e9db0c,X,x_8952,98384,True,2025-10-28,2025-04-01,2,PASSED,
e7e0d528-6c8a-40b9-b73c-e9701997710f,77f6e1f4-7a20-4c6d-8e94-b5270c634d07,YOUTUBE,youtube_9192,150285,True,2025-07-15,2025-06-17,1,PASSED,
4f50aa74-835e-4fad-a8c3-959fa5ef4d99,16a868a3-303d-4cdc-8772-077b9e59affb,YOUTUBE,youtube_1584,771843,True,2025-07-22,2025-09-17,2,PASSED,
8ceff0a1-6811-48a0-8c18-964897ba2481,1e32ada0-ed68-42f0-a9b3-1a2ac7955e5e,X,x_7411,306509,True,2025-12-18,2025-11-12,2,PASSED,
49ec8e5d-5e16-409b-a35a-8aeac98c296e,2741ac32-87fb-419d-baa8-ea9a4a13559f,YOUTUBE,youtube_8178,814296,True,2025-04-14,2025-07-17,2,PASSED,
f12e2ad7-77e1-4f42-819c-e61956231580,356cc07a-a2e7-4fc0-8860-2439157cdb33,X,x_7421,343286,True,2025-12-21,2025-03-21,2,PASSED,
c98148cb-9052-4c86-840e-434d0961fce0,7bf92559-a507-49cf-aad4-e7daae737a16,YOUTUBE,youtube_8942,924534,True,2025-01-12,2025-11-15,2,PASSED,
3606bc1e-30aa-471d-8746-0cdbfbcf04a3,f8c35247-d8df-4da3-96e1-cb8d7849b745,X,x_5406,565417,True,2025-08-10,2025-11-01,2,PASSED,
952e9c60-1512-43f2-8bb3-f0d3f79def93,d4e17616-fd6f-4d6d-8420-eac53627f6d2,INSTAGRAM,instagram_7222,383053,True,2025-03-30,2025-11-13,3,PASSED,
15bbd67a-8d2f-4c04-b91e-d9c7441418ac,3380224a-6504-4225-bbd4-3d160005013b,YOUTUBE,youtube_2371,55361,True,2025-03-02,2025-09-30,1,PASSED,
a26ed6dd-5908-4c62-a4fd-c52644e83fce,58de9b0d-4a6b-4f47-b964-6d870f7ac9b2,YOUTUBE,youtube_5945,518699,True,2025-04-22,2025-10-18,1,PASSED,
89938652-6a02-4a19-a2b1-c9884d5e5cb5,810c6905-187d-43eb-93ec-7454b507570a,YOUTUBE,youtube_6688,525447,True,2025-11-07,2025-12-22,2,PASSED,
54c19a87-30e5-468e-bd30-d831e9f7b6b5,c0ea83a5-f861-48b0-aaf1-03be0f1193f4,INSTAGRAM,instagram_7615,693118,True,2025-03-18,2025-07-07,3,PASSED,
41d73acc-4bd4-4fd5-bdef-fcbaa00db5ba,5bf27cab-4c7f-4cb0-b1ca-2b0c90393976,YOUTUBE,youtube_3911,691098,True,2025-12-22,2025-07-30,3,PASSED,
fef997e5-5d19-47e1-98df-3586c741338d,c5301036-484f-46c3-8abb-860e0832aa03,X,x_8535,201970,True,2025-01-08,2025-03-28,3,PASSED,
c856e7b1-9516-492b-9d7d-b032e55e84a3,d893f3d3-c7b3-479b-989a-0f8bcf7cfc91,X,x_2227,514649,True,2025-02-28,2025-05-19,1,PASSED,
8dbbe223-2195-4b03-9e0e-d99bb0b23c3a,4f248cfa-e7b4-4eb3-af64-debb7d905e5b,INSTAGRAM,instagram_2844,114095,True,2025-09-07,2025-06-30,2,PASSED,
ba961f80-ffed-4b63-8259-59239e55fb66,de1efa9f-53b0-43f2-a5e2-463edf2f22e0,INSTAGRAM,instagram_2759,174580,True,2025-05-30,2025-07-01,1,PASSED,
c7d57016-e48e-45ad-8f38-1b4aed56279e,b373675a-13d7-473d-872f-1c1cb844f292,X,x_5405,109764,True,2025-12-01,2025-04-14,2,PASSED,
f72ee4b5-88ba-4a12-a895-e6463f3d0ffc,ef65f9b2-2189-4c94-b220-b608a67f7b81,INSTAGRAM,instagram_2751,993051,True,2025-06-05,2025-10-02,3,PASSED,
2e7e60be-1a16-4981-a575-aed18f2754e0,f9de050a-6432-4348-9137-6d7ca7ae3062,INSTAGRAM,instagram_9765,816514,True,2025-04-09,2025-02-11,3,PASSED,
4e12a1e0-327c-4cea-a871-fe1eb99d6433,214b8b68-11f7-49ea-ad16-df03fa519e2f,INSTAGRAM,instagram_3984,764103,True,2025-01-03,2025-07-15,2,PASSED,
1e84fa31-33aa-4a4e-810e-78229c21d721,6cfb2bc7-e230-48e0-9b1f-9d5fa8631c87,YOUTUBE,youtube_8850,658405,True,2025-09-25,2025-12-19,3,PASSED,
0106e45c-196b-4280-a7d6-13e9400394a6,578a7055-af2c-4026-ac7f-1f7e22a5a42e,X,x_8408,291051,True,2025-04-14,2025-12-17,2,PASSED,
5df11604-ed12-425d-849b-5193c5f3852b,6e204c5e-e0ff-4bea-9dc3-5365ff4aa5c8,INSTAGRAM,instagram_1867,424973,True,2025-12-30,2025-03-22,3,PASSED,
b5e8f8ce-ac93-4f72-9ef9-43009e4529d7,bd571f48-1aa2-4c01-b111-f3de7421b457,X,x_3153,54490,True,2025-11-27,2025-01-19,2,PASSED,
b57b63e4-91e6-4aad-ba83-159046b4c04d,5211537b-237d-40e2-ad11-eb107be9977b,YOUTUBE,youtube_3074,435695,True,2025-11-12,2025-10-06,3,PASSED,
749f96f0-3d86-4cae-9e05-ef86cd08c57b,88919ca0-1b5c-4596-8e8c-05ccbbbd8cfb,YOUTUBE,youtube_9959,355211,True,2025-02-17,2025-09-23,3,PASSED,
1af568b6-bec3-4ba0-8818-2d8e95c08804,bba5d49e-8863-4d1c-a83c-44b0fbc276dd,X,x_2584,883407,True,2025-03-10,2025-10-21,3,PASSED,
1048cb5c-59a7-4c84-88bb-f626b73788b2,53449431-6c7a-40d4-a5c6-06d850284900,YOUTUBE,youtube_8242,153158,True,2025-07-06,2025-02-23,3,PASSED,
fae2a8d2-5f7b-4aaf-92de-42918363d3c5,787cd621-4576-433f-a37b-60a84a58ac43,X,x_7722,62333,True,2025-04-25,2025-08-02,3,PASSED,
61c86b8d-0b60-49c2-ad6c-4d51c41069de,2c774c86-ea4c-4778-bc00-eca3cf77e9e3,X,x_5895,64752,True,2025-02-23,2025-08-10,3,PASSED,
e8392f76-5a28-4584-8be9-b81a7b68b950,07096c9d-45cb-4b59-8eef-972c5c896f24,INSTAGRAM,instagram_9375,951400,True,2025-03-22,2025-10-13,2,PASSED,
43303d59-1ef6-4b83-aa74-6fb76e242b84,2f240fdc-8bd9-4318-915a-1af858eebc51,INSTAGRAM,instagram_8426,198224,True,2025-08-29,2025-07-06,3,PASSED,
8f9346de-6570-46c9-86bb-a2060c9113d8,65bf5046-65aa-41e3-9ffb-1820707d116b,YOUTUBE,youtube_7873,346454,True,2025-10-08,2025-04-24,2,PASSED,
fd409d2d-c3d6-489b-8a22-fe256129d7ea,06d4998e-bc5a-4423-a23b-59a9045abcb3,X,x_3163,799499,True,2025-06-11,2025-10-18,3,PASSED,
dfeac3c9-fe29-4758-adfb-b17c5f0cf685,50f84457-fb59-4d62-b710-ced72f160e1c,YOUTUBE,youtube_5122,848207,True,2025-12-16,2025-11-15,1,PASSED,
07ada1a2-e412-44c3-8e99-2a3486e63198,28a55c52-11ce-4806-aeab-6690cde7414f,X,x_5552,373647,True,2025-01-10,2025-03-02,3,PASSED,
c9313f5a-ca0f-4e83-b5d9-b844d0887764,598e667f-f0a6-484f-9e0d-baa208870c54,X,x_3296,853350,True,2025-02-28,2025-11-28,1,PASSED,
43644390-581c-492d-a851-0157572650c1,ebbf8db9-01cf-427e-b7a1-a78ded40dd53,YOUTUBE,youtube_5631,870472,True,2025-03-06,2025-06-01,2,PASSED,
730cf4a3-d911-4ee3-8c96-1f3010bd7ceb,075f9070-14d2-465d-b4bb-75a642d0c76e,YOUTUBE,youtube_8762,274167,True,2025-01-27,2025-03-14,2,PASSED,
cd63579a-6da4-4cf9-9e75-b1d5ec8ccf01,7092dcd6-71f4-4e3c-ba36-83c7afe4b27f,INSTAGRAM,instagram_8369,225707,True,2025-01-12,2025-06-16,1,PASSED,
1a5cc2a7-ba59-44ba-932b-61ab97513370,7ae93e53-a178-47fb-ad5f-cbc716dd595b,INSTAGRAM,instagram_8815,71076,True,2025-05-24,2025-12-24,2,PASSED,
a28b8d83-030f-4623-9756-99e6c087800d,5c41fcad-6253-4ee0-a559-f1aeca71dad4,X,x_9947,305412,True,2025-09-11,2025-03-28,2,PASSED,
d94a7975-e034-4e58-8039-62c42f37bb8e,f2bf78f4-4713-4766-9469-da506e5db99b,YOUTUBE,youtube_8491,485390,True,2025-08-27,2025-11-19,3,PASSED,
6dad3bcc-ab03-4708-bce5-56182c7432fe,0f482c67-1be7-4743-b2d8-8ce87c1a5b8f,YOUTUBE,youtube_6814,423551,True,2025-04-02,2025-12-22,3,PASSED,
09963383-5f08-4693-b5c5-7c0ce2310d86,c4a470e4-1c7f-4a33-8875-71ece3ec4510,INSTAGRAM,instagram_7308,744178,True,2025-06-29,2025-05-30,2,PASSED,
2fe8c4c6-b7d9-479a-9bb8-737ec0a5bd05,1eacb5a0-5b52-4052-b36e-c09a786d19c2,YOUTUBE,youtube_8088,348713,True,2025-07-08,2025-07-21,1,PASSED,
55e3899f-ab50-41b3-90d4-d02d2185f684,5bf7aa67-d9cd-40a0-b378-6fd35912d9de,X,x_2850,154580,True,2025-03-17,2025-10-27,3,PASSED,
083e5503-99fd-4515-b4dc-1acfc55435d0,575f03d2-9c35-4c25-b74f-e9d214386412,YOUTUBE,youtube_4991,303219,True,2025-10-16,2025-05-11,2,PASSED,
20677bfb-a6b2-4317-9ce9-21d441213d08,6836b37a-9b7c-48d5-94b0-eedd71616ac0,INSTAGRAM,instagram_6962,31767,True,2025-12-21,2025-08-17,1,PASSED,
4301547e-f5e3-43dd-8fe3-d32e556063c3,7f8752cd-377e-408b-adc8-88ea1072d16f,X,x_8995,199691,True,2025-12-28,2025-10-30,2,PASSED,
e0b9b668-8541-4630-91f1-1023ee8021d1,cdfe35a0-6eaf-48d2-8921-4a18a917c23d,INSTAGRAM,instagram_6855,178906,True,2025-09-02,2025-11-10,1,PASSED,
35804a48-44d8-4ddc-b655-a7a2f87e7ede,6349eb43-aae4-4a3f-b1ef-78747d22ec28,INSTAGRAM,instagram_8075,237161,True,2025-02-10,2025-09-15,1,PASSED,
8f4f81b0-4158-407a-9570-cb7398c55683,89dcb07b-9b82-4a2b-9e30-8c618a0d0e98,INSTAGRAM,instagram_1257,872404,True,2025-10-10,2025-05-09,2,PASSED,
ce25bb16-be5d-4842-a646-d829145b91a2,3d2b4647-e8df-4641-ac91-a3667baa05f0,INSTAGRAM,instagram_7732,433825,True,2025-07-15,2025-05-09,1,PASSED,
fb0c4979-49fc-4540-b61d-f8f291a0a557,091aa7d8-c1f4-4ebf-9660-9a8f9d0a7957,X,x_8387,235370,True,2025-05-02,2025-03-08,2,PASSED,
1d5213b8-bff7-4f89-9da0-ae52d5d5025c,e5737232-cb38-4acb-8317-acb516e19739,YOUTUBE,youtube_4325,3401,True,2025-03-17,2025-05-07,1,PASSED,
ec3b853f-8f6f-4d4c-ac12-394296b219ee,adb5c42f-bee8-46e7-ade5-8fdd04d02702,YOUTUBE,youtube_5587,9447,True,2025-01-04,2025-05-29,3,PASSED,
853a74e1-55e8-4f6e-9a9a-868e2f719495,277d7aa6-6ba8-44b6-92d6-886731f6f7ef,YOUTUBE,youtube_9553,876323,True,2025-03-20,2025-01-01,3,PASSED,
7889fd3e-ba2b-4ed3-892e-0a8d70aa7533,4e46e581-febe-4616-be8b-e4670baacc70,YOUTUBE,youtube_3644,867026,True,2025-08-20,2025-03-10,1,PASSED,
