identity_check_id,issuer_id,provider,status,level,alias_confidence,opted_in,initiated_at,completed_at,failure_reason,raw_response
e8a4958d-a639-4b0b-acdc-c4b9a7f9deab,d000c22a-bb6b-4dab-93ee-56dc79c68aaf,Persona,PASSED,basic,71.1,True,2025-05-14,2025-08-23,,
6862ad51-453e-4e63-8470-ed5f4a141d9e,ac3242d2-290b-4a00-9490-0ff80ce2f109,Persona,PASSED,basic,88.37,True,2025-10-24,2025-04-07,,
e932d783-701a-461f-bbbf-1142e7f41395,916e4622-a5b3-490b-80bc-626f879e73d2,Persona,PASSED,basic,99.67,True,2025-11-25,2025-12-28,,
08ec3313-7662-40ea-994d-78724878ef5b,1bbe744f-6034-440c-a71e-e0e586f7fb4c,Persona,PASSED,basic,80.35,True,2025-04-27,2025-11-10,,
b19f6fac-139c-431b-95ae-e7cd1e169154,e033eebe-6ad7-49a0-85b5-3eccefb15a4e,Persona,PASSED,basic,74.95,True,2025-06-03,2025-06-27,,
b38d03d9-cc77-41b4-96cd-98ef50867c8c,76b88e24-e0aa-41f4-8b1c-20e93de664bd,Persona,PASSED,basic,83.63,True,2025-08-13,2025-11-09,,
c02fe78e-7e21-4c5e-9ab5-645b807d57c4,5d14ea89-31dc-4046-9841-0afab8db69cc,Persona,PASSED,basic,97.94,True,2025-08-13,2025-03-07,,
35e3c052-3f08-4b86-9b8a-0d8d88dd3de2,4bc6e72a-aa27-42e1-8930-697e22505263,Persona,PASSED,basic,93.14,True,2025-03-14,2025-12-28,,
6dc6862c-29bc-489e-963d-289c38b7adfc,a2795f07-de58-4fdd-9f3e-c246315cba66,Persona,PASSED,basic,87.36,True,2025-03-30,2025-10-02,,
5cf03439-b21a-491e-8131-adf005a2c359,9e9cf675-32fb-4649-a9f0-adae7d298ba9,Persona,PASSED,basic,77.15,True,2025-12-26,2025-10-31,,
f972304c-2ddc-4e2e-83c8-4538a220b630,a9efc097-ee8b-49b4-b9ae-a44f95bb4525,Persona,PASSED,basic,75.63,True,2025-08-03,2025-10-31,,
4d400016-96ab-48b5-a005-c98e86040cb2,bd5dadb2-3ce6-4757-8cb9-2d4767c03ed4,Persona,PASSED,basic,78.53,True,2025-05-29,2025-04-12,,
3f15fe63-aab9-4f8d-9e32-0083319e54c6,3c0887d0-48d7-48af-ae6e-237b288f4f4e,Persona,PASSED,basic,87.23,True,2025-11-24,2025-08-13,,
930af360-6097-4fa2-ba7f-2d21cecfe4ed,27b5a460-4702-42d8-a3f4-460e12c4fcf2,Persona,PASSED,basic,73.87,True,2025-03-06,2025-02-02,,
57fe0c59-d63a-40a3-abc2-5350170248b4,9f80d010-8e02-437b-851c-20eee94e3aec,Persona,PASSED,basic,76.26,True,2025-02-14,2025-05-21,,
ece27b32-3785-493d-8b77-9df5992756aa,8f84cc1e-a4a6-4e70-95fd-8b406157bfd8,Persona,PASSED,basic,95.54,True,2025-05-06,2025-03-01,,
c2964708-e6f1-41a9-99d5-e1469f3763b0,51d3de30-71cc-4a33-9737-5db948a43287,Persona,PASSED,basic,95.23,True,2025-06-22,2025-03-12,,
9d6089c4-0857-4b63-8eee-fa3eb2ac0e53,a8fdc3f2-de29-4ccd-81e7-2cf9660eb4ca,Persona,PASSED,basic,94.41,True,2025-12-26,2025-09-26,,
2834862b-e7d0-457f-9f60-d73c9d383747,05c833ae-9c4d-495f-a743-c23cde6e0d83,Persona,PASSED,basic,84.65,True,2025-03-06,2025-01-07,,
357e17f4-a65d-41eb-8704-80d5932bdaaa,ad10c260-9f2b-4185-baff-43c6bf249811,Persona,PASSED,basic,74.39,True,2025-08-19,2025-10-31,,
092a53c1-5abe-412c-9752-6559f9cedf19,306c0460-50d8-4e44-8f18-ff53b172af29,Persona,PASSED,basic,81.29,True,2025-12-04,2025-08-31,,
3770f76e-dbed-4d1e-bbe7-b2fb8e35094a,a58bbe00-2ae2-4b05-ac1d-f63eb33efc75,Persona,PASSED,basic,93.79,True,2025-05-23,2025-04-13,,
45946100-0ee7-459f-9809-e32c7d00c96e,3be52f7f-9490-46a2-9372-757fe9f0d896,Persona,PASSED,basic,94.41,True,2025-05-14,2025-02-28,,
2ed542b2-f51e-44d8-bdfd-820460105545,34668230-bc49-4101-85f5-2682da581b37,Persona,PASSED,basic,78.99,True,2025-02-21,2025-11-02,,
67536743-a787-4d7d-8122-35ccbda245f1,77fe4551-d393-4ac5-8e50-c519b2c9c3a3,Persona,PASSED,basic,96.38,True,2025-11-25,2025-05-28,,
e4917dc3-b580-466f-98da-3e3df8f292b0,70d79419-0cb9-4ca1-86ae-ad0a2191e387,Persona,PASSED,basic,82.02,True,2025-03-29,2025-04-27,,
6f681f7a-7631-4286-878f-28cc4ef8f072,78ae857d-0ad1-4179-9261-9c0eef2c7f98,Persona,PASSED,basic,82.64,True,2025-04-30,2025-11-07,,
4eebac04-4828-4362-a780-e59969c6ba94,2b0aa866-97fd-4726-a566-75adbc0bfcc0,Persona,PASSED,basic,82.66,True,2025-04-16,2025-08-22,,
5918c922-05c7-45ab-83fd-81c5bfd57221,418b373f-5120-4696-81af-3d7329e4e206,Persona,PASSED,basic,70.65,True,2025-10-18,2025-12-05,,
41480787-803a-4bf4-8598-58f9f6e27fb6,838c8d64-0408-4cae-9b55-7e4b19473d65,Persona,PASSED,basic,92.96,True,2025-04-21,2025-08-15,,
7caaa0e5-1696-427f-aee8-0c54d7b18902,65d9fd2b-bff9-4087-af54-00435b4192d9,Persona,PASSED,basic,94.26,True,2025-01-17,2025-07-28,,
b6a8287c-ec2e-451e-a5af-1f572be36c44,a4593520-a947-419f-87af-2b0214ec0c3f,Persona,PASSED,basic,82.17,True,2025-09-18,2025-04-12,,
6d9ee92b-e597-4918-b238-e6aa4b190bb2,e8faf80e-2d79-40a0-8882-922c7c2d6c6c,Persona,PASSED,basic,97.36,True,2025-04-27,2025-10-24,,
68782597-dfb8-4574-8275-d5096803afaf,ec280a6f-5370-4867-a414-9035e038c360,Persona,PASSED,basic,75.22,True,2025-05-27,2025-04-15,,
c86a9c5a-5267-4620-b8db-56d5bfa0d5f6,68d3e8a9-3370-4ce5-ba8f-35ec8b4a1398,Persona,PASSED,basic,98.21,True,2025-05-01,2025-09-08,,
5e37bad5-55fa-4d85-9a84-0c6cf942452c,86cda1db-ed26-4ddd-9afd-fdd844f14c8c,Persona,PASSED,basic,72.62,True,2025-02-16,2025-09-08,,
1a41eaa4-f0d2-4512-9df7-0907fbd2529e,d1664d62-663d-4b1a-a071-d6dfbd4eb758,Persona,PASSED,basic,73.36,True,2025-09-23,2025-07-11,,
cc87c0bc-b807-4b99-a1e1-5257f9a29035,50cc68d3-71f1-49ca-9ec3-4dbc97194b76,Persona,PASSED,basic,78.48,True,2025-06-21,2025-09-13,,
f61bb22d-dbb2-4408-95d4-c5aebfd5fdfc,7efd8050-726c-48f2-911a-ff0ae7e9db0c,Persona,PASSED,basic,92.33,True,2025-03-13,2025-04-25,,
003d94fa-ec7e-4a5a-b235-f55a2cb3070c,77f6e1f4-7a20-4c6d-8e94-b5270c634d07,Persona,PASSED,basic,72.45,True,2025-08-31,2025-04-21,,
e31073c6-b46c-45fd-9b23-450265d5a330,16a868a3-303d-4cdc-8772-077b9e59affb,Persona,PASSED,basic,74.92,True,2025-06-21,2025-07-09,,
9a515f06-07aa-4953-8e82-cd6b5a8916b1,1e32ada0-ed68-42f0-a9b3-1a2ac7955e5e,Persona,PASSED,basic,97.63,True,2025-04-04,2025-05-23,,
67796432-9fdd-45ce-8636-6c5bab11675c,2741ac32-87fb-419d-baa8-ea9a4a13559f,Persona,PASSED,basic,94.49,True,2025-12-24,2025-11-18,,
76b5306a-e20e-4390-b9bd-1fc0c2c49fae,356cc07a-a2e7-4fc0-8860-2439157cdb33,Persona,PASSED,basic,94.99,True,2025-05-11,2025-05-10,,
f33f6504-9e6d-4c89-9510-21c14a6e2867,7bf92559-a507-49cf-aad4-e7daae737a16,Persona,PASSED,basic,73.86,True,2025-05-06,2025-04-22,,
e1975c24-a90a-4cf0-820d-e1aab0c02814,f8c35247-d8df-4da3-96e1-cb8d7849b745,Persona,PASSED,basic,78.62,True,2025-02-01,2025-01-01,,
7368ee8f-24c1-4ae0-b315-0e299216f3d9,d4e17616-fd6f-4d6d-8420-eac53627f6d2,Persona,PASSED,basic,75.02,True,2025-01-14,2025-05-12,,
052c3392-39ed-4a0b-a250-75c4619fe1d7,3380224a-6504-4225-bbd4-3d160005013b,Persona,PASSED,basic,76.18,True,2025-08-11,2025-08-14,,
b172c4eb-5fec-4009-9b27-06c08b7838f4,58de9b0d-4a6b-4f47-b964-6d870f7ac9b2,Persona,PASSED,basic,71.6,True,2025-12-04,2025-06-25,,
d7bd714f-9381-4e44-b544-da2c2500cb3d,810c6905-187d-43eb-93ec-7454b507570a,Persona,PASSED,basic,99.68,True,2025-12-21,2025-10-13,,
52d5cf83-2af2-4a79-9357-3f40d5722c78,c0ea83a5-f861-48b0-aaf1-03be0f1193f4,Persona,PASSED,basic,93.91,True,2025-05-08,2025-09-10,,
30fd0744-6412-42ef-9f0f-606ab86c15bd,5bf27cab-4c7f-4cb0-b1ca-2b0c90393976,Persona,PASSED,basic,78.91,True,2025-06-27,2025-02-23,,
1db35813-7e6a-466c-afec-7541ec6bd04e,c5301036-484f-46c3-8abb-860e0832aa03,Persona,PASSED,basic,77.97,True,2025-04-18,2025-11-03,,
cf588ce1-ff56-4b5c-bed3-3854aec08ca8,d893f3d3-c7b3-479b-989a-0f8bcf7cfc91,Persona,PASSED,basic,74.62,True,2025-03-05,2025-09-11,,
5f95bcfe-79db-4061-b0cf-ddcbe882ac94,4f248cfa-e7b4-4eb3-af64-debb7d905e5b,Persona,PASSED,basic,78.63,True,2025-03-30,2025-07-13,,
0b506090-9bee-4b9a-9ce6-7ef105b09875,de1efa9f-53b0-43f2-a5e2-463edf2f22e0,Persona,PASSED,basic,76.42,True,2025-07-02,2025-07-03,,
eb6a1630-166b-4fde-9883-b169c25017e6,b373675a-13d7-473d-872f-1c1cb844f292,Persona,PASSED,basic,74.56,True,2025-08-14,2025-07-11,,
0a31840b-ab2e-46db-9114-fa20cc5360af,ef65f9b2-2189-4c94-b220-b608a67f7b81,Persona,PASSED,basic,74.94,True,2025-05-24,2025-09-22,,
61427dde-dc52-4240-b1fd-926640c167bb,f9de050a-6432-4348-9137-6d7ca7ae3062,Persona,PASSED,basic,97.11,True,2025-11-02,2025-03-09,,
182ebd01-badc-40c6-9f25-d7d511760589,214b8b68-11f7-49ea-ad16-df03fa519e2f,Persona,PASSED,basic,87.2,True,2025-09-30,2025-05-01,,
b2f0ef32-9479-4ffb-b59e-e19089916e10,6cfb2bc7-e230-48e0-9b1f-9d5fa8631c87,Persona,PASSED,basic,81.56,True,2025-05-05,2025-01-01,,
cb37d331-e59a-4b75-9582-21b36cf0795e,578a7055-af2c-4026-ac7f-1f7e22a5a42e,Persona,PASSED,basic,76.53,True,2025-04-07,2025-02-06,,
41e1f2e2-64a1-49e5-89c8-370d9d65ca9e,6e204c5e-e0ff-4bea-9dc3-5365ff4aa5c8,Persona,PASSED,basic,81.79,True,2025-10-24,2025-12-24,,
c3f0af38-4a03-48da-99c6-165d132e3275,bd571f48-1aa2-4c01-b111-f3de7421b457,Persona,PASSED,basic,78.19,True,2025-02-17,2025-11-28,,
d953910c-6f0a-4ded-a140-caee1aaf2cf0,5211537b-237d-40e2-ad11-eb107be9977b,Persona,PASSED,basic,72.21,True,2025-12-25,2025-06-28,,
b622da50-7d52-4e96-9931-fb7ca5366ab5,88919ca0-1b5c-4596-8e8c-05ccbbbd8cfb,Persona,PASSED,basic,70.56,True,2025-10-01,2025-10-23,,
d046a90f-a0c7-444b-9837-592dba7ffd17,bba5d49e-8863-4d1c-a83c-44b0fbc276dd,Persona,PASSED,basic,94.36,True,2025-07-28,2025-02-04,,
186907d7-bc96-449f-ba61-e96ea4787fbb,53449431-6c7a-40d4-a5c6-06d850284900,Persona,PASSED,basic,97.17,True,2025-01-21,2025-02-13,,
0e6b14eb-6972-403c-b2a1-333249dd1e23,787cd621-4576-433f-a37b-60a84a58ac43,Persona,PASSED,basic,86.66,True,2025-01-25,2025-04-07,,
49ee70eb-fcdd-4b26-a9b3-114c5516562f,2c774c86-ea4c-4778-bc00-eca3cf77e9e3,Persona,PASSED,basic,86.65,True,2025-07-13,2025-10-13,,
bedacf97-b93f-4555-ba14-202fe585ebba,07096c9d-45cb-4b59-8eef-972c5c896f24,Persona,PASSED,basic,84.79,True,2025-03-18,2025-04-22,,
5813c9ee-35a2-4604-9dde-a214342f6baa,2f240fdc-8bd9-4318-915a-1af858eebc51,Persona,PASSED,basic,71.37,True,2025-04-06,2025-05-28,,
e55702bc-5a9e-44de-965b-6c2dddffe824,65bf5046-65aa-41e3-9ffb-1820707d116b,Persona,PASSED,basic,73.88,True,2025-05-28,2025-10-05,,
005d813e-a970-4e7c-9ec0-205d8c2510a6,06d4998e-bc5a-4423-a23b-59a9045abcb3,Persona,PASSED,basic,76.73,True,2025-03-02,2025-08-19,,
b56067df-8de8-47b3-9c24-601285ef12cd,50f84457-fb59-4d62-b710-ced72f160e1c,Persona,PASSED,basic,91.36,True,2025-10-05,2025-02-02,,
aa44d31f-5c8f-49a4-916a-1be106b0b6c2,28a55c52-11ce-4806-aeab-6690cde7414f,Persona,PASSED,basic,80.22,True,2025-06-11,2025-06-13,,
917d2049-c749-406f-bd39-1ad38e5a6196,598e667f-f0a6-484f-9e0d-baa208870c54,Persona,PASSED,basic,97.17,True,2025-11-26,2025-09-13,,
ed9531df-81f8-4023-b09a-f962b21c2af6,ebbf8db9-01cf-427e-b7a1-a78ded40dd53,Persona,PASSED,basic,86.7,True,2025-04-20,2025-09-28,,
3c300770-e154-4314-81e2-3e0de018f26e,075f9070-14d2-465d-b4bb-75a642d0c76e,Persona,PASSED,basic,70.24,True,2025-08-26,2025-04-05,,
5b33c3eb-6eb7-427e-9272-a4c317e81c6b,7092dcd6-71f4-4e3c-ba36-83c7afe4b27f,Persona,PASSED,basic,89.82,True,2025-09-23,2025-12-12,,
b0b91df2-ce1f-4644-b8d8-9e6f43fa327e,7ae93e53-a178-47fb-ad5f-cbc716dd595b,Persona,PASSED,basic,95.97,True,2025-11-09,2025-08-12,,
b3e60890-8232-45e7-a04f-2661878ea788,5c41fcad-6253-4ee0-a559-f1aeca71dad4,Persona,PASSED,basic,95.49,True,2025-10-31,2025-10-27,,
b3af8d6f-dd2a-456a-90f0-c98c750ae5f8,f2bf78f4-4713-4766-9469-da506e5db99b,Persona,PASSED,basic,98.51,True,2025-01-29,2025-01-15,,
d0d30452-db6b-4037-b74a-bd0f11dab096,0f482c67-1be7-4743-b2d8-8ce87c1a5b8f,Persona,PASSED,basic,78.86,True,2025-12-04,2025-08-27,,
ae0a0f77-41d9-4387-8ad8-3454ccca3b23,c4a470e4-1c7f-4a33-8875-71ece3ec4510,Persona,PASSED,basic,79.5,True,2025-11-27,2025-12-04,,
7965a83d-3849-493a-8078-28aa9d80e6a2,1eacb5a0-5b52-4052-b36e-c09a786d19c2,Persona,PASSED,basic,88.4,True,2025-02-10,2025-08-04,,
914c5752-1c45-4bab-9b78-c734301ab545,5bf7aa67-d9cd-40a0-b378-6fd35912d9de,Persona,PASSED,basic,77.59,True,2025-05-29,2025-01-31,,
95d33a24-5912-4655-ba73-dc02e35b8f03,575f03d2-9c35-4c25-b74f-e9d214386412,Persona,PASSED,basic,84.21,True,2025-01-11,2025-11-01,,
f51e2d08-3b9b-4e50-ba70-197cc04dcfed,6836b37a-9b7c-48d5-94b0-eedd71616ac0,Persona,PASSED,basic,96.06,True,2025-02-10,2025-07-06,,
af9f1d7d-d4e0-46a3-b256-8b84da1376c4,7f8752cd-377e-408b-adc8-88ea1072d16f,Persona,PASSED,basic,72.01,True,2025-03-06,2025-10-17,,
173736f8-64af-4b07-9397-3149ac74a03b,cdfe35a0-6eaf-48d2-8921-4a18a917c23d,Persona,PASSED,basic,87.53,True,2025-10-23,2025-03-31,,
748013bb-58a5-48c8-8e7a-88a2e6dded92,6349eb43-aae4-4a3f-b1ef-78747d22ec28,Persona,PASSED,basic,82.11,True,2025-07-30,2025-03-13,,
d7bacf67-5215-4e1d-9af9-782021d70d7e,89dcb07b-9b82-4a2b-9e30-8c618a0d0e98,Persona,PASSED,basic,80.29,True,2025-05-03,2025-02-12,,
1dcf521f-9e44-40d0-a641-5562b9f2b36f,3d2b4647-e8df-4641-ac91-a3667baa05f0,Persona,PASSED,basic,96.37,True,2025-09-08,2025-05-05,,
5b699b2a-2eef-4c79-abcf-9ddfec969df0,091aa7d8-c1f4-4ebf-9660-9a8f9d0a7957,Persona,PASSED,basic,88.45,True,2025-09-22,2025-09-07,,
1b1ce175-0d7a-4dc2-9c0d-c72c49b9668f,e5737232-cb38-4acb-8317-acb516e19739,Persona,PASSED,basic,88.34,True,2025-10-08,2025-04-18,,
b09ccc99-cff7-4973-816f-c483daf5b6e2,adb5c42f-bee8-46e7-ade5-8fdd04d02702,Persona,PASSED,basic,70.11,True,2025-08-07,2025-03-29,,
210735b4-52a7-4405-8b92-58f0e6bdc14a,277d7aa6-6ba8-44b6-92d6-886731f6f7ef,Persona,PASSED,basic,87.04,True,2025-06-11,2025-02-12,,
33d65dc5-6b5f-4793-8280-81aa0ee24af8,4e46e581-febe-4616-be8b-e4670baacc70,Persona,PASSED,basic,80.25,True,2025-11-13,2025-03-21,,
f1db200f-fb1f-49c2-9060-3573b57b6414,701ce3b3-0491-4bb6-bbe1-6e2c15d3574e,Persona,PASSED,basic,88.18,True,2025-12-20,2025-01-30,,
af8b9179-575d-4f54-b525-a2b8bd5c830e,366fd3dd-1099-44ef-97f1-8f1591976ba2,Persona,PASSED,basic,88.69,True,2025-05-16,2025-09-27,,
7351c785-e4a2-4b95-8744-07067ea9f22b,86ab1e17-4e52-4e16-8064-510845959ba4,Persona,PASSED,basic,75.43,True,2025-06-14,2025-11-13,,
70df85c2-071a-4d06-a792-2b28753c6ebf,a7b003bc-efed-4fbc-b0b5-c39d87986f4f,Persona,PASSED,basic,90.31,True,2025-12-19,2025-03-26,,
7455e288-8bf2-4a4d-899b-65a8bf71b621,2da175f4-7a72-4212-bfdc-ab2397d24af0,Persona,PASSED,basic,93.6,True,2025-07-10,2025-05-01,,
34fef387-b370-4714-9873-31a482ad45bf,dd6b1aa0-0389-4b7d-a86b-63ab5b7a36ad,Persona,PASSED,basic,77.53,True,2025-06-27,2025-01-31,,
bf74a50b-0260-4274-a028-5bcac6f36bf4,d2de152c-e992-4ede-9f46-475b4367f726,Persona,PASSED,basic,80.11,True,2025-02-20,2025-06-24,,
db546cf0-ab65-4307-9dd8-d0f5c48d188b,c68ee746-7c85-407e-a37d-05277cba579c,Persona,PASSED,basic,70.96,True,2025-01-08,2025-11-04,,
55fd0f4c-92ce-4bfa-8ff9-a3b360cd7fda,e6785cc7-caa3-4c7a-9842-966b5dcdfbe0,Persona,PASSED,basic,70.2,True,2025-09-26,2025-06-09,,
0be12744-840b-4646-945f-f7d86328900a,fe648e41-af9b-44b7-8524-ed1fc4606f28,Persona,PASSED,basic,92.86,True,2025-03-04,2025-01-11,,
