user_id,token_id,quantity,total_value
001d729e-faae-4821-a1a7-ca94ef582733,56,25,26.2742
001d729e-faae-4821-a1a7-ca94ef582733,57,37,57.291313
001d729e-faae-4821-a1a7-ca94ef582733,67,15,18.968535
001d729e-faae-4821-a1a7-ca94ef582733,69,38,42.405029
001d729e-faae-4821-a1a7-ca94ef582733,74,26,26.783081
001d729e-faae-4821-a1a7-ca94ef582733,81,39,52.416429
001d729e-faae-4821-a1a7-ca94ef582733,93,37,40.217631
001d729e-faae-4821-a1a7-ca94ef582733,95,40,55.31018
001d729e-faae-4821-a1a7-ca94ef582733,97,10,11.511215
001d729e-faae-4821-a1a7-ca94ef582733,99,41,49.646367
001d729e-faae-4821-a1a7-ca94ef582733,108,6,6.521571
001d729e-faae-4821-a1a7-ca94ef582733,127,32,35.920304
001d729e-faae-4821-a1a7-ca94ef582733,141,31,31.010695
001d729e-faae-4821-a1a7-ca94ef582733,145,19,24.701976
002c6055-dcf5-49cb-aa0c-3264f879afbe,9,36,39.872142
002c6055-dcf5-49cb-aa0c-3264f879afbe,10,5,6.079505
002c6055-dcf5-49cb-aa0c-3264f879afbe,12,12,18.433974
002c6055-dcf5-49cb-aa0c-3264f879afbe,33,8,9.687993
002c6055-dcf5-49cb-aa0c-3264f879afbe,35,36,40.683582
002c6055-dcf5-49cb-aa0c-3264f879afbe,42,10,12.804735
002c6055-dcf5-49cb-aa0c-3264f879afbe,46,43,49.51751
002c6055-dcf5-49cb-aa0c-3264f879afbe,47,34,58.259917
002c6055-dcf5-49cb-aa0c-3264f879afbe,50,48,53.88708
002c6055-dcf5-49cb-aa0c-3264f879afbe,51,78,96.366926
002c6055-dcf5-49cb-aa0c-3264f879afbe,53,63,67.829264
002c6055-dcf5-49cb-aa0c-3264f879afbe,62,10,10.966115
002c6055-dcf5-49cb-aa0c-3264f879afbe,66,39,45.816303
002c6055-dcf5-49cb-aa0c-3264f879afbe,73,18,27.706437
002c6055-dcf5-49cb-aa0c-3264f879afbe,88,38,41.609183
002c6055-dcf5-49cb-aa0c-3264f879afbe,93,16,16.266248
002c6055-dcf5-49cb-aa0c-3264f879afbe,95,46,59.585249
002c6055-dcf5-49cb-aa0c-3264f879afbe,97,38,44.915525
002c6055-dcf5-49cb-aa0c-3264f879afbe,104,13,20.72616
002c6055-dcf5-49cb-aa0c-3264f879afbe,110,7,7.506345
002c6055-dcf5-49cb-aa0c-3264f879afbe,116,9,11.234979
002c6055-dcf5-49cb-aa0c-3264f879afbe,117,20,25.47653
002c6055-dcf5-49cb-aa0c-3264f879afbe,120,46,61.992199
002c6055-dcf5-49cb-aa0c-3264f879afbe,121,27,41.82948
002c6055-dcf5-49cb-aa0c-3264f879afbe,124,7,7.321839
002c6055-dcf5-49cb-aa0c-3264f879afbe,127,41,66.827827
002c6055-dcf5-49cb-aa0c-3264f879afbe,134,31,34.482292
002c6055-dcf5-49cb-aa0c-3264f879afbe,135,15,24.395385
002c6055-dcf5-49cb-aa0c-3264f879afbe,145,48,73.099992
005f5b00-a957-4a50-8206-29ead6d04435,1,46,51.533869
005f5b00-a957-4a50-8206-29ead6d04435,8,45,56.43675
005f5b00-a957-4a50-8206-29ead6d04435,12,5,8.08453
005f5b00-a957-4a50-8206-29ead6d04435,13,22,23.011241
005f5b00-a957-4a50-8206-29ead6d04435,23,30,52.782765
005f5b00-a957-4a50-8206-29ead6d04435,27,42,42.128961
005f5b00-a957-4a50-8206-29ead6d04435,29,6,6.286833
005f5b00-a957-4a50-8206-29ead6d04435,30,17,20.819288
005f5b00-a957-4a50-8206-29ead6d04435,33,40,46.26474
005f5b00-a957-4a50-8206-29ead6d04435,34,1,1.141151
005f5b00-a957-4a50-8206-29ead6d04435,42,39,55.947918
005f5b00-a957-4a50-8206-29ead6d04435,43,37,38.16587
005f5b00-a957-4a50-8206-29ead6d04435,44,8,9.164076
005f5b00-a957-4a50-8206-29ead6d04435,47,47,62.314527
005f5b00-a957-4a50-8206-29ead6d04435,50,9,9.429318
005f5b00-a957-4a50-8206-29ead6d04435,52,16,21.315576
005f5b00-a957-4a50-8206-29ead6d04435,54,15,17.83107
005f5b00-a957-4a50-8206-29ead6d04435,55,42,58.598295
005f5b00-a957-4a50-8206-29ead6d04435,65,38,40.440645
005f5b00-a957-4a50-8206-29ead6d04435,67,26,41.338999
005f5b00-a957-4a50-8206-29ead6d04435,72,22,28.025195
005f5b00-a957-4a50-8206-29ead6d04435,86,49,60.82223
005f5b00-a957-4a50-8206-29ead6d04435,88,50,75.891675
005f5b00-a957-4a50-8206-29ead6d04435,95,43,68.22939
005f5b00-a957-4a50-8206-29ead6d04435,97,3,3.149799
005f5b00-a957-4a50-8206-29ead6d04435,102,46,65.057225
005f5b00-a957-4a50-8206-29ead6d04435,103,67,82.59411499999999
005f5b00-a957-4a50-8206-29ead6d04435,104,66,83.487521
005f5b00-a957-4a50-8206-29ead6d04435,107,38,44.090469
005f5b00-a957-4a50-8206-29ead6d04435,108,41,42.836021
005f5b00-a957-4a50-8206-29ead6d04435,110,1,1.273631
005f5b00-a957-4a50-8206-29ead6d04435,113,48,56.204376
005f5b00-a957-4a50-8206-29ead6d04435,127,10,11.772955
005f5b00-a957-4a50-8206-29ead6d04435,134,8,8.078108
005f5b00-a957-4a50-8206-29ead6d04435,135,22,37.286007
005f5b00-a957-4a50-8206-29ead6d04435,142,44,50.057326
005f5b00-a957-4a50-8206-29ead6d04435,143,26,29.807167
005f5b00-a957-4a50-8206-29ead6d04435,145,7,7.493327
005f5b00-a957-4a50-8206-29ead6d04435,148,26,26.568399
005f5b00-a957-4a50-8206-29ead6d04435,150,39,52.646061
00613889-1e48-4781-87ab-1e20057f9cb1,6,40,42.002610000000004
00613889-1e48-4781-87ab-1e20057f9cb1,8,41,42.65025
00613889-1e48-4781-87ab-1e20057f9cb1,13,41,52.984587
00613889-1e48-4781-87ab-1e20057f9cb1,16,3,4.464456
00613889-1e48-4781-87ab-1e20057f9cb1,23,51,89.704285
00613889-1e48-4781-87ab-1e20057f9cb1,24,38,42.646713
00613889-1e48-4781-87ab-1e20057f9cb1,33,57,73.906886
00613889-1e48-4781-87ab-1e20057f9cb1,38,6,7.792137
00613889-1e48-4781-87ab-1e20057f9cb1,42,17,21.923472
00613889-1e48-4781-87ab-1e20057f9cb1,50,31,38.187224
00613889-1e48-4781-87ab-1e20057f9cb1,53,111,125.630415
00613889-1e48-4781-87ab-1e20057f9cb1,60,7,8.395065
00613889-1e48-4781-87ab-1e20057f9cb1,64,17,17.99314
00613889-1e48-4781-87ab-1e20057f9cb1,66,50,66.532975
00613889-1e48-4781-87ab-1e20057f9cb1,70,26,35.523449
00613889-1e48-4781-87ab-1e20057f9cb1,72,2,2.601795
00613889-1e48-4781-87ab-1e20057f9cb1,73,84,99.142004
00613889-1e48-4781-87ab-1e20057f9cb1,81,43,49.21092
00613889-1e48-4781-87ab-1e20057f9cb1,88,19,19.898909
00613889-1e48-4781-87ab-1e20057f9cb1,95,17,23.85814
00613889-1e48-4781-87ab-1e20057f9cb1,96,53,64.021117
00613889-1e48-4781-87ab-1e20057f9cb1,103,38,42.438609
00613889-1e48-4781-87ab-1e20057f9cb1,104,50,65.490523
00613889-1e48-4781-87ab-1e20057f9cb1,111,43,56.627431
00613889-1e48-4781-87ab-1e20057f9cb1,117,29,36.405034
00613889-1e48-4781-87ab-1e20057f9cb1,120,17,17.134113
00613889-1e48-4781-87ab-1e20057f9cb1,121,12,13.281606
00613889-1e48-4781-87ab-1e20057f9cb1,142,26,29.475277
00613889-1e48-4781-87ab-1e20057f9cb1,148,48,58.961064
00b7a67b-e80e-4529-b7eb-985dbcb46b65,1,30,36.657465
00b7a67b-e80e-4529-b7eb-985dbcb46b65,7,2,2.165301
00b7a67b-e80e-4529-b7eb-985dbcb46b65,12,45,56.942865
00b7a67b-e80e-4529-b7eb-985dbcb46b65,16,28,29.860930000000003
00b7a67b-e80e-4529-b7eb-985dbcb46b65,22,50,59.972225
00b7a67b-e80e-4529-b7eb-985dbcb46b65,30,6,7.280571
00b7a67b-e80e-4529-b7eb-985dbcb46b65,33,18,25.519689
00b7a67b-e80e-4529-b7eb-985dbcb46b65,35,46,65.794743
00b7a67b-e80e-4529-b7eb-985dbcb46b65,42,20,25.53219
00b7a67b-e80e-4529-b7eb-985dbcb46b65,43,25,27.100475
00b7a67b-e80e-4529-b7eb-985dbcb46b65,45,32,51.210704
00b7a67b-e80e-4529-b7eb-985dbcb46b65,47,80,119.55908
00b7a67b-e80e-4529-b7eb-985dbcb46b65,52,36,43.584894
00b7a67b-e80e-4529-b7eb-985dbcb46b65,57,6,7.260699
00b7a67b-e80e-4529-b7eb-985dbcb46b65,58,34,45.606835
00b7a67b-e80e-4529-b7eb-985dbcb46b65,66,38,49.453333
00b7a67b-e80e-4529-b7eb-985dbcb46b65,67,9,10.357092
00b7a67b-e80e-4529-b7eb-985dbcb46b65,68,41,43.726213
00b7a67b-e80e-4529-b7eb-985dbcb46b65,70,28,31.699458
00b7a67b-e80e-4529-b7eb-985dbcb46b65,76,68,81.279234
00b7a67b-e80e-4529-b7eb-985dbcb46b65,82,1,1.146142
00b7a67b-e80e-4529-b7eb-985dbcb46b65,83,4,6.570802
00b7a67b-e80e-4529-b7eb-985dbcb46b65,88,40,66.72554
00b7a67b-e80e-4529-b7eb-985dbcb46b65,95,31,49.924446
00b7a67b-e80e-4529-b7eb-985dbcb46b65,102,21,29.074311
00b7a67b-e80e-4529-b7eb-985dbcb46b65,104,116,148.74544500000002
00b7a67b-e80e-4529-b7eb-985dbcb46b65,113,50,51.718675
00b7a67b-e80e-4529-b7eb-985dbcb46b65,116,47,47.521042
00b7a67b-e80e-4529-b7eb-985dbcb46b65,121,47,51.603979
00b7a67b-e80e-4529-b7eb-985dbcb46b65,127,41,45.778181
00b7a67b-e80e-4529-b7eb-985dbcb46b65,135,1,1.058351
00b7a67b-e80e-4529-b7eb-985dbcb46b65,142,43,57.169403
00b7a67b-e80e-4529-b7eb-985dbcb46b65,143,49,62.347935
00b7a67b-e80e-4529-b7eb-985dbcb46b65,145,24,37.686012
00b7a67b-e80e-4529-b7eb-985dbcb46b65,150,7,8.323098
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,9,25,28.25565
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,10,36,45.024786
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,11,19,20.799129
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,12,49,63.339948
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,14,52,71.513338
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,15,67,77.812254
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,19,18,20.863845
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,22,51,57.238220999999996
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,23,22,34.207503
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,24,48,51.870072
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,30,30,45.005775
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,31,32,36.574608
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,36,31,41.806228
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,46,50,66.069525
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,47,26,40.489839
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,50,22,25.764893
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,51,15,16.01085
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,54,8,12.537716
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,56,22,23.181257
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,66,75,87.756444
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,73,8,9.452956
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,74,26,26.378833
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,75,35,36.982715
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,83,99,138.33117299999998
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,85,17,20.144813
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,93,16,18.600863
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,95,42,62.803293
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,104,30,44.112915
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,110,24,33.566988
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,111,32,44.658096
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,116,17,28.208797
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,121,47,65.666708
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,122,9,10.016991
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,133,4,4.26703
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,135,29,36.419041
00b85233-c1d7-4110-9f0b-bcd2ec7b03e6,150,8,9.976988
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,2,27,28.930068
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,3,37,38.522439
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,6,47,49.013903
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,9,45,55.47006
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,16,48,61.083411999999996
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,23,14,21.971915
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,32,94,100.961157
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,35,4,6.461414
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,38,18,23.298993
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,39,22,25.754773
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,43,9,11.076831
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,45,50,71.086975
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,50,26,36.569351
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,52,43,50.530246
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,55,11,12.116742
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,57,23,23.717324
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,62,40,41.14954
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,67,3,3.958272
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,68,2,2.784093
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,70,44,45.821094
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,73,7,7.630637
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,75,7,8.119111
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,81,35,36.898995
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,83,78,111.000101
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,85,43,49.406995
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,91,47,52.725896
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,95,41,64.746626
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,96,34,39.323465
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,101,25,25.391575
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,104,7,9.259635
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,116,87,116.102337
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,123,6,6.629487
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,127,51,71.223348
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,134,32,34.477744
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,135,31,42.160589
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,139,47,50.842955
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,141,4,4.025898
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,143,1,1.126247
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,145,15,16.793195
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,146,29,29.412873
00ba07ed-7edd-45f8-95e9-d235dfa9a57c,148,56,59.729243000000004
00c34057-06d4-4c4d-9247-83e877e326c5,1,1,1.060812
00c34057-06d4-4c4d-9247-83e877e326c5,2,42,51.159129
00c34057-06d4-4c4d-9247-83e877e326c5,10,50,80.22545
00c34057-06d4-4c4d-9247-83e877e326c5,12,18,20.327807
00c34057-06d4-4c4d-9247-83e877e326c5,14,41,49.830252
00c34057-06d4-4c4d-9247-83e877e326c5,16,40,55.44358
00c34057-06d4-4c4d-9247-83e877e326c5,22,54,63.441660999999996
00c34057-06d4-4c4d-9247-83e877e326c5,33,48,76.884504
00c34057-06d4-4c4d-9247-83e877e326c5,36,7,11.081994
00c34057-06d4-4c4d-9247-83e877e326c5,42,44,64.129186
00c34057-06d4-4c4d-9247-83e877e326c5,46,39,46.53687
00c34057-06d4-4c4d-9247-83e877e326c5,47,45,45.707595
00c34057-06d4-4c4d-9247-83e877e326c5,50,12,13.073778
00c34057-06d4-4c4d-9247-83e877e326c5,54,35,45.69086
00c34057-06d4-4c4d-9247-83e877e326c5,66,28,37.42655
00c34057-06d4-4c4d-9247-83e877e326c5,68,37,40.298476
00c34057-06d4-4c4d-9247-83e877e326c5,70,52,67.36800199999999
00c34057-06d4-4c4d-9247-83e877e326c5,72,44,56.37423
00c34057-06d4-4c4d-9247-83e877e326c5,78,32,32.283728
00c34057-06d4-4c4d-9247-83e877e326c5,88,10,14.946725
00c34057-06d4-4c4d-9247-83e877e326c5,95,49,82.260024
00c34057-06d4-4c4d-9247-83e877e326c5,96,9,9.983664
00c34057-06d4-4c4d-9247-83e877e326c5,103,7,7.544019
00c34057-06d4-4c4d-9247-83e877e326c5,104,25,38.434875
00c34057-06d4-4c4d-9247-83e877e326c5,115,5,6.231305
00c34057-06d4-4c4d-9247-83e877e326c5,116,24,26.577012
00c34057-06d4-4c4d-9247-83e877e326c5,121,22,31.418937
00c34057-06d4-4c4d-9247-83e877e326c5,122,5,5.600415
00c34057-06d4-4c4d-9247-83e877e326c5,126,11,12.480556
00c34057-06d4-4c4d-9247-83e877e326c5,127,31,52.587501
00c34057-06d4-4c4d-9247-83e877e326c5,139,20,22.74183
00c34057-06d4-4c4d-9247-83e877e326c5,141,17,20.472471
0109b311-4b8d-4c56-9aaa-a569f606a0d1,2,25,31.950875999999997
0109b311-4b8d-4c56-9aaa-a569f606a0d1,3,45,46.60011
0109b311-4b8d-4c56-9aaa-a569f606a0d1,6,1,1.0828
0109b311-4b8d-4c56-9aaa-a569f606a0d1,10,42,50.233701
0109b311-4b8d-4c56-9aaa-a569f606a0d1,12,10,14.454985
0109b311-4b8d-4c56-9aaa-a569f606a0d1,13,49,59.111444
0109b311-4b8d-4c56-9aaa-a569f606a0d1,16,55,73.050216
0109b311-4b8d-4c56-9aaa-a569f606a0d1,19,50,55.196275
0109b311-4b8d-4c56-9aaa-a569f606a0d1,22,6,9.802659
0109b311-4b8d-4c56-9aaa-a569f606a0d1,23,38,68.371063
0109b311-4b8d-4c56-9aaa-a569f606a0d1,24,13,15.872194
0109b311-4b8d-4c56-9aaa-a569f606a0d1,33,35,35.44919
0109b311-4b8d-4c56-9aaa-a569f606a0d1,39,40,44.34562
0109b311-4b8d-4c56-9aaa-a569f606a0d1,47,28,50.84429
0109b311-4b8d-4c56-9aaa-a569f606a0d1,53,24,27.780924
0109b311-4b8d-4c56-9aaa-a569f606a0d1,55,6,8.207241
0109b311-4b8d-4c56-9aaa-a569f606a0d1,59,33,33.696762
0109b311-4b8d-4c56-9aaa-a569f606a0d1,66,35,54.929385
0109b311-4b8d-4c56-9aaa-a569f606a0d1,67,25,37.696575
0109b311-4b8d-4c56-9aaa-a569f606a0d1,76,1,1.017986
0109b311-4b8d-4c56-9aaa-a569f606a0d1,79,2,2.374003
0109b311-4b8d-4c56-9aaa-a569f606a0d1,81,37,48.664657
0109b311-4b8d-4c56-9aaa-a569f606a0d1,104,9,13.333752
0109b311-4b8d-4c56-9aaa-a569f606a0d1,111,30,45.826875
0109b311-4b8d-4c56-9aaa-a569f606a0d1,118,11,12.150897
0109b311-4b8d-4c56-9aaa-a569f606a0d1,121,12,16.89003
0109b311-4b8d-4c56-9aaa-a569f606a0d1,128,7,7.353878
0109b311-4b8d-4c56-9aaa-a569f606a0d1,135,16,22.323896
0109b311-4b8d-4c56-9aaa-a569f606a0d1,143,17,18.890485
0109b311-4b8d-4c56-9aaa-a569f606a0d1,149,8,8.881636
0115c66b-2b60-445c-8555-2cd3172a1b81,2,29,32.337668
0115c66b-2b60-445c-8555-2cd3172a1b81,6,28,31.517206
0115c66b-2b60-445c-8555-2cd3172a1b81,9,12,13.960566
0115c66b-2b60-445c-8555-2cd3172a1b81,10,32,45.471376
0115c66b-2b60-445c-8555-2cd3172a1b81,12,29,33.749707
0115c66b-2b60-445c-8555-2cd3172a1b81,14,11,13.887489
0115c66b-2b60-445c-8555-2cd3172a1b81,15,23,23.097221
0115c66b-2b60-445c-8555-2cd3172a1b81,17,48,50.103672
0115c66b-2b60-445c-8555-2cd3172a1b81,20,25,25.127075
0115c66b-2b60-445c-8555-2cd3172a1b81,22,2,2.775491
0115c66b-2b60-445c-8555-2cd3172a1b81,23,35,59.54928
0115c66b-2b60-445c-8555-2cd3172a1b81,24,44,44.53383
0115c66b-2b60-445c-8555-2cd3172a1b81,32,1,1.190348
0115c66b-2b60-445c-8555-2cd3172a1b81,35,34,50.834505
0115c66b-2b60-445c-8555-2cd3172a1b81,36,60,62.078671
0115c66b-2b60-445c-8555-2cd3172a1b81,39,40,40.61594
0115c66b-2b60-445c-8555-2cd3172a1b81,50,49,53.540959
0115c66b-2b60-445c-8555-2cd3172a1b81,51,30,37.299165
0115c66b-2b60-445c-8555-2cd3172a1b81,52,3,3.046713
0115c66b-2b60-445c-8555-2cd3172a1b81,58,22,23.906861
0115c66b-2b60-445c-8555-2cd3172a1b81,70,20,25.68951
0115c66b-2b60-445c-8555-2cd3172a1b81,83,57,61.897712
0115c66b-2b60-445c-8555-2cd3172a1b81,87,97,122.32024000000001
0115c66b-2b60-445c-8555-2cd3172a1b81,88,52,78.846014
0115c66b-2b60-445c-8555-2cd3172a1b81,91,2,2.752261
0115c66b-2b60-445c-8555-2cd3172a1b81,95,28,41.774194
0115c66b-2b60-445c-8555-2cd3172a1b81,98,1,1.016146
0115c66b-2b60-445c-8555-2cd3172a1b81,101,24,25.367074
0115c66b-2b60-445c-8555-2cd3172a1b81,106,31,36.26194
0115c66b-2b60-445c-8555-2cd3172a1b81,109,3,3.344931
0115c66b-2b60-445c-8555-2cd3172a1b81,110,47,65.837506
0115c66b-2b60-445c-8555-2cd3172a1b81,111,38,51.093831
0115c66b-2b60-445c-8555-2cd3172a1b81,115,39,46.937553
0115c66b-2b60-445c-8555-2cd3172a1b81,118,2,2.093679
0115c66b-2b60-445c-8555-2cd3172a1b81,119,16,18.82716
0115c66b-2b60-445c-8555-2cd3172a1b81,121,38,38.050255
0115c66b-2b60-445c-8555-2cd3172a1b81,127,11,17.658707
0115c66b-2b60-445c-8555-2cd3172a1b81,133,11,11.921173
0115c66b-2b60-445c-8555-2cd3172a1b81,135,57,63.172924
0115c66b-2b60-445c-8555-2cd3172a1b81,138,38,40.191555
0115c66b-2b60-445c-8555-2cd3172a1b81,142,4,4.841754
0115c66b-2b60-445c-8555-2cd3172a1b81,145,10,14.210725
0115c66b-2b60-445c-8555-2cd3172a1b81,148,20,34.91527
01c1820a-dce3-4e17-ae44-88ffd9d79904,12,30,32.772075
01c1820a-dce3-4e17-ae44-88ffd9d79904,13,5,6.07939
01c1820a-dce3-4e17-ae44-88ffd9d79904,14,18,26.186229
01c1820a-dce3-4e17-ae44-88ffd9d79904,22,8,11.521852
01c1820a-dce3-4e17-ae44-88ffd9d79904,23,6,8.211381
01c1820a-dce3-4e17-ae44-88ffd9d79904,24,44,52.814014
01c1820a-dce3-4e17-ae44-88ffd9d79904,33,29,45.938465
01c1820a-dce3-4e17-ae44-88ffd9d79904,42,10,10.569365
01c1820a-dce3-4e17-ae44-88ffd9d79904,47,41,58.874565
01c1820a-dce3-4e17-ae44-88ffd9d79904,50,7,7.47012
01c1820a-dce3-4e17-ae44-88ffd9d79904,52,46,49.831547
01c1820a-dce3-4e17-ae44-88ffd9d79904,54,23,25.962929
01c1820a-dce3-4e17-ae44-88ffd9d79904,63,2,2.065021
01c1820a-dce3-4e17-ae44-88ffd9d79904,68,8,9.833652
01c1820a-dce3-4e17-ae44-88ffd9d79904,69,19,21.285073
01c1820a-dce3-4e17-ae44-88ffd9d79904,73,3,3.631695
01c1820a-dce3-4e17-ae44-88ffd9d79904,76,4,4.264086
01c1820a-dce3-4e17-ae44-88ffd9d79904,77,2,2.390011
