issuer_id,raise_target_usd,token_supply_goal,enable_referrals,notification_prefs,created_at,updated_at,metadata
a8fdc3f2-de29-4ccd-81e7-2cf9660eb4ca,387215,835450,False,,2026-01-01,,
05c833ae-9c4d-495f-a743-c23cde6e0d83,181889,983772,False,,2025-09-15,,
ad10c260-9f2b-4185-baff-43c6bf249811,525872,588634,False,,2025-01-07,,
306c0460-50d8-4e44-8f18-ff53b172af29,366949,706224,False,,2025-08-13,,
a58bbe00-2ae2-4b05-ac1d-f63eb33efc75,384508,137712,False,,2025-07-06,,
3be52f7f-9490-46a2-9372-757fe9f0d896,127898,602621,False,,2025-07-27,,
34668230-bc49-4101-85f5-2682da581b37,725824,745194,False,,2025-06-12,,
77fe4551-d393-4ac5-8e50-c519b2c9c3a3,167578,945347,False,,2025-01-06,,
70d79419-0cb9-4ca1-86ae-ad0a2191e387,463458,561975,False,,2025-06-03,,
78ae857d-0ad1-4179-9261-9c0eef2c7f98,139780,170794,False,,2025-12-14,,
2b0aa866-97fd-4726-a566-75adbc0bfcc0,39400,517398,False,,2025-04-13,,
418b373f-5120-4696-81af-3d7329e4e206,741548,615797,False,,2025-07-17,,
838c8d64-0408-4cae-9b55-7e4b19473d65,727269,264135,False,,2025-11-22,,
65d9fd2b-bff9-4087-af54-00435b4192d9,658842,648038,False,,2025-11-22,,
a4593520-a947-419f-87af-2b0214ec0c3f,348385,410605,False,,2025-08-17,,
e8faf80e-2d79-40a0-8882-922c7c2d6c6c,711458,517844,False,,2025-07-23,,
ec280a6f-5370-4867-a414-9035e038c360,908285,948594,False,,2025-02-02,,
68d3e8a9-3370-4ce5-ba8f-35ec8b4a1398,843353,659589,False,,2025-07-12,,
86cda1db-ed26-4ddd-9afd-fdd844f14c8c,480892,696814,False,,2025-06-20,,
d1664d62-663d-4b1a-a071-d6dfbd4eb758,381628,821975,False,,2025-03-01,,
50cc68d3-71f1-49ca-9ec3-4dbc97194b76,358878,123094,False,,2025-07-14,,
7efd8050-726c-48f2-911a-ff0ae7e9db0c,404088,707231,False,,2025-04-15,,
77f6e1f4-7a20-4c6d-8e94-b5270c634d07,986445,368134,False,,2025-10-25,,
16a868a3-303d-4cdc-8772-077b9e59affb,548355,927582,False,,2025-02-06,,
1e32ada0-ed68-42f0-a9b3-1a2ac7955e5e,236114,650056,False,,2025-10-19,,
2741ac32-87fb-419d-baa8-ea9a4a13559f,342162,146487,False,,2025-04-23,,
356cc07a-a2e7-4fc0-8860-2439157cdb33,323673,212642,False,,2025-04-06,,
7bf92559-a507-49cf-aad4-e7daae737a16,162906,852766,False,,2025-04-20,,
f8c35247-d8df-4da3-96e1-cb8d7849b745,280927,872812,False,,2025-08-24,,
d4e17616-fd6f-4d6d-8420-eac53627f6d2,402772,331818,False,,2025-05-16,,
3380224a-6504-4225-bbd4-3d160005013b,952019,634411,False,,2025-03-18,,
58de9b0d-4a6b-4f47-b964-6d870f7ac9b2,488384,111071,False,,2025-08-01,,
810c6905-187d-43eb-93ec-7454b507570a,439084,231780,False,,2025-09-23,,
c0ea83a5-f861-48b0-aaf1-03be0f1193f4,614928,930227,False,,2025-09-23,,
5bf27cab-4c7f-4cb0-b1ca-2b0c90393976,503324,626271,False,,2025-05-21,,
c5301036-484f-46c3-8abb-860e0832aa03,381359,219244,False,,2025-09-29,,
d893f3d3-c7b3-479b-989a-0f8bcf7cfc91,261872,471306,False,,2025-05-10,,
4f248cfa-e7b4-4eb3-af64-debb7d905e5b,466975,226947,False,,2025-12-07,,
de1efa9f-53b0-43f2-a5e2-463edf2f22e0,535796,102761,False,,2025-09-04,,
b373675a-13d7-473d-872f-1c1cb844f292,839386,576648,False,,2025-07-12,,
ef65f9b2-2189-4c94-b220-b608a67f7b81,65805,479972,False,,2025-10-17,,
f9de050a-6432-4348-9137-6d7ca7ae3062,786426,463723,False,,2025-12-05,,
214b8b68-11f7-49ea-ad16-df03fa519e2f,244579,787591,False,,2025-02-05,,
6cfb2bc7-e230-48e0-9b1f-9d5fa8631c87,196659,740680,False,,2025-11-07,,
578a7055-af2c-4026-ac7f-1f7e22a5a42e,667904,400842,False,,2025-01-14,,
6e204c5e-e0ff-4bea-9dc3-5365ff4aa5c8,366386,269075,False,,2025-04-09,,
bd571f48-1aa2-4c01-b111-f3de7421b457,336714,793784,False,,2025-03-31,,
5211537b-237d-40e2-ad11-eb107be9977b,304710,234545,False,,2025-09-09,,
88919ca0-1b5c-4596-8e8c-05ccbbbd8cfb,828335,469965,False,,2025-07-27,,
bba5d49e-8863-4d1c-a83c-44b0fbc276dd,968897,973335,False,,2025-07-15,,
53449431-6c7a-40d4-a5c6-06d850284900,327939,974148,False,,2025-09-28,,
787cd621-4576-433f-a37b-60a84a58ac43,302503,743110,False,,2025-11-06,,
2c774c86-ea4c-4778-bc00-eca3cf77e9e3,530657,983364,False,,2025-11-04,,
07096c9d-45cb-4b59-8eef-972c5c896f24,615736,564518,False,,2025-05-01,,
2f240fdc-8bd9-4318-915a-1af858eebc51,448220,341138,False,,2025-03-18,,
65bf5046-65aa-41e3-9ffb-1820707d116b,250432,886244,False,,2025-08-23,,
06d4998e-bc5a-4423-a23b-59a9045abcb3,501052,686231,False,,2025-12-22,,
50f84457-fb59-4d62-b710-ced72f160e1c,558274,184646,False,,2025-05-11,,
28a55c52-11ce-4806-aeab-6690cde7414f,943262,471191,False,,2025-01-28,,
598e667f-f0a6-484f-9e0d-baa208870c54,853589,640140,False,,2025-10-06,,
ebbf8db9-01cf-427e-b7a1-a78ded40dd53,426672,609016,False,,2025-10-16,,
075f9070-14d2-465d-b4bb-75a642d0c76e,671138,704125,False,,2025-12-19,,
7092dcd6-71f4-4e3c-ba36-83c7afe4b27f,745400,483405,False,,2025-12-16,,
7ae93e53-a178-47fb-ad5f-cbc716dd595b,515079,981342,False,,2025-07-23,,
5c41fcad-6253-4ee0-a559-f1aeca71dad4,344467,532769,False,,2025-06-25,,
f2bf78f4-4713-4766-9469-da506e5db99b,641743,625439,False,,2025-04-29,,
0f482c67-1be7-4743-b2d8-8ce87c1a5b8f,815070,884135,False,,2025-11-16,,
c4a470e4-1c7f-4a33-8875-71ece3ec4510,938511,258587,False,,2025-06-12,,
1eacb5a0-5b52-4052-b36e-c09a786d19c2,192078,373278,False,,2025-08-22,,
5bf7aa67-d9cd-40a0-b378-6fd35912d9de,136623,564284,False,,2025-10-05,,
575f03d2-9c35-4c25-b74f-e9d214386412,349058,183249,False,,2025-04-04,,
6836b37a-9b7c-48d5-94b0-eedd71616ac0,174514,903150,False,,2025-03-24,,
7f8752cd-377e-408b-adc8-88ea1072d16f,435069,685818,False,,2025-03-13,,
cdfe35a0-6eaf-48d2-8921-4a18a917c23d,245754,771980,False,,2025-03-06,,
6349eb43-aae4-4a3f-b1ef-78747d22ec28,95929,339920,False,,2025-05-08,,
89dcb07b-9b82-4a2b-9e30-8c618a0d0e98,358416,863837,False,,2025-12-19,,
3d2b4647-e8df-4641-ac91-a3667baa05f0,617534,209793,False,,2025-03-03,,
091aa7d8-c1f4-4ebf-9660-9a8f9d0a7957,634374,133009,False,,2025-03-11,,
e5737232-cb38-4acb-8317-acb516e19739,523129,257852,False,,2025-06-06,,
adb5c42f-bee8-46e7-ade5-8fdd04d02702,617239,392376,False,,2025-05-24,,
277d7aa6-6ba8-44b6-92d6-886731f6f7ef,64644,857510,False,,2025-05-18,,
4e46e581-febe-4616-be8b-e4670baacc70,239852,215928,False,,2025-04-04,,
701ce3b3-0491-4bb6-bbe1-6e2c15d3574e,266274,120511,False,,2025-08-10,,
366fd3dd-1099-44ef-97f1-8f1591976ba2,144247,880563,False,,2025-12-13,,
86ab1e17-4e52-4e16-8064-510845959ba4,705735,195011,False,,2025-08-31,,
a7b003bc-efed-4fbc-b0b5-c39d87986f4f,575544,653647,False,,2025-04-18,,
2da175f4-7a72-4212-bfdc-ab2397d24af0,958045,123515,False,,2025-07-24,,
dd6b1aa0-0389-4b7d-a86b-63ab5b7a36ad,643414,362592,False,,2025-07-30,,
d2de152c-e992-4ede-9f46-475b4367f726,27744,430105,False,,2025-09-22,,
c68ee746-7c85-407e-a37d-05277cba579c,693761,985052,False,,2025-11-25,,
e6785cc7-caa3-4c7a-9842-966b5dcdfbe0,926365,458757,False,,2025-12-05,,
fe648e41-af9b-44b7-8524-ed1fc4606f28,255173,321600,False,,2025-08-17,,
0f901e41-9b49-40c3-8695-15025e322285,823067,910398,False,,2025-08-21,,
867e0a22-70fe-45e7-a3b2-05f73baed6a2,457010,727827,False,,2025-09-16,,
aaf3987e-31ae-481f-82c8-066a07f44e8a,900486,920963,False,,2025-12-04,,
b1284aa2-4917-4f9b-a514-1345b8c0e93d,137738,968066,False,,2025-01-02,,
6b2161b8-5999-499d-ae14-87525c2d8d0e,453018,613183,False,,2025-10-03,,
55503d73-250e-47fe-8317-723d8be27c2e,986827,531397,False,,2025-09-25,,
96d8587d-9efa-4b64-82d2-7b213c88513d,61303,633453,False,,2025-10-21,,
d64271b4-d415-44e9-b406-97fa05fe2abc,142801,750753,False,,2025-04-07,,
fac59d64-f260-4cea-9b1a-718a2600c534,470671,312234,False,,2025-01-14,,
641c8f32-596b-4150-a773-b06f0d4e2bd1,675664,796521,False,,2025-08-13,,
050cc7ba-900b-4745-bd8d-b18fb7ad3213,196001,808252,False,,2025-08-06,,
e2f74e98-e6eb-452d-96b8-6093a951a767,588446,450585,False,,2025-05-02,,
7bb3ebee-ea45-451c-a1bd-cc4d2a3fc00d,581570,529822,False,,2025-03-30,,
945fe954-05e3-4e63-8a99-517b6f5580b2,423881,570374,False,,2025-09-28,,
c9440fb9-1be1-454e-b698-dda14def8fdc,521247,112638,False,,2025-11-03,,
ae5c636b-3d33-41d1-95eb-ad6caa510dce,112104,876013,False,,2025-09-16,,
d6b57b90-b030-47e6-b1e5-0183a35b7253,109972,997037,False,,2025-10-06,,
022b666c-688e-4739-ada5-470f670e0372,328030,187797,False,,2025-08-28,,
839dfd11-37e5-43ab-a4c0-ce8c19c6921e,66098,329756,False,,2025-10-30,,
edb29271-f6ab-42e3-9746-935e5aba32ab,753929,167732,False,,2025-09-09,,
de0271ea-4e42-4501-90d5-1700689f1ec5,887275,176878,False,,2025-12-19,,
aff4b541-1404-4dac-b0f2-74101f3e2f62,857125,108829,False,,2025-11-03,,
7a896a64-2b20-40ee-b56d-1e24bc0f78b8,291582,608814,False,,2025-07-04,,
739d338d-53f4-459a-ac90-b3fb55613ba7,107920,240716,False,,2025-02-17,,
06df318b-273a-463d-aeda-1a04e1710b49,792579,724470,False,,2025-07-22,,
cd8304f3-9626-4789-8e1e-79f075a39e12,42329,501572,False,,2025-07-16,,
a131c901-08c4-40e5-a2c5-e750eafaec7c,587865,861887,False,,2025-08-13,,
f60cda2a-8470-4f63-b712-933b3d62f008,881609,378590,False,,2025-08-31,,
a8e0627b-1317-4269-a362-f7ab2189132c,377919,658251,False,,2025-12-09,,
cc0ad695-19e2-4a39-abe8-ade28ca793be,202092,207493,False,,2025-08-02,,
0897b7ec-e83d-4c40-8bf0-9461e5053577,290447,385883,False,,2025-02-24,,
9a4e0641-6198-475b-996f-3ecfb141b106,12601,725606,False,,2025-03-11,,
c6e19fa1-1f2f-4188-89ea-5f881869a5cd,240773,546912,False,,2025-01-29,,
39d2f5ef-d194-4a0d-9408-6e4fd23bbaad,606341,752271,False,,2025-07-17,,
516fea06-760a-43dc-9b19-dd20d3480732,32052,694423,False,,2025-01-28,,
ff1bfd1e-33e6-44e1-a673-dd5c4c0f7130,389057,206648,False,,2025-06-13,,
5d109710-5615-4603-8429-894e50db5720,286822,817901,False,,2025-11-08,,
7baba446-182e-4330-b731-4ae5a9017711,306345,303527,False,,2025-10-25,,
842429d2-e28f-4aaa-903e-609a67c47ad0,367463,933683,False,,2025-05-30,,
a70280eb-7431-4382-ae24-4cc0da999b8e,141688,998619,False,,2025-01-03,,
e8f3d425-a23c-4e2e-acca-875b904269cd,273751,826186,False,,2025-07-18,,
83d89115-ccc8-4bc7-b2e8-ef000c5fe5d6,502964,559493,False,,2025-09-12,,
445e540e-2d0f-43e7-aa24-2ffeedb065cf,815849,341571,False,,2025-09-10,,
