wallet_id,user_id,eth_balance,usdc_balance,total_token_value,created_at
247fe906-c693-4d47-9e9f-bffb4752dd41,74c542a9-cb7f-4741-b8ec-316ce240eb6d,3.373036,133.516831,1397.621232,2025-07-05
c48b5a67-fa1d-4834-b137-8ed7b497f5c9,608443c9-b824-4863-a675-fdcf5860498c,3.998579,70.490573,1539.477662,2025-10-09
44c6ed2d-e14e-498e-9d22-4bf17d895d92,b82194b0-d471-45b4-8558-21bd007b69fb,0.026935,343.916065,1305.398746,2025-02-16
227d4d5c-5f34-4089-8ae5-a3ad08839b9e,84b74953-0526-450f-b3c6-0e86e3312bb7,1.061781,10268.813380,1364.698446,2025-09-01
2e617a22-022d-4d8a-a2c4-3d96e5ab0acb,59ddf466-fc13-41f2-bc7e-2b1d664e7b15,0.288152,16.941434,1426.055014,2025-02-09
e92bc77a-e78c-4e3b-9f76-40b484e345df,a1b96c34-dbdd-451d-9e72-a3171156eba7,3.783075,322.242698,1557.619883,2025-10-01
541507d0-484f-40d8-ad35-3f995f64ccb9,4f588372-bd1e-4532-a0b2-4bb5b5e18131,4.589226,197.757225,1308.684949,2025-12-13
d1f4330e-e803-4f86-a295-2371d1f20c1e,5e01022e-83fc-436f-9b5d-a41521e8506f,0.095577,469.840623,1087.521715,2025-01-20
25c4406d-1ad6-431f-b31e-b24345bdcb9f,e88bab34-4b2e-48ff-a5dd-a14d1d0556b4,3.703407,482.608652,1253.880341,2025-07-19
6a4e1dac-bc82-409f-b419-5b59030c1191,abe8da2f-0faf-40e2-be41-5c848f9b0761,1.005663,416.550255,1255.333293,2025-12-22
772de9ab-15f8-4bed-a198-e0d2e3421c2e,a3f5d703-71fb-4319-8f1b-996d803781a0,3.779879,21.243069,1153.915937,2025-07-31
2f4a0d84-b526-4313-8ade-61fc5d6cf18c,7e1bb177-f0f8-40c2-b06d-f9fcb649b75a,2.565225,161.278177,1416.201301,2025-04-06
4d29ca69-cee7-4349-8078-b8e6638f529f,6978fbaf-6980-42c1-a2cc-7be84c3c5255,2.994158,472.811590,1374.611541,2025-03-28
48df25ef-527b-42cf-9607-37b960b3ae03,4b5602db-2c4f-4eaa-ade4-fe5481bd275e,3.526407,266.128631,1145.037516,2025-10-14
934b46eb-1b5b-4471-b4db-6abfedd94e8f,6bc9f419-4c94-4d0b-a9eb-824386ca5fff,2.959985,474.924175,1090.675383,2025-12-13
2f895316-5fba-49d3-863f-2e1b2d9ae817,358a017a-e752-4d52-a1a2-ff673c963e08,0.668904,129.248307,1091.059425,2025-05-23
02e01452-52a6-41d9-8665-af1c468f2024,973fd29f-2ba0-47bf-b8b6-adc9ba4a199c,2.358870,50.780661,1559.540494,2025-09-01
9bbbd676-b41d-41e2-984a-e452872be926,d400c48d-d37b-4ad4-88a2-a6dbc647fe26,2.513627,442.379481,1382.591388,2025-09-20
d2cc6628-80f5-4d5e-8b10-2334651f9e94,b3c0f137-49bb-4e6f-94b9-ad6612961307,2.908372,96.612745,1099.2510399999999,2025-11-28
82f441de-c6a6-4e16-afb6-e5421c182695,3f88cf5e-c13c-4118-b266-2d99c6db8bf1,0.269984,22.812468,1120.921216,2025-08-15
cc2fd7ff-1544-40c5-aafd-04c01737c3d7,ea7ada74-3fa1-466b-9d00-355be18bb7f2,2.922269,92.395052,1009.012315,2025-09-22
b5a0f7ab-0468-4b46-af0a-f27a3c7f74fb,054b5bde-ebee-472c-a76d-c3379a585add,4.526052,315.307296,1231.534145,2025-12-11
14211c3b-6323-4322-809b-eba1b0bb0aa2,85fd590d-80b8-44f4-8df8-e036c4c2c0b5,3.789184,132.536634,1307.157923,2025-11-16
1aaf82db-fb7e-41a2-8114-f17877db69ea,029eafa2-aa50-4971-a206-ed3d3bf46b2d,0.975379,149.371090,1012.409531,2025-11-17
55f7b29a-9c70-4c04-b4b0-4b6b5c4d027e,64190d2d-c85d-4c1b-ab51-78775acc8e13,2.391002,411.847336,982.222212,2025-08-16
f464114e-b228-421a-b6f6-24bf7e13d8ea,24e714cf-33c5-4bd9-a989-177ea3d56f92,0.998394,405.493543,1378.093526,2025-08-09
af166187-5bf3-4565-a617-711b65adcb96,72c3a6b3-b423-4a1f-b047-2b62b9c69128,4.235007,495.246341,1088.567381,2025-05-30
b37620f4-e5f1-4891-b36f-33705147a4fd,1c783229-4243-4f54-9c7c-735a13e0b0d1,2.163317,192.876865,1324.029123,2025-11-18
f99b4247-fd15-48d2-96d4-46d69a61945a,3e0f1d31-a03c-4e00-80e1-9d84e73c7be7,1.284443,434.833778,1643.219785,2025-02-04
7dbaecae-8f53-4dc5-a993-f66318323269,db25f919-38d8-4cb2-9f91-9f899c355cd1,2.068840,281.801475,1721.061938,2025-07-14
5c1e6ca6-348d-4488-830b-77371943d4c7,8b537ac9-a707-484e-8a36-d2fa4b56edff,4.058387,10088.853127,1209.194101,2025-03-25
7100d71e-cced-4ad2-b05f-77adb90fd595,c741ef53-b62d-4474-b046-caf93e00e1cc,4.478314,307.036490,1266.581587,2025-01-07
4f23a156-8f2b-4c17-84d3-c03526444189,ef85ca99-513d-468d-90e0-c52458c7d7a1,4.803370,214.760108,1319.978535,2025-12-02
82411ead-ec07-46fd-a883-fe59abf1071c,238c38df-5003-4c83-aa1f-0ec708e39ac0,3.159081,341.490916,1001.043331,2025-09-12
b4538b1d-4b4d-4085-ac76-3ded2c23cfc0,5115b193-115f-4afe-9a9f-4a54783bc231,3.516281,42.192342,1391.211689,2025-01-07
19633ea0-adfb-4e5b-ac69-dd1db3aacb73,627cbe5f-cc49-47a9-92a8-a55d2b483e88,0.117799,427.136764,878.379261,2025-08-11
752cdbfe-122c-409c-bacd-999618d96100,6b8f6074-8170-4509-aa62-3eff5f567d40,1.708742,170.324123,1678.920535,2025-12-06
1d940a69-fd1d-4941-9061-033e5ffcc4ec,ddce5fb3-ccce-47f6-9600-7ccd225f61b5,3.148214,393.765633,1503.801182,2025-12-09
fb9f288c-d5d3-4481-9e4f-c84648749161,da89fa18-82b6-4e7c-9182-081aa4d685eb,2.315235,367.869232,1109.79229,2025-09-09
d6bc7b0f-5452-4f09-b0ef-2881c1d28f40,e17f2910-44bc-47d9-bfef-4fa77bcc21dd,2.711665,35174.205230,1328.0004139999999,2025-12-27
0e51c0b8-ad87-42b9-b8b6-2170630ad3db,0ed14a17-5d23-45a2-936f-bee2ea078811,2.958917,473.803776,1239.0518730000001,2025-07-09
2f521d61-80d5-4efa-b0ae-62ccd374c1cd,a6b55b7e-0fca-458f-94d6-25a90270a920,0.473737,8.269385,1308.165677,2025-07-19
a4f7fbc8-4964-451f-be18-7fdb13532e48,8cd77e35-b7dc-4d6c-9a3b-7ef9ed8cc0c1,4.937088,80.566204,1217.565083,2025-05-26
69fd7360-fe20-4106-be34-e3fd185614ad,e3e5ff67-ab47-44c7-aa64-0e090d401a14,3.819558,8121.017373,1597.500847,2025-05-05
ce4889b2-51cf-41da-b06b-e11828b549f6,084cdd12-5611-4647-af6f-7f1a1b658ce9,0.513760,15564.239080,1072.64514,2025-04-17
1234e20d-dbf8-4845-865a-7c2beae16d1a,63c012f1-0a4d-4665-8bd8-4383c288c08a,0.264234,161.055862,1217.618669,2025-01-18
1b29f46c-aa16-4624-881a-2e9d16dd0ed6,9ed6abae-8d6f-4801-9e2d-bc907f164ffb,2.338565,480.126682,1079.203973,2025-03-27
ec20479e-0af3-42ab-9962-1f577b98086d,1d622518-7780-4eeb-8251-5323c5d49dfa,0.835504,373.541083,1476.766631,2025-11-21
84faf47a-6c63-44c5-b60d-e55a2b171227,2923fa4b-474c-4328-bf0b-5a0810668d8e,4.646535,371.513376,1165.816161,2025-08-25
ed5452ed-2d92-45a2-9a33-965adc373be7,76150043-fd00-40b7-98e9-0f88fccec540,0.775983,367.678889,1588.185832,2025-09-24
7b34ca87-9866-4df6-b900-e71e87c9deca,142bf4bb-3dc3-48f5-924b-b8216eabc00a,2.391340,299.014024,1338.610772,2025-06-15
7ea8a725-9e2a-4ef8-ae68-e92cbb05e241,3413504f-5cd5-476a-8897-ffefb7ccb3f2,3.509222,298.149520,1094.013371,2025-01-18
200e0d7a-bcef-4ece-8677-8b03be58bab5,9d303dfb-a527-457b-9a81-9e256c89cade,0.970256,148.027225,1211.161123,2025-10-13
979c2dcf-0246-42ac-bd87-842794f334bf,3159c4b3-d12d-4213-8edc-a742945095c6,2.506485,176.400242,1240.104774,2025-09-26
2c56931e-5a2d-4873-badc-4a7b164dbf86,1004eb65-e4e3-4ef9-aa7a-f6fbdfae6ad2,0.104551,253.294498,999.714418,2025-07-15
710b287d-4c1b-4c0a-b215-6c54fd739db2,8386284a-3897-4a51-af44-90acc39a1a95,3.766561,268.037393,1418.669701,2025-02-13
07c431b8-d1c8-43ca-ac07-89c918e7ad6f,84553db1-44f5-4f36-834a-0a6ea289f988,3.557716,190.118403,1227.458908,2025-08-20
0887eb7f-561c-4fd7-8466-768303dd0bda,c6703baf-1d84-4f7e-ba38-7f015e16c92e,2.591394,281.339679,1626.855491,2025-08-13
224815d6-b56f-4a56-9399-4aa56c9e641f,142cb592-b9da-4809-b603-45a98d0a7109,1.735966,111.299732,842.039041,2025-02-28
84c49173-5827-43ef-ae6e-b1867b735707,405ba9c6-9e6a-4889-a0f4-7d80a83d4d7b,0.177357,457.275081,1516.785878,2025-08-09
f9f8fb89-42f8-48ea-852a-360d86b649bb,a1fe7a64-ac9d-4205-931b-6a8f7bdd6298,1.371563,451.115223,1154.9267380000001,2025-06-18
ba208a0c-2af9-49a8-b503-e477515e5d9f,868473fc-ff47-455a-87a2-a78745c8528b,1.780262,407.868484,1136.069618,2025-12-09
dd95b1c7-d6cd-49e3-bc66-13a3fe503e72,b83a64be-f041-4ea8-871e-4f69bf2cc13b,2.118319,488.833996,1236.666525,2025-12-24
7b406c34-744a-4de2-bc78-98160a0a126c,babfccfa-29b8-46f9-826c-5e6acffba252,4.491252,289.989693,1606.635405,2025-05-28
64d583a6-8ccb-4356-860f-04efe9659a7d,acdb0a7d-ea7f-42af-8843-447f1f872136,3.391295,493.178107,1392.232405,2025-05-26
4fea7b98-db17-4720-b2a3-b2335ab34345,c9a57168-c9a1-49f5-abf8-a35562ccdbaa,4.254826,352.873676,1743.054563,2025-11-12
3df85158-a12d-4da2-b750-99f74605da23,b2bf536f-674f-4b11-9619-e80daf0667cf,2.358342,488.928297,1002.905655,2025-10-17
d7812222-855b-4519-ab4b-efee2254c1b3,466b0f7d-1093-4832-a0fd-e49730e6ef49,1.433873,395.999154,1541.506984,2025-10-24
ba372480-ce67-4efa-9df5-8bc088b3fbda,4077b55b-dd54-4846-aa39-7acc0944b84d,3.883867,256.834101,1169.053165,2025-05-04
7e63732c-ec0c-4c05-ad0b-bb548b72abe5,277c7866-cc4c-4283-ba7f-e62ef4884b67,1.848936,346.142623,984.806256,2025-06-05
99a13627-9990-40ff-8bfc-c7f5a1be6862,62e25273-6ffb-4544-b866-1679b5e0708b,2.101955,165.528366,1291.0755139999999,2025-08-16
9ac1d886-d75a-4598-95e6-378c01aeadda,d9ab472e-f924-47c7-ad58-b623dc41fb3d,2.425003,431.830488,1466.703999,2025-09-06
6620c0d1-31a9-486e-9c5e-1b7765208607,cd969d75-c16b-4bd9-b76f-9cbb58b1f1a7,0.732068,295.173264,1323.589541,2025-06-02
5ac6df4f-f4bd-414b-af5a-1115b395ccfd,2d8acb70-4e78-4b03-b56e-0110b143ce5a,3.399671,20672.685914,1317.361666,2025-05-15
d66b04ab-a610-4d94-918b-ca606d0cbcdd,f353e2ad-f35d-4705-a73f-bd64dbe9744c,1.612823,408.928671,1281.3273709999999,2025-12-18
e8f96739-cca3-4f7a-9da8-c56be99b1c89,092670dc-7631-4e92-8dd3-df3f377c7b70,2.610260,55.549976,1286.892431,2025-08-08
e93c327c-dfb9-4e71-ae9d-beb4f48f5cd0,70868cb8-a688-40d8-8fb0-1fa519643e82,4.977779,185.856879,1556.238094,2025-10-31
91b618f2-9fc9-4a25-a58f-18a82793e99e,80a31341-5730-4bd0-9192-1706807fa116,2.907770,425.310611,1264.780291,2025-07-29
5090fc0c-6aff-4b36-a523-cc7b33b665ca,e2ef906c-7202-4e72-909a-35eef2def0ff,0.373430,25.511064,1401.599858,2025-06-04
313c9edf-fc5e-4163-a0d5-c80c25d9c054,cc72a54c-422f-4974-a0c3-c1c4f17b8763,4.178446,178.345100,1183.882559,2025-01-21
4610f7d9-d877-4b97-81fd-605d87d01467,149c028e-1ba9-4f1c-8ab7-49d560a42a29,0.455430,106.945279,1268.084439,2025-08-18
f278814a-47a2-426f-be40-d633530b8ed3,75a9f8b6-5e0a-4c38-b0c6-6a50cbf74beb,1.554807,459.808717,736.870656,2025-05-17
0538e8d3-09b9-41d3-95e5-dea924b1d383,b627c940-1f03-4649-99f1-2b35f27ef6d3,0.852744,155.802045,1532.949636,2025-05-01
fc357a5e-96aa-4a5f-a5de-cf0c8e6dd213,5d809239-b395-4c56-9d36-c6a106243c76,0.840486,299.754009,1099.34683,2025-01-31
09a0a32e-5a19-4910-9022-996b92d24596,a3328587-0b07-47e6-bedf-4b81541ecc9a,4.685995,118.309224,867.861122,2025-09-01
a2645ef7-cc64-4b64-9809-1b5b41b7035e,ec3490ba-7969-4580-8db7-6f709f9ef98b,4.773577,11111.155346,1336.540876,2025-01-11
bafa3f68-5b63-4d7e-8ab8-37d875355282,ae8db25e-2698-441e-a56f-f1d4d0bb49d9,1.498484,475.263764,901.917744,2025-06-14
98f14290-6204-442e-8e17-5e5cc039399c,ed45f47a-c469-4706-9c1e-d86f93576a6f,4.089417,190.304916,1190.8072160000002,2025-10-18
a041bcfa-5331-43cf-b29e-545f7ab6aec0,13d93617-1d70-4ae3-8cd6-93b99f9fe1ff,3.020139,385.835703,1294.431964,2025-05-13
4ea0c30c-b8b3-4bc0-a792-965da1788951,147d63b2-44ad-4914-a736-99e34017a386,0.838623,27.593124,1333.123329,2025-01-29
ca4ca277-fcda-4a25-8392-2caf8b348508,dd862859-07c6-4677-aa39-fd562dc1758f,3.456809,270.123530,1317.610968,2025-04-27
2f7289cd-4ed7-4d2d-9af7-832beac43b65,d1d046e5-ed29-4204-89a0-98a378e034ee,3.880542,264.019466,1374.98073,2025-11-09
2c7604ec-177f-414b-9caf-10d1076b13d8,edcd14c8-a83b-4fdf-9b4f-bfcd03731be1,1.159971,424.981948,1636.889877,2025-11-12
e0fded15-6084-4dfa-918c-9da8806e8907,eae79202-f534-4b8e-8143-b64ec690d540,2.134343,410.158054,1211.858361,2025-05-16
076557fc-30de-404d-83c2-658d1c658971,f396eb1b-e7e1-4894-90ad-5695bbcf24c4,0.150046,33272.387260,1047.042963,2025-06-07
b3a83c4f-9313-4c7d-9851-560d3783e4c5,519eba03-cbbc-489f-9740-e60239ca1d6e,3.466125,418.393014,1127.852708,2025-12-27
8c93e845-3ff4-4125-8017-1176a8d1d8e2,adaaf5f8-5321-43b8-8dc5-3d84773dd5b5,0.330886,173.111454,1951.16112,2025-03-12
f062eb8e-20b2-47f1-b76d-e99c800cc760,4deb4540-febd-4cfc-9c2c-d26b0b9dcdab,1.238222,263.900847,1028.061286,2025-02-17
776811bb-093b-45b8-a1aa-fb7eb0a20508,c7e7d6aa-6bef-4974-984e-bc6fe9e663bb,3.978911,4839.287773,1390.368714,2025-07-03
20b1b8b8-93ba-48b2-a156-45bbb28ed4f7,6bd4e5db-164b-4da7-a271-5f29a559a9e4,0.867870,197.889881,1321.656509,2025-11-28
2367f1e2-8e44-48fd-bdb8-ff5c6343f23f,a60a604d-9e0a-4a77-8a52-cc913a825d34,3.942467,324.566281,1411.089541,2025-07-17
38fc50a5-7488-410b-ade5-cc212d413430,6d3fa1ae-5f9f-477c-85e2-a7c3ab334322,4.266326,323.251052,1217.756348,2025-08-28
817423f6-b4b8-42fc-a88c-7570fa54abad,c18e518e-0054-4a36-bee5-584a6e29c382,0.468657,7076.546814,877.649,2025-05-19
1fe9d062-b63e-488a-b692-d90b94a59a3c,43bc097f-6f2a-446b-a318-5942d7e58bb1,2.272665,112.548125,1408.781744,2025-04-24
8f5a4b4b-6939-4832-9ef2-96f9958aaa3e,eb1e2ac6-3b07-4605-bfe7-987259e63f04,3.809923,57.875089,1203.780986,2025-05-08
307a12bc-1884-45e6-8755-e7c459ed8ba6,47dc3ab5-5031-4957-90bb-c799adb51f10,0.481999,468.334003,1541.891233,2025-05-13
130bd78f-d96b-4d9c-a906-77ae315bef0d,0b5d3479-9e7e-4e5d-86c4-29dd16ed5d98,3.588270,422.869610,1168.513426,2025-02-08
152ea2db-0901-4090-b983-603cf66f3789,26a22c00-5433-41f4-a889-d8842fb5c8b5,1.356038,188.642682,1372.1837659999999,2025-12-05
2a1b5a87-43f0-42f5-9e7d-2ab12878335e,f14520ff-ed75-4aa4-bff4-9d33738f52a9,0.205664,385.232537,1311.384751,2025-05-02
f2ebd5bd-6111-4c0d-812b-e8184087a027,7411c151-b47c-4d21-90ef-e8c75c2321bb,4.002988,221.062327,1553.256764,2025-07-20
0734d0ce-7a3e-456e-80f7-3a1d2b4ed9b4,99a8f0f8-b696-4300-bebb-6d901b2a06cb,1.166648,167.201510,1334.736899,2025-05-22
a5af5a14-eb97-46d3-b957-68f435fc94a2,cce7b058-dabb-4618-995b-4418a6f141c3,1.568848,335.370997,893.421003,2025-06-08
94557ca5-343d-474c-9bf3-ff06ec78a587,488535cd-4cfa-4ab7-b0ea-c7d7c64a083b,4.443140,400.327519,1248.257716,2025-06-21
b10b1c94-26f5-48d5-b14d-9e84586d4704,231171bf-cdf1-44b5-8044-d8cb6b9e8276,0.604583,369.801571,1608.185271,2025-11-16
2899353c-6f23-4921-a709-e817b5116761,d1635d3e-5b3e-47d1-856b-ac92cc640e86,4.868812,286.646915,1353.702775,2025-12-20
7ef4e3c8-fabb-4568-9500-53b54aee87df,12e6a634-0b46-4f75-8dfd-24007282938d,3.848683,99.287291,1371.4248029999999,2025-07-15
cdc64c50-e619-43a5-923b-b69b220694c2,9c9d85b5-5ecd-4579-bae4-feb8195e6d0b,4.505606,397.902100,1092.48208,2025-10-18
daa2a3a9-af86-4d1a-a2a6-2637988c20cc,6cfa5b3c-acb1-493a-aad0-22d9559eb51f,2.204711,33.891970,1198.499036,2025-07-29
59aa16fe-92de-445b-b098-12e5000e2bfc,0feba049-9d19-4016-afd5-a0fd3095041a,0.018981,17.022670,833.35425,2025-05-20
dfece931-d665-44e8-ae29-d62191ceecc4,13ce69d5-b5e9-4752-9b5c-a514b494b88b,3.649167,333.925878,1438.77241,2025-08-01
b2401719-ce55-4468-acbb-1969eb60aedc,6a776c0d-150f-41a8-8a99-d264d1a4e41b,4.959370,128.236071,1112.173534,2025-10-13
3bcde8b5-d762-4428-ae51-a0fe0f46047c,179e56c3-10ae-41b3-972d-f235f351eb2b,3.589418,115.895585,1197.142822,2025-08-06
2e2356a6-c0ad-4490-8198-032aac6acb57,6d732f15-5225-47be-9146-b4d4a04c1099,2.989736,39.107873,1311.716565,2025-04-02
f8b1feb9-334d-447b-94fe-082be542b87d,33c15d30-a8c9-48f0-bc37-55e611828459,1.439718,212.077736,1210.960639,2025-11-03
22a85bef-1c51-438b-ab03-ff56f33d5e9d,0de7cbb4-b0f1-4949-a7ef-ddfc2213bf4f,1.626821,393.571177,1243.117338,2025-09-22
a6e31949-12f0-4484-87be-4a29a9d5c45c,d490e76e-bead-4e75-ba39-e91ee83fc086,1.667559,259.982669,1280.147662,2025-06-21
21e875c3-cc5e-4011-ab1a-6187b894c875,8334a65b-b3b7-48cb-b20f-e2679f2bfd64,3.800160,437.757553,1395.497589,2025-08-27
d8981db6-c65e-435e-860c-65f792d96904,f9692887-99ee-4ccf-ae70-1b8730b9b2a2,1.862871,109.400966,1698.394112,2025-06-12
86dca1ab-3957-4400-bb53-4eb7cd944898,54fec970-7a20-4018-9a5a-f5e853d5929d,0.225211,465.374997,1549.48022,2025-08-12
df11f253-a771-44e0-9d34-1ca65a7d91e9,748ff230-be73-4ccf-93ea-7465bd415e2d,4.432223,157.774922,986.147937,2025-07-24
fa1872b8-2ce4-438b-81d0-3581f94961f0,f2aaec48-2002-4df8-b16e-585508cb5fbb,3.494958,104.121592,1708.261973,2025-05-03
7fad86be-2597-4ae3-beab-6caa1f899f7c,af469af2-bd9b-46fe-a229-3f13b38308ed,3.377525,395.342735,1613.102251,2025-03-07
1db0536b-6358-4552-b378-52641578377a,658d77b6-8174-4e64-b8c4-cff61ea22397,2.868851,9.301505,860.472702,2025-09-26
b880a1e5-91d6-4ed3-aca5-50603f2142bf,50802f2e-e620-463c-8e64-ad84d43289ec,1.829319,152.603271,1015.9158229999999,2025-11-22
0e38e836-c3d0-40b1-8af1-f89d53e01b98,b0e3cb74-fbab-4d32-9f28-09cc1966c3e7,2.867516,86.813065,1516.209199,2025-07-22
eeb01936-e83a-41ef-a3e8-abd6820a3827,eb69a470-875a-4f0d-b973-94e83ac62219,3.063656,102.299314,1170.34765,2025-12-21
9e480dd0-b1a7-4624-bff9-bf23377868eb,9a968453-d73d-4430-9ad9-6e6aeb0d622b,2.222199,412.326455,1665.353223,2025-05-21
44a3fe58-2d47-4a0d-aeee-dba6f1079f4d,0b608398-aa5e-4aff-ae25-2775b79b32aa,2.403746,304.949298,955.362961,2025-04-02
91a00061-bf61-49e8-8f3e-342650923e24,9272a6b6-5039-4107-b1e7-aa501f880d90,1.332221,22.482409,1463.202778,2025-05-09
3d490a8a-3e14-4f90-8ce6-370215284c13,93db2ff3-818b-411d-aa0a-461d1b364d7f,4.670436,98.738929,1385.399761,2025-02-15
090818d5-fd43-4fc2-9898-469b6f33a36e,5a4d1a6b-a8b6-46ae-aa5c-ff9144d62056,3.800727,90.121791,1315.084977,2025-08-20
9823e7c4-f1c6-4fe2-b921-7ff5e8ccafc8,7ea14aeb-2419-4c1b-b1f9-f228ef673906,1.039573,206.238726,1130.134749,2025-06-27
c44cb35a-33ce-430a-a889-1cfd666a0554,a3a07f61-b637-46de-9986-f5136dcdad31,2.485244,316.506573,1508.630308,2025-06-24
05a07543-1305-4f2e-b05a-723763e891a7,bd3d7120-0b26-48af-8615-918c4cc7723f,4.157178,370.837753,1177.565748,2025-03-11
927476b6-f0b7-4918-9d89-2592b99d5d40,45ba6a7e-e818-46b3-aae9-37afc76c21a2,2.083415,252.666704,1117.826386,2025-03-26
729d392d-8e00-4407-8323-a144c8759248,9d2cfc76-b4f5-4bbf-b964-5f8fc1990690,4.865918,353.386055,1588.919781,2025-07-09
50438adf-f183-4430-a66b-5a069d93dec7,92b90e5c-cafb-4c88-83db-6b244f17c6f1,0.729404,422.630682,1127.584534,2025-02-12
94c255cc-51b8-462e-a1ea-8fb3c225b33c,ff31ab54-eb90-4953-9713-a5c736d6f7c7,4.463166,498.933679,969.694214,2025-03-17
057a7833-2b39-4b8c-a634-87839bd8f201,741a2ce3-89ff-44d9-8e61-9125c61fc568,4.126331,138.908677,1404.287674,2025-09-23
fe6884ab-aa08-4e2b-a5b0-bccd3fb39d3c,9a62372a-f4c6-4473-98dc-a822faf93d94,1.883536,443.255954,1131.402623,2025-07-21
4328cdbf-2b69-46e8-960a-1adc23698b0a,1a4fdc6f-7805-4ee3-a55c-84eae3e9847e,0.227637,76.077292,1390.327524,2025-01-16
86046cc4-a5eb-4945-b165-ab3f8b79c23d,10d660b1-fbb5-4b37-975e-d93ddc57ca8b,4.167745,105.724080,1007.291347,2025-09-06
73086979-e7b9-4d2e-9bc6-42a34acb83a4,36cbdeda-0b0d-4649-8d41-e313575a8bb4,0.609077,444.115907,997.6326379999999,2025-11-27
ed5e1462-d8e5-4000-9431-eeef6acc9905,311fcd82-e427-4743-8743-92b55608ae52,3.317297,76.796836,1111.863241,2025-11-03
