token_id,issuer_id,token_symbol,initial_supply,current_supply_minted,mint_timestamp,paused_sales,secondary_trading_enabled,created_at,updated_at,total_sold,total_revenue,current_price
62,78ae857d-0ad1-4179-9261-9c0eef2c7f98,TOKEN_2346,653649,0,2025-10-28,False,False,2025-11-26,2025-02-14,7133.0,7718.034394,1.164059
63,22c79293-5104-4cd4-949a-ed45886902c9,TOKEN_7669,429115,0,2025-08-27,False,False,2025-10-11,2025-03-13,8909.0,9821.655778,1.204907
64,6349eb43-aae4-4a3f-b1ef-78747d22ec28,TOKEN_6734,507179,0,2025-05-08,False,False,2025-05-02,2025-11-30,4452.0,4679.882298,1.102396
65,68d3e8a9-3370-4ce5-ba8f-35ec8b4a1398,TOKEN_1574,567876,0,2025-03-05,False,False,2025-10-10,2025-10-16,3551.0,3695.969575,1.081673
66,5d14ea89-31dc-4046-9841-0afab8db69cc,TOKEN_7662,613409,0,2025-05-25,False,False,2025-12-24,2025-09-23,25822.0,33489.623413,1.593906
67,51d3de30-71cc-4a33-9737-5db948a43287,TOKEN_5521,992898,0,2025-10-02,False,False,2025-08-14,2025-01-25,27549.0,36276.578298,1.633627
68,1754e0cf-3cb5-4d3e-b675-4f072f520de3,TOKEN_8791,970214,0,2025-08-03,False,False,2025-07-17,2025-12-11,18773.0,22825.677694,1.431779
69,50f84457-fb59-4d62-b710-ced72f160e1c,TOKEN_4731,655335,0,2025-10-15,False,False,2025-03-13,2025-09-13,9595.0,10653.625945,1.220685
70,86ab1e17-4e52-4e16-8064-510845959ba4,TOKEN_6156,411828,0,2025-09-30,False,False,2025-05-08,2025-07-25,25613.0,33157.001794,1.589099
71,7efd8050-726c-48f2-911a-ff0ae7e9db0c,TOKEN_5593,898310,0,2025-09-18,False,False,2025-12-07,2025-02-11,0.0,0.0,1.0
72,70d79419-0cb9-4ca1-86ae-ad0a2191e387,TOKEN_2403,342445,0,2025-12-05,False,False,2025-01-30,2025-03-14,23041.0,29145.94336,1.529943
73,06d4998e-bc5a-4423-a23b-59a9045abcb3,TOKEN_1988,738398,0,2025-05-30,False,False,2025-12-26,2025-04-01,26033.0,33826.447144,1.598759
74,5bf7aa67-d9cd-40a0-b378-6fd35912d9de,TOKEN_5176,423534,0,2025-10-17,False,False,2025-10-20,2025-01-09,1756.0,1791.44047,1.040388
75,ec280a6f-5370-4867-a414-9035e038c360,TOKEN_5881,817679,0,2025-01-31,False,False,2025-03-03,2025-07-27,7983.0,8715.783519,1.183609
76,1bbe744f-6034-440c-a71e-e0e586f7fb4c,TOKEN_7908,185027,0,2025-01-02,False,False,2025-09-08,2025-11-10,12203.0,13915.361569,1.280669
77,366fd3dd-1099-44ef-97f1-8f1591976ba2,TOKEN_8648,215188,0,2025-06-23,False,False,2025-02-27,2025-07-01,9932.0,11066.298958,1.228436
78,e8faf80e-2d79-40a0-8882-922c7c2d6c6c,TOKEN_5486,941606,0,2025-04-17,False,False,2025-12-18,2025-09-30,7202.0,7798.408423,1.165646
79,e4209382-094c-4547-9a24-6df239aa0ca8,TOKEN_3227,675332,0,2025-02-07,False,False,2025-02-10,2025-02-21,12008.0,13666.070644,1.276184
80,787cd621-4576-433f-a37b-60a84a58ac43,TOKEN_7846,637919,0,2025-08-30,False,False,2025-05-12,2025-12-12,0.0,0.0,1.0
81,d8cfee6d-5580-4851-80ee-f5417972dcb1,TOKEN_8822,235494,0,2025-07-26,False,False,2025-07-08,2025-04-14,18084.0,21844.649178,1.415932
82,1e32ada0-ed68-42f0-a9b3-1a2ac7955e5e,TOKEN_4344,885353,0,2025-03-06,False,False,2025-02-22,2025-12-01,7365.0,7988.71239,1.169395
83,16a868a3-303d-4cdc-8772-077b9e59affb,TOKEN_2458,270518,0,2025-08-21,False,False,2025-11-14,2025-11-28,34839.0,48796.792443,1.801297
84,53449431-6c7a-40d4-a5c6-06d850284900,TOKEN_9050,385308,0,2025-10-28,False,False,2025-07-07,2025-06-15,6056.0,6477.69442,1.139288
85,3c00515b-a19a-4535-8f78-815c4e7b1bfd,TOKEN_8493,799980,0,2025-09-18,False,False,2025-07-10,2025-11-08,17310.0,20755.616085,1.39813
86,f2bf78f4-4713-4766-9469-da506e5db99b,TOKEN_1089,333978,0,2025-01-21,False,False,2025-03-03,2025-08-30,14023.0,16284.250819,1.322529
87,d893f3d3-c7b3-479b-989a-0f8bcf7cfc91,TOKEN_3006,958336,0,2025-02-02,False,False,2025-01-08,2025-03-28,21450.0,26740.932075,1.49335
88,ac3242d2-290b-4a00-9490-0ff80ce2f109,TOKEN_7094,600580,0,2025-07-24,False,False,2025-03-17,2025-07-04,31893.0,43590.012894,1.733539
89,395501ee-a08a-467b-ac6f-ba8e05e763d5,TOKEN_5638,400243,0,2025-08-18,False,False,2025-11-30,2025-04-17,0.0,0.0,1.0
90,77f6e1f4-7a20-4c6d-8e94-b5270c634d07,TOKEN_6054,661135,0,2025-10-12,False,False,2025-09-12,2025-08-17,1610.0,1639.790635,1.03703
91,e033eebe-6ad7-49a0-85b5-3eccefb15a4e,TOKEN_4106,279340,0,2025-08-03,False,False,2025-11-07,2025-04-20,16666.0,19859.997235,1.383318
92,de1efa9f-53b0-43f2-a5e2-463edf2f22e0,TOKEN_5555,404030,0,2025-11-17,False,False,2025-05-18,2025-06-18,6214.0,6657.987193,1.142922
93,cfad6fe9-7082-47f8-88a9-c7b9b31ef901,TOKEN_1644,159585,0,2025-05-10,False,False,2025-03-04,2025-05-24,8509.0,9341.537578,1.195707
94,88919ca0-1b5c-4596-8e8c-05ccbbbd8cfb,TOKEN_9511,908991,0,2025-04-27,False,False,2025-10-05,2025-08-19,6029.0,6446.942338,1.138667
95,916e4622-a5b3-490b-80bc-626f879e73d2,TOKEN_2719,256950,0,2025-01-08,False,False,2025-09-26,2025-12-19,30648.0,41449.596444,1.704904
96,994b9788-d908-4e64-9f4f-32354e4cb05b,TOKEN_6002,608424,0,2025-06-12,False,False,2025-02-09,2025-02-20,19871.0,24411.622855,1.457033
97,306c0460-50d8-4e44-8f18-ff53b172af29,TOKEN_5384,506914,0,2025-05-31,False,False,2025-12-14,2025-09-26,9626.0,10691.477875,1.221398
98,a9efc097-ee8b-49b4-b9ae-a44f95bb4525,TOKEN_5294,336062,0,2025-02-16,False,False,2025-01-24,2025-09-15,6480.0,6962.81508,1.14904
99,a58bbe00-2ae2-4b05-ac1d-f63eb33efc75,TOKEN_6425,518676,0,2025-10-27,False,False,2025-08-01,2025-06-23,10615.0,11910.677515,1.244145
100,e22162a4-e937-430e-9559-4e2fe1754607,TOKEN_2056,788908,0,2025-12-19,False,False,2025-01-31,2025-09-29,0.0,0.0,1.0
101,0f482c67-1be7-4743-b2d8-8ce87c1a5b8f,TOKEN_1134,147440,0,2025-10-19,False,False,2025-08-31,2025-09-22,4943.0,5223.925519,1.113689
102,98f84972-7a47-4b62-a782-966fe6184928,TOKEN_1801,230783,0,2025-06-09,False,False,2025-12-19,2025-10-31,20470.0,25288.504945,1.47081
103,63f62047-0e35-4391-b1ce-3bdbfb4ac257,TOKEN_8181,979708,0,2025-05-27,False,False,2025-09-10,2025-06-09,17198.0,20599.171069,1.395554
104,6cfb2bc7-e230-48e0-9b1f-9d5fa8631c87,TOKEN_3015,309485,0,2025-12-30,False,False,2025-08-07,2025-10-15,26719.0,34928.599783,1.614537
105,2f240fdc-8bd9-4318-915a-1af858eebc51,TOKEN_2959,568723,0,2026-01-01,False,False,2025-11-28,2025-06-03,5013.0,5301.939294,1.115299
106,77fe4551-d393-4ac5-8e50-c519b2c9c3a3,TOKEN_9928,208575,0,2025-04-14,False,False,2025-11-21,2025-11-24,7782.0,8478.345033,1.178986
107,829f67cb-4b53-42f3-822d-84227f11f94e,TOKEN_3461,555863,0,2025-09-18,False,False,2025-07-15,2025-07-05,10883.0,12244.931269,1.250309
108,838c8d64-0408-4cae-9b55-7e4b19473d65,TOKEN_3479,435225,0,2025-12-23,False,False,2025-02-21,2025-04-22,4035.0,4222.187685,1.092805
109,1eacb5a0-5b52-4052-b36e-c09a786d19c2,TOKEN_9111,259419,0,2025-10-15,False,False,2025-10-17,2025-01-21,5651.0,6018.173725,1.129973
110,3c0887d0-48d7-48af-ae6e-237b288f4f4e,TOKEN_2847,884867,0,2025-09-25,False,False,2025-05-07,2025-01-07,17570.0,21119.904295,1.40411
111,214b8b68-11f7-49ea-ad16-df03fa519e2f,TOKEN_3007,584695,0,2025-08-28,False,False,2025-05-22,2025-03-14,31408.0,42751.957144,1.722384
112,5dd3a85c-70b2-4584-a0a6-52171633dbf7,TOKEN_1540,847025,0,2025-10-19,False,False,2025-11-03,2025-06-11,4581.0,4822.28127,1.105363
113,65d9fd2b-bff9-4087-af54-00435b4192d9,TOKEN_7959,488267,0,2025-04-17,False,False,2025-08-15,2025-08-11,7595.0,8258.278945,1.174685
114,6e204c5e-e0ff-4bea-9dc3-5365ff4aa5c8,TOKEN_9259,269496,0,2025-05-24,False,False,2025-08-13,2025-01-20,4765.0,5026.05529,1.109595
115,075f9070-14d2-465d-b4bb-75a642d0c76e,TOKEN_6388,744770,0,2025-09-04,False,False,2025-02-13,2025-11-12,10872.0,12231.179388,1.250056
116,4bc6e72a-aa27-42e1-8930-697e22505263,TOKEN_5785,784033,0,2025-10-08,False,False,2025-05-11,2025-09-21,31152.0,42311.783448,1.716496
117,108f2bec-7e12-4d79-86fa-843506e42a82,TOKEN_7251,870745,0,2025-11-17,False,False,2025-11-11,2025-06-14,12049.0,13718.413048,1.277127
118,5211537b-237d-40e2-ad11-eb107be9977b,TOKEN_3672,194025,0,2025-09-11,False,False,2025-07-09,2025-11-23,11599.0,13146.039823,1.266777
119,d000c22a-bb6b-4dab-93ee-56dc79c68aaf,TOKEN_6523,988263,0,2025-11-16,False,False,2025-10-03,2025-01-21,13435.0,15510.586585,1.309005
120,28a55c52-11ce-4806-aeab-6690cde7414f,TOKEN_5308,702824,0,2025-08-24,False,False,2025-12-07,2025-02-19,15799.0,18669.314923,1.363377
121,277d7aa6-6ba8-44b6-92d6-886731f6f7ef,TOKEN_8950,420924,0,2025-03-25,False,False,2025-01-08,2025-01-04,28494.0,37830.614733,1.655362
122,c5301036-484f-46c3-8abb-860e0832aa03,TOKEN_4894,646755,0,2025-05-07,False,False,2025-06-03,2025-09-21,7040.0,7609.87744,1.16192
123,701ce3b3-0491-4bb6-bbe1-6e2c15d3574e,TOKEN_7721,615381,0,2025-06-29,False,False,2025-06-04,2025-10-22,13437.0,15513.204618,1.309051
124,426b59fd-2c6d-48a4-a8ab-da72c6f63a96,TOKEN_3152,738387,0,2025-08-02,False,False,2025-02-25,2025-05-09,8707.0,9578.736133,1.200261
125,f9de050a-6432-4348-9137-6d7ca7ae3062,TOKEN_9043,611416,0,2025-09-22,False,False,2025-03-22,2025-07-04,15715.0,18554.873365,1.361445
126,65bf5046-65aa-41e3-9ffb-1820707d116b,TOKEN_5866,548182,0,2025-07-23,False,False,2025-08-31,2025-01-19,16108.0,19091.692894,1.370484
127,0cc77338-9a14-4b8b-815b-af84c251d964,TOKEN_6943,728057,0,2025-03-18,False,False,2025-12-27,2025-05-01,31291.0,42550.596985,1.719693
128,86cda1db-ed26-4ddd-9afd-fdd844f14c8c,TOKEN_3289,348180,0,2025-07-14,False,False,2025-03-01,2025-07-18,8749.0,9629.166898,1.201227
129,e5737232-cb38-4acb-8317-acb516e19739,TOKEN_4109,504283,0,2025-12-07,False,False,2025-10-29,2025-10-18,0.0,0.0,1.0
130,8f84cc1e-a4a6-4e70-95fd-8b406157bfd8,TOKEN_3365,365342,0,2025-09-12,False,False,2025-02-20,2025-07-12,0.0,0.0,1.0
131,a2795f07-de58-4fdd-9f3e-c246315cba66,TOKEN_2816,562281,0,2025-11-04,False,False,2025-08-07,2025-06-16,7037.0,7606.391818,1.161851
132,575f03d2-9c35-4c25-b74f-e9d214386412,TOKEN_7670,449006,0,2025-10-31,False,False,2025-09-20,2025-10-26,10759.0,12090.071203,1.247457
133,64c44d8a-9d6b-4168-9f7e-a59f3f80b9b8,TOKEN_1888,105725,0,2025-06-01,False,False,2025-03-24,2025-03-09,11627.0,13181.518273,1.267421
134,f6e4eac4-b04b-4924-9b8a-4e1b9cc7cd34,TOKEN_4512,951990,0,2025-04-02,False,False,2025-10-20,2025-06-10,7203.0,7799.574069,1.165669
135,c4a470e4-1c7f-4a33-8875-71ece3ec4510,TOKEN_8304,145335,0,2025-05-07,False,False,2025-03-08,2025-06-17,35956.0,50823.17677,1.826988
136,ccaea7d9-bae4-47f5-934a-9cc912f86701,TOKEN_9757,383805,0,2025-07-11,False,False,2025-05-02,2025-12-16,7224.0,7824.057948,1.166152
137,b373675a-13d7-473d-872f-1c1cb844f292,TOKEN_9882,205894,0,2025-05-26,False,False,2025-09-13,2025-01-05,4530.0,4765.938255,1.10419
138,f8c35247-d8df-4da3-96e1-cb8d7849b745,TOKEN_7017,692399,0,2025-08-02,False,False,2025-05-13,2025-12-17,7537.0,8190.186568,1.173351
139,2b0aa866-97fd-4726-a566-75adbc0bfcc0,TOKEN_5445,167802,0,2025-01-13,False,False,2025-05-22,2025-01-07,8314.0,9108.814243,1.191222
140,adb5c42f-bee8-46e7-ade5-8fdd04d02702,TOKEN_9276,241113,0,2025-12-21,False,False,2025-05-29,2025-08-30,0.0,0.0,1.0
141,7bf92559-a507-49cf-aad4-e7daae737a16,TOKEN_2994,234839,0,2025-05-29,False,False,2025-09-08,2025-07-04,17718.0,21327.962769,1.407514
142,a4593520-a947-419f-87af-2b0214ec0c3f,TOKEN_5056,189160,0,2025-11-03,False,False,2025-07-18,2025-11-21,22508.0,28333.756894,1.517684
143,6f669229-28ce-4a74-9e60-29706f71744a,TOKEN_7939,126935,0,2025-05-16,False,False,2025-03-16,2025-11-11,12992.0,14932.959328,1.298816
144,2c774c86-ea4c-4778-bc00-eca3cf77e9e3,TOKEN_7129,343054,0,2025-05-20,False,False,2025-12-27,2025-03-22,0.0,0.0,1.0
145,dbceae64-37c9-4e4d-81d9-82a1a861eaf3,TOKEN_7941,413972,0,2025-01-06,False,False,2025-09-11,2025-10-29,27846.0,36762.776505,1.640458
146,cdfe35a0-6eaf-48d2-8921-4a18a917c23d,TOKEN_5171,899456,0,2025-09-30,False,False,2025-01-14,2025-03-25,4609.0,4853.240128,1.106007
147,6b9c5bd0-79e1-4f6b-8e55-0e1974bcbd6b,TOKEN_1741,827791,0,2025-04-22,False,False,2025-12-22,2025-03-03,0.0,0.0,1.0
148,258e8201-f5d1-4d29-85f8-60d0019ee2df,TOKEN_3328,221352,0,2025-07-01,False,False,2025-01-07,2025-03-28,36035.0,50967.579685,1.828805
149,b0ca7826-7f38-425b-9cfb-42b6b7cbce79,TOKEN_6943,856696,0,2025-07-12,False,False,2025-05-14,2025-05-01,12392.0,14157.816628,1.285016
150,a8f13cbb-81c1-499a-ba4b-988768d4281d,TOKEN_6171,505270,0,2025-05-31,False,False,2025-03-10,2025-02-20,16153.0,19153.387444,1.371519
