social_verif_id,issuer_id,platform,handle,followers_count,verified,initiated_at,completed_at,attempts,status,metadata
5d0500c4-d2b8-46f3-b424-7754d0a1c647,46d0fec0-7528-45fb-a969-f83339f9fb6e,X,x_2395,188236,True,2025-04-16,2025-01-08,2,PASSED,
cd38f7b9-ba63-49b1-ab1b-15e9586d14dd,e4795af6-74ea-4303-9e3c-65c36bd30023,INSTAGRAM,instagram_5610,138415,True,2025-08-23,2025-02-19,2,PASSED,
703cdcff-7542-478f-9894-560ffec25f9b,cd33525a-645b-4c15-8117-8907d62bbf6b,YOUTUBE,youtube_9512,723447,True,2025-08-09,2025-08-15,3,PASSED,
adbd3d99-4a40-4646-9b47-e19126084112,9d054a1c-f58c-4f12-bc62-da2200a75ab2,INSTAGRAM,instagram_7575,77958,True,2025-03-14,2025-04-08,3,PASSED,
9f711284-9ae4-42fd-8de2-1a9070873bc0,c0c092bb-670c-4bbd-bcb5-c0e100a51ef3,YOUTUBE,youtube_8580,313885,True,2025-04-22,2025-08-10,3,PASSED,
3167d380-c225-4a1b-935e-93963b593586,5830dd45-777d-4bd4-a4e7-48d7d2e1dec6,YOUTUBE,youtube_8363,549039,True,2025-04-28,2026-01-01,3,PASSED,
f44cb7b5-90a1-468d-98db-611f850c5230,affeacfb-7d43-4a1a-a647-25b401b79dc3,X,x_3292,861862,True,2025-06-19,2025-12-15,2,PASSED,
eed7f466-8e70-432f-a24f-31559bc262ff,c544903b-d005-438c-9a04-49d540156bba,INSTAGRAM,instagram_8465,115193,True,2025-09-01,2025-10-24,3,PASSED,
d7210e6d-182c-4cab-8642-6906fc2ab7e4,95ea9056-ffb6-4c97-a52a-12e0b449718d,INSTAGRAM,instagram_5598,446573,True,2025-11-17,2025-05-04,3,PASSED,
04c5306a-9e5b-464b-8592-5b3eeb365a85,5856138a-e9d2-4e5a-911c-340ce03abb30,INSTAGRAM,instagram_5238,474457,True,2025-04-21,2025-01-09,2,PASSED,
aaa8ff73-4276-4a4b-a53b-fa8f4d8f2501,c9b55d8d-e51b-4b87-a00b-247cf117b0a0,YOUTUBE,youtube_4654,550065,True,2025-05-10,2025-06-20,2,PASSED,
be78c0f8-773e-434f-92f4-d4733ddc0fcf,2f8d800a-2b5b-4423-822c-e7343cca613c,X,x_3099,186116,True,2025-11-08,2025-04-20,1,PASSED,
c2166409-fe58-4dec-89b1-3a5bdbd75d9c,70a3da71-8a42-4739-a7a1-694ec4eefe26,X,x_7673,71587,True,2025-03-18,2025-05-08,3,PASSED,
f193ebc4-fd62-40d6-ad80-c02840e5cf24,d1a5f017-f5e7-46e1-b9a4-6c6cfa8f113c,X,x_3042,618339,True,2025-05-24,2025-05-13,1,PASSED,
6ac08bce-72ee-4965-b3a4-c31b2eb93aa2,1ed467ab-a71a-4e7a-b951-e46443cef3c0,X,x_7773,493731,True,2025-01-13,2025-06-16,1,PASSED,
e0e90d80-a4bb-42cc-94f7-ff928d14a331,728108f9-42ac-416f-a003-c39247b69f56,INSTAGRAM,instagram_1598,616653,True,2025-01-20,2025-03-05,2,PASSED,
5b178f33-d147-43aa-8644-7cd1c9ea917a,3928b0cd-609c-40f0-a404-c32fade88c2e,X,x_8296,740921,True,2025-12-17,2025-04-17,1,PASSED,
30e1580b-38dc-4bc1-9a6e-d80d34a9717d,632af6a8-e6a2-4aea-b29c-a9cc9d501d65,INSTAGRAM,instagram_4940,175907,True,2025-12-20,2025-10-21,2,PASSED,
27e97e0f-ff99-4171-80d0-10a750691679,17adcaa4-6a4b-4da8-8c3d-228f31958a6a,X,x_1625,289870,True,2025-03-16,2025-05-21,2,PASSED,
91a28611-f4fd-4815-b815-779ed580f0e9,f53a5aa9-d866-41cf-a957-ca3caa940054,YOUTUBE,youtube_2637,406739,True,2025-09-29,2025-10-13,3,PASSED,
1ce2e8ae-a23e-445e-b3a2-71c8f6f68858,c5ddc25e-a8fa-4467-8191-77b023cbdaf4,YOUTUBE,youtube_7431,390697,True,2025-09-16,2025-08-10,3,PASSED,
710e2b8c-311c-45d3-969e-9a21fa362f2d,40bac56b-a8ba-4c4b-ba77-f2c1d0855140,X,x_3566,864331,True,2025-12-29,2025-11-27,3,PASSED,
10fef629-ce1d-4867-85d1-9ef541a72183,ee5156aa-f295-4e20-ae0b-add8968eecfc,INSTAGRAM,instagram_9514,399965,True,2025-04-17,2025-09-19,2,PASSED,
f478a1ef-9ea7-4a77-bc2a-f093642f09c7,a84cecf2-09f7-4c86-b813-6b6a76bd2a09,INSTAGRAM,instagram_4967,586136,True,2025-03-13,2025-08-24,2,PASSED,
5a132311-065c-4505-9a2a-616ae04a0ca1,0eef44bf-bcb3-4755-b80d-96b8620129fd,INSTAGRAM,instagram_7932,310971,True,2025-03-01,2025-04-09,1,PASSED,
4f735480-a527-4516-a046-ab1bf447e69e,4c36cfaa-77d6-455a-9799-9db2363c51e9,INSTAGRAM,instagram_8021,50124,True,2025-10-08,2025-10-14,3,PASSED,
de573482-999c-474b-a561-591a0b797d5e,0d392650-b654-49ec-b161-d4c69f9507bc,YOUTUBE,youtube_9248,948865,True,2025-08-09,2025-12-16,1,PASSED,
ddf38476-3467-4c2f-b67d-76125e3bdd8b,5985be90-9217-4f62-b305-655ee54424d3,INSTAGRAM,instagram_4867,35517,True,2025-05-29,2025-03-02,3,PASSED,
b84cc6e6-39cd-4ed7-9996-b8546acba9e6,65cb25ea-536b-472d-b4ad-be94751c6980,YOUTUBE,youtube_7546,557310,True,2025-08-20,2025-02-15,3,PASSED,
5a96cc4f-9cc4-4d0b-b3c5-d57847edf934,ddc59480-d790-4b3f-96c8-f59e7c389023,X,x_2812,260263,True,2025-10-16,2025-02-13,1,PASSED,
668f52bd-1046-4a71-848d-9f3b3ffd231b,03caef7f-6fea-43eb-bc60-60287db5cc4b,YOUTUBE,youtube_9645,520398,True,2025-02-01,2025-09-23,1,PASSED,
672e8a80-bf85-4a19-b9b6-94e1a11f8fd9,65453010-b03f-4c54-837b-521a2070b6ec,INSTAGRAM,instagram_7355,859766,True,2025-02-24,2025-10-13,3,PASSED,
91342082-e8b9-4920-a19a-d49c39bff889,47ad1ce3-982d-40b8-a209-6e2156ae2c2c,INSTAGRAM,instagram_4160,466677,True,2025-09-06,2025-08-11,2,PASSED,
ae94e1fc-a4a4-4254-a797-514386653107,92fb0700-67c4-4e89-a1b2-a0f143c45e6b,X,x_4787,461791,True,2025-01-19,2025-07-06,1,PASSED,
53f5d08e-53fe-4466-b052-141b090b356e,8e84cb74-b369-4af8-8ef1-a7f4baebf8c7,INSTAGRAM,instagram_2093,105912,True,2025-12-07,2025-09-17,1,PASSED,
fb3e3476-6bbf-4b14-87d4-a03941baff48,3470df13-3be5-4a18-918e-9cd87686b64f,X,x_8774,847141,True,2025-11-24,2025-07-10,3,PASSED,
6f4cc42e-8920-41cc-9fb8-3d7218aafd25,cd92e456-118d-4b48-ab3f-57901c4c85f5,X,x_5440,376150,True,2025-05-18,2025-11-04,3,PASSED,
a9c0d525-8e7b-4d48-94f9-15240016a8f9,787a9b6f-bf13-45dc-973a-a504f3c39408,X,x_5407,678387,True,2025-10-26,2025-05-08,3,PASSED,
31aecd06-f61c-4861-8243-4bf05a6fc05e,7f8c3f95-6fea-40fb-8a11-54cd3c679615,YOUTUBE,youtube_2544,242617,True,2025-03-30,2025-03-07,3,PASSED,
90b1e007-24a6-4fd2-85e6-9173a2fafa52,045db9e5-dbc2-4ad3-9b31-b5e3b473155c,X,x_5209,894686,True,2025-02-14,2025-12-27,1,PASSED,
b470a123-aa9e-44bf-b9de-eab432839149,6eca1bc3-628e-4ac8-b98a-5af072c7c420,X,x_4896,891592,True,2025-05-04,2025-09-23,2,PASSED,
0c8bf6db-8e52-47e2-8d20-25febe90c270,9abd5642-aac8-4427-9cab-591126d3f5ee,X,x_5938,822011,True,2025-11-15,2025-03-10,3,PASSED,
02160400-9463-4497-93d1-fb30decc4b11,ecd9d352-f31f-4af7-a97e-e3648b9ee958,X,x_5601,958964,True,2025-03-17,2025-02-20,2,PASSED,
054e3e62-ee66-45f3-991e-bcff922ca3b5,805181f7-e84d-4ed0-879c-855e1421b533,YOUTUBE,youtube_4133,623288,True,2025-07-25,2025-07-30,2,PASSED,
07026994-d710-49bb-963c-7270b4cc8ca3,31a8007a-7700-4f4a-9b97-768bc0b65ffd,INSTAGRAM,instagram_1087,43858,True,2025-05-14,2025-01-01,2,PASSED,
b341c764-533a-4e13-8f4f-866db91c78ab,74890740-5ffd-496a-98a8-6d569648e63a,X,x_6125,831153,True,2025-11-01,2025-06-29,2,PASSED,
684d3d32-6164-453e-9d28-43544c86ee7d,9d3ce2d3-d674-47db-84e0-291b7e91b7e3,INSTAGRAM,instagram_4266,299706,True,2025-02-21,2025-12-30,2,PASSED,
714f6210-3f34-4d49-a975-04d0bb01bb35,9f930c04-5485-403c-ba78-b678273d8af7,X,x_7823,510106,True,2025-01-17,2025-06-07,2,PASSED,
f8136bf4-6778-4564-86c6-e0fd41af6b71,60a114e3-e5e7-49eb-8dca-667a04de09e9,YOUTUBE,youtube_4339,340293,True,2025-12-11,2025-11-12,3,PASSED,
86b41cb6-3517-451e-ade2-2b2126fc269a,274d9003-9297-47d1-b072-2cf45a5f09ff,INSTAGRAM,instagram_9646,114638,True,2025-06-24,2025-11-04,3,PASSED,
7af7b8ea-5993-4957-82c6-005fb120400e,92f699fd-9628-43dd-a144-886045f0d915,INSTAGRAM,instagram_1003,843749,True,2025-04-29,2025-12-27,1,PASSED,
a1fcbe3f-8685-4ad0-bc93-9394827a5684,b74fda51-b9d7-4b47-9d26-2aae594755b1,INSTAGRAM,instagram_8051,939023,True,2025-09-21,2025-08-07,2,PASSED,
ed0f430d-d9ee-4bd2-bc27-6438e7ec1265,3b5f4ada-9fdd-4361-98b6-3e2f9422c592,YOUTUBE,youtube_5907,450452,True,2025-04-06,2025-08-25,3,PASSED,
440e1f87-8cca-471e-a0f5-48b7b75733c4,8754d24a-74ba-4b90-9eb2-8cc92604c1ec,YOUTUBE,youtube_4708,964586,True,2025-02-19,2025-12-29,3,PASSED,
9311cd0a-86fc-44e8-83c2-86d8e6bad1bd,e8b74ff0-1c3d-42d3-a5f1-4e055f50f18b,YOUTUBE,youtube_5169,270200,True,2025-11-08,2025-07-14,3,PASSED,
cef07bf9-88fd-454d-a652-81b3db86420e,029188ed-6128-4ad8-859c-44576dc821ec,YOUTUBE,youtube_5396,926531,True,2025-08-29,2025-03-13,2,PASSED,
8ad9663e-b77a-40d4-a2fe-0540fb09d5e0,5a2d725b-47e5-4637-96a7-b5bb8a5a4ed1,X,x_8109,941632,True,2025-03-19,2025-05-08,3,PASSED,
d927e436-c1cb-45cf-b3b6-7c16dc70ae4a,b9cf8f19-cce8-44e2-b17c-caf8c5677fc1,INSTAGRAM,instagram_3818,703694,True,2025-06-08,2025-07-26,1,PASSED,
424eada3-5685-4277-99c4-3206ed8726a9,575dba14-c272-46d1-86c4-6816ce71f32c,INSTAGRAM,instagram_1457,468099,True,2025-09-10,2025-05-20,1,PASSED,
64d49911-c844-4c8d-bf51-79d990578697,ba27109e-4950-48c4-9a13-b838acfac8d1,YOUTUBE,youtube_5815,239527,True,2025-10-26,2025-03-16,3,PASSED,
1af3a801-99b0-41f0-9c46-a2ae571fca53,d373d5fe-1ca9-44c1-bce2-43d7a90a435a,INSTAGRAM,instagram_1135,718312,True,2025-10-04,2025-10-20,1,PASSED,
11c8f7eb-72fa-49e8-a27f-612d2db8dcf6,3509875e-5d87-44bd-8e61-4adbb913f3b4,X,x_3909,531343,True,2025-09-29,2025-01-19,2,PASSED,
6adbe9cd-990c-4bae-8754-a83c9546e6f5,a0f9d6c0-d517-4087-b8bb-48a685740582,X,x_4073,737610,True,2025-09-30,2025-04-27,2,PASSED,
dd2038b5-448e-40c8-8d23-55a1c6f87efd,09ffdee2-12a7-4833-a93d-e6037ed6d3d7,INSTAGRAM,instagram_8202,761875,True,2025-07-13,2025-03-13,1,PASSED,
bc1c4e77-19d6-44b3-9bd1-f6f1193348db,4f2ded3f-1b35-438f-9a46-aa0173ef3810,X,x_9342,895851,True,2025-04-23,2025-11-08,3,PASSED,
74c2001c-16f5-4053-b9b6-32b3b1c2c873,32de031a-29a6-4683-865d-63d3fb48ec97,X,x_2025,145902,True,2025-12-29,2025-03-13,3,PASSED,
3b810a0e-3d7b-4f47-8908-0fac52159bdb,ca6501f8-d7e0-4cac-97fa-e738592ca0ad,INSTAGRAM,instagram_5075,889562,True,2025-10-09,2025-09-25,2,PASSED,
a09a6be9-ef9f-4202-8226-a50156b74585,a5d4c34c-3105-427a-90a2-64b4e095bd45,INSTAGRAM,instagram_5318,315349,True,2025-04-02,2025-04-04,2,PASSED,
b26b9116-a1bd-4957-b01e-72a50a6fec65,0098e6f1-86ec-4bb7-8aa2-831dbfd067ca,X,x_4495,212484,True,2025-11-08,2025-11-26,1,PASSED,
d4217b68-8ad9-4ba1-95e8-3712784b8b8d,8c2212a3-d67a-45db-873e-1143b0b8b737,X,x_7081,541269,True,2025-01-09,2025-01-12,3,PASSED,
d6d3e465-a239-4f55-a671-f9b54dee383c,d5d21e06-7408-4151-a397-51b4145420a2,YOUTUBE,youtube_7277,51436,True,2025-11-10,2025-08-22,3,PASSED,
df37c731-fc10-4581-a556-cac2bcf8512d,e378b9e4-5a5b-415c-97d5-713615dd2599,INSTAGRAM,instagram_3370,909829,True,2025-10-10,2025-12-14,1,PASSED,
2f75e802-fde1-419c-b319-2a4c1031876a,e119db9d-2a54-44dc-8731-218066b0eafe,YOUTUBE,youtube_4166,901784,True,2025-07-08,2025-10-07,2,PASSED,
a948959b-2cd1-4c3a-88cd-7c622b2c091b,9682ac06-83cd-46d0-bfd1-a2e0b87d8dda,INSTAGRAM,instagram_6114,194103,True,2025-01-12,2025-10-20,1,PASSED,
5d3a153a-84ba-4c1b-bddf-00ef1052db8a,edec287b-7f09-4a0f-b905-bdf7d2fd5bd2,INSTAGRAM,instagram_5550,792555,True,2025-04-15,2025-03-05,2,PASSED,
edf32327-c5fa-4a51-8c59-2ed5d25c9c26,6011a54c-3d1b-4914-bd22-275dfcb4bf5f,X,x_5666,988885,True,2025-10-30,2025-12-23,1,PASSED,
b1202a5c-b608-461b-9399-727a0c0d3acc,dad11a2c-bd1f-4523-bb94-de9502c8da17,X,x_9923,733853,True,2025-02-10,2025-07-17,3,PASSED,
466f633b-9514-4076-8f4d-8bebbf9770bc,7905f7cf-934e-4780-8db3-b71bc8dd5ec7,INSTAGRAM,instagram_4396,213737,True,2025-12-31,2025-10-28,3,PASSED,
cd8b878a-e5f9-4834-b37a-29a78feb4c76,1a02d258-8196-4211-a071-e87230402cbf,X,x_7938,219333,True,2025-09-16,2025-12-05,2,PASSED,
5cf9dd26-2e15-441b-b532-eb413335039f,234f02c7-4015-41ec-9b6a-ed8583aa50c4,X,x_9777,38502,True,2025-03-15,2025-05-29,3,PASSED,
0f71f67c-8044-4679-9ad9-d6f46508041d,988119f3-f391-46dd-ad14-2d3fac74c5f6,X,x_8797,869915,True,2025-09-24,2025-10-02,1,PASSED,
f433e70d-f022-4818-87db-4791853a6238,e4242695-d170-4098-a2f0-8ffecd5131dd,INSTAGRAM,instagram_9069,203649,True,2025-01-19,2025-12-21,2,PASSED,
