issuer_id,wallet_provisioned,wallet_address,wallet_email_sent,dashboard_redirect,oauth_verified_min2,verified_at,created_at,updated_at,metadata
f9696dbe-2e51-4d75-822f-6c593c167947,False,0x40c33cf5b6ff4039bbdc52d3b2b696c1,True,True,True,2025-11-24,2025-05-14,,
ecddcc67-2fab-43ff-8ada-d45cf93cf4f6,False,0xcdd881799c2d47908ec71123b5d48817,True,True,True,2025-09-26,2025-07-23,,
3fa6e31d-9fda-4d5e-95d3-1750903b27bc,True,0x11f6239e2ef0439c94228090902115aa,True,True,True,2025-10-26,2025-08-07,,
6d3a7257-7626-4e64-9ae2-15d932f65792,True,0x8cb562434dbe4aa5a69cfc5fcb2d7a55,True,True,True,2025-04-06,2025-01-20,,
8d83c2f8-6db7-4503-b0e8-d1f374d86d8a,True,0x18c34c6c8ebe458fb68c887e0df14023,True,True,False,2025-03-29,2025-06-10,,
a771c417-53fc-48be-9b1d-a6b07afca31e,True,0x61e143c6a98148ea98d310fc1cb1ec0d,True,True,False,2025-06-07,2025-09-13,,
c0af8e32-920b-4143-bf0e-4f6e5c5c719a,True,0xa76a6a275a634df0ad64a3158431c682,True,True,True,2025-08-14,2025-12-20,,
c90f2ec7-e514-4958-b522-575a6658058e,False,0x690e24be5c084f37b6bfc62c2eb5103a,True,True,False,2025-03-01,2025-08-30,,
d51efebc-01f9-4f9a-97c9-44dc93b08975,False,0xacb2555b912b47d3be878c53e132d539,True,True,True,2025-10-09,2025-09-23,,
62b61681-7966-4da9-a8e9-2a41d7ab6aa6,False,0x5d76e3a102bb488aba306672bd75b775,True,True,True,2025-07-01,2025-07-06,,
3f03ab8f-4f83-46c4-8ae9-17da7e30d244,False,0xb9bb121c54f54401b145e3f84799b960,True,True,True,2025-08-13,2025-12-25,,
33fe6d61-7f35-41c1-a3a6-a181405ae652,True,0x2d8b6b81a8b04e62aef0adae7d509928,True,True,False,2025-09-14,2025-11-29,,
89d9b894-cc9f-40bf-a655-375e9d8ef3da,True,0x1ef23d387ed74ab9b9f7d3d5f684fd0e,True,True,True,2025-10-29,2025-11-27,,
c22b42de-4e0f-4185-a206-02ff3566b758,True,0x8213f4b2c0cc4922917d444791adef5f,True,True,False,2025-11-10,2025-05-14,,
ba0fbd33-3f65-42d2-93c4-273f40e66842,False,0x3875e7e9e69445889bb38589caf782d5,True,True,False,2025-10-05,2025-04-25,,
efe13eab-3211-4fd6-804a-9a6144e7a538,True,0x0d5d0ed2bff14a7daa6224ee5852141d,True,True,False,2025-03-29,2025-06-09,,
21ded554-6878-4e70-a2f8-0132a03ab53a,True,0x0d5aa817fceb42c6905ac915e1aa116d,True,True,False,2025-05-22,2025-02-27,,
58445bec-c2fd-4c90-a00a-9e1b784f75d9,False,0x362f8d5e638048f9a47c535460b9033f,True,True,False,2025-11-28,2025-03-28,,
87853fa6-c4f7-444c-be13-aab13ca9ecfe,False,0x05e8919ccd6b4fe69572c29dcc57f554,True,True,True,2025-08-12,2025-11-10,,
ff7bf609-fd6b-4dda-8434-80f4530240dd,False,0x7f30c716f0c44c1e88c6cec8fe7b2c27,True,True,True,2025-08-20,2025-08-05,,
18d91a74-e847-47e2-a7cf-fb45d7b70763,False,0x0f39996ff48448c58070f05d45b3a275,True,True,False,2025-03-10,2025-12-27,,
c8881d59-a8b4-429d-beed-10a8e60367a6,False,0xd2bc73ad13b149259cd577b899e55520,True,True,False,2025-04-23,2025-06-05,,
6741d720-6e20-4946-97e7-219dfe3c23f4,False,0x486f57324b7745ec905ce6a949a3a5d3,True,True,False,2025-05-08,2025-11-01,,
36bcf783-9a45-4b4d-9b23-d33eda39c452,True,0xd7802d2f99f0492c860fc46aeab893c4,True,True,True,2025-08-28,2025-04-24,,
80db6332-9921-4fc0-9e8a-56c53d3d987b,False,0xcfd10055d4ec4a75967f6f73fd5242e2,True,True,False,2025-12-27,2025-11-07,,
921ff2b1-2ce7-4bf6-aa3c-1f51fad72b81,False,0xb5436a816552422fae23946a22dd19bc,True,True,False,2025-08-26,2025-07-20,,
aed942dc-1b16-450e-9557-fe0777e31428,True,0x9b2cbdd2262c48e1adbc0ed69c42f25b,True,True,False,2025-07-17,2025-10-06,,
4ba9515c-691d-4403-9cdd-307d273ec023,False,0xebebebc87e904f31839104f8c5b4adad,True,True,False,2025-06-14,2025-12-29,,
46d0fec0-7528-45fb-a969-f83339f9fb6e,False,0xc391af013e0c4c57ac1c396b388a9783,True,True,False,2025-01-07,2025-08-04,,
e4795af6-74ea-4303-9e3c-65c36bd30023,True,0xe5d1a62c93a34469ae5d3b72211a5111,True,True,True,2025-02-12,2025-11-24,,
cd33525a-645b-4c15-8117-8907d62bbf6b,False,0x4ed60c93bac04c34a48a79ff4a3c1fa3,True,True,True,2025-07-09,2025-12-25,,
9d054a1c-f58c-4f12-bc62-da2200a75ab2,False,0xab800fa3b9a24c0297d2ded1a6841cff,True,True,False,2025-06-20,2025-01-22,,
c0c092bb-670c-4bbd-bcb5-c0e100a51ef3,True,0xcf96165ea20a4ce1b3519fb9f2eec110,True,True,True,2025-07-25,2025-03-09,,
5830dd45-777d-4bd4-a4e7-48d7d2e1dec6,False,0x5786e5a12b1f4aacbd1cd60d4a155194,True,True,False,2025-01-26,2025-09-15,,
affeacfb-7d43-4a1a-a647-25b401b79dc3,False,0xb342dbde23914d0689e422b4cd9c465d,True,True,False,2025-10-11,2025-09-12,,
c544903b-d005-438c-9a04-49d540156bba,False,0x38213a2dbfd04843ad688615351c6c62,True,True,False,2025-12-27,2025-03-07,,
95ea9056-ffb6-4c97-a52a-12e0b449718d,True,0x9f159eb70ffd43de807742b7a0e7ba1a,True,True,True,2025-03-21,2025-08-31,,
5856138a-e9d2-4e5a-911c-340ce03abb30,True,0x796c31ba35a34f68803ca7950a9c0a03,True,True,True,2025-09-29,2025-12-14,,
c9b55d8d-e51b-4b87-a00b-247cf117b0a0,False,0x7ee5a823a0ab4354bf7eaaec7aa9e1ea,True,True,True,2025-01-29,2025-04-17,,
2f8d800a-2b5b-4423-822c-e7343cca613c,False,0xb96b2f24678842ec96e328276eea7171,True,True,False,2025-04-04,2025-03-02,,
70a3da71-8a42-4739-a7a1-694ec4eefe26,False,0x4f0dde9522c342b8ab8b0e5d92fe638d,True,True,False,2025-10-03,2025-09-02,,
d1a5f017-f5e7-46e1-b9a4-6c6cfa8f113c,True,0x6347c010c8954b32b6d365e5f29eb90e,True,True,True,2025-11-30,2025-06-15,,
1ed467ab-a71a-4e7a-b951-e46443cef3c0,True,0x7496c47a10974b6d889e3d18cf643d57,True,True,True,2025-04-14,2025-02-18,,
728108f9-42ac-416f-a003-c39247b69f56,False,0xeaa5e2bbd3584653b77f048d1da522e1,True,True,False,2025-05-23,2025-10-01,,
3928b0cd-609c-40f0-a404-c32fade88c2e,True,0x2a94bd5aa4c74cefa7af3d74bc82fb44,True,True,False,2025-06-02,2025-05-15,,
632af6a8-e6a2-4aea-b29c-a9cc9d501d65,False,0x2b858e7878cc4a518d19d1b27a081c70,True,True,True,2025-05-12,2025-04-03,,
17adcaa4-6a4b-4da8-8c3d-228f31958a6a,True,0x9d728b719f4043cdb5c159e746eb9f6a,True,True,True,2025-01-22,2025-07-05,,
f53a5aa9-d866-41cf-a957-ca3caa940054,True,0xbac8e61d5ed042c0a88986c922596929,True,True,False,2025-05-08,2025-03-07,,
c5ddc25e-a8fa-4467-8191-77b023cbdaf4,False,0x1708cf89295642e7a27ed6c04705ee26,True,True,True,2025-10-04,2025-10-09,,
40bac56b-a8ba-4c4b-ba77-f2c1d0855140,False,0xbe41d4a8decc4c1ca54e21a693757634,True,True,False,2025-01-13,2025-12-12,,
ee5156aa-f295-4e20-ae0b-add8968eecfc,True,0x4a22773048c2491ca41b36d3e96c777f,True,True,False,2025-02-11,2025-12-25,,
a84cecf2-09f7-4c86-b813-6b6a76bd2a09,False,0x59eeed3d970648ad85b091aaf7ffdbdd,True,True,False,2025-06-24,2025-11-30,,
0eef44bf-bcb3-4755-b80d-96b8620129fd,False,0x6b57f721ba9c4bd0932a828185479c4d,True,True,True,2025-10-22,2025-03-17,,
4c36cfaa-77d6-455a-9799-9db2363c51e9,False,0x61eaaee19980408086b81e026fa997dc,True,True,False,2025-01-16,2025-04-15,,
0d392650-b654-49ec-b161-d4c69f9507bc,True,0x9a0bb9e2ad5f4bd889e15fa0048d60c5,True,True,False,2025-07-14,2025-02-05,,
5985be90-9217-4f62-b305-655ee54424d3,True,0x5803ef43133d44459128872fa92874c2,True,True,True,2025-08-20,2025-06-23,,
65cb25ea-536b-472d-b4ad-be94751c6980,False,0xdaa96675e1b94c1680b882f57ff1998c,True,True,True,2025-11-05,2025-08-08,,
ddc59480-d790-4b3f-96c8-f59e7c389023,True,0x3b926c140ce94a6aa1c45b00249c9e4c,True,True,True,2025-05-28,2025-11-30,,
03caef7f-6fea-43eb-bc60-60287db5cc4b,True,0x8de99eba167b442cb7bd217beff8426f,True,True,False,2025-12-20,2025-05-31,,
65453010-b03f-4c54-837b-521a2070b6ec,False,0x1ac0da68e51c4e73b2c967a695e11933,True,True,False,2025-07-03,2025-08-06,,
47ad1ce3-982d-40b8-a209-6e2156ae2c2c,False,0x6fcc5038395343cfa95dfdb5c580ad82,True,True,True,2025-02-23,2025-05-11,,
92fb0700-67c4-4e89-a1b2-a0f143c45e6b,True,0xfa9fe7661cb14c6d844bb0235c7345f2,True,True,True,2025-08-12,2025-10-21,,
8e84cb74-b369-4af8-8ef1-a7f4baebf8c7,False,0xd1eb645a05b94b4aaba62930e15f3e19,True,True,False,2025-02-21,2025-05-20,,
3470df13-3be5-4a18-918e-9cd87686b64f,False,0xae9b0769c5524f0facec745c2260d18d,True,True,False,2025-08-28,2025-09-06,,
cd92e456-118d-4b48-ab3f-57901c4c85f5,False,0x6436ba55478144d382a37cda770ccd42,True,True,True,2025-01-15,2025-02-23,,
787a9b6f-bf13-45dc-973a-a504f3c39408,True,0x1d67696089904fc0bc2383d60a2bd771,True,True,False,2025-11-05,2025-12-26,,
7f8c3f95-6fea-40fb-8a11-54cd3c679615,False,0xecd9f123d31e4c949b25c66092a23240,True,True,False,2025-01-20,2025-06-10,,
045db9e5-dbc2-4ad3-9b31-b5e3b473155c,False,0xc42a4c8fc58544e4bb3e41ad9ca72548,True,True,False,2025-10-28,2025-09-18,,
6eca1bc3-628e-4ac8-b98a-5af072c7c420,False,0xa99fb2a2187846c19f85e55b1102e255,True,True,True,2025-03-22,2025-02-04,,
9abd5642-aac8-4427-9cab-591126d3f5ee,False,0x8e4eaa2429b54ae0a4075a636cf32002,True,True,False,2025-03-24,2025-10-23,,
ecd9d352-f31f-4af7-a97e-e3648b9ee958,False,0xe3fd441ea244414da48bf0514815a1f9,True,True,False,2025-10-06,2025-12-27,,
805181f7-e84d-4ed0-879c-855e1421b533,False,0xa3df776ca2d84b85a80c9618583d2d04,True,True,False,2025-10-23,2025-02-04,,
31a8007a-7700-4f4a-9b97-768bc0b65ffd,True,0xa7eb547feffc40ffbd00ba7c8db7abae,True,True,True,2025-03-27,2025-01-10,,
74890740-5ffd-496a-98a8-6d569648e63a,True,0x922a06f8e6f446c68b5bc3e6d6264687,True,True,False,2025-04-17,2025-03-04,,
9d3ce2d3-d674-47db-84e0-291b7e91b7e3,True,0x01c4df5f4b374ee6874420f908602f35,True,True,True,2025-03-28,2025-10-28,,
9f930c04-5485-403c-ba78-b678273d8af7,False,0x9829ca3c8895445b9d20ba201e95dc00,True,True,False,2025-02-04,2025-07-09,,
60a114e3-e5e7-49eb-8dca-667a04de09e9,False,0x87eb873fce4344118f14aa6760804f05,True,True,False,2025-03-31,2025-10-18,,
274d9003-9297-47d1-b072-2cf45a5f09ff,True,0xac138c2c1ba44c16a03df06a34fa5dbb,True,True,True,2025-04-22,2025-04-21,,
92f699fd-9628-43dd-a144-886045f0d915,False,0x1bc721c8984941e3a2615054ce4be727,True,True,False,2025-10-27,2025-11-05,,
b74fda51-b9d7-4b47-9d26-2aae594755b1,True,0x516391f05a144f148b2f5676342fc775,True,True,False,2025-10-08,2025-10-25,,
3b5f4ada-9fdd-4361-98b6-3e2f9422c592,True,0x9ba6ddd5d1b14f21a2b6926184e7066e,True,True,False,2025-10-30,2025-11-06,,
8754d24a-74ba-4b90-9eb2-8cc92604c1ec,False,0x91b32a3c21cb401e82277d54e484e8d5,True,True,True,2025-04-25,2025-08-03,,
e8b74ff0-1c3d-42d3-a5f1-4e055f50f18b,False,0xaf641f25b0cc40b7a02c983c9f58d82e,True,True,False,2025-01-03,2025-09-16,,
029188ed-6128-4ad8-859c-44576dc821ec,True,0x359eef39a410422ca01fcf184749eedc,True,True,False,2025-06-03,2025-03-31,,
5a2d725b-47e5-4637-96a7-b5bb8a5a4ed1,True,0x6c355b3261a94d9facd23dc705a1aaf8,True,True,False,2025-11-20,2025-08-07,,
b9cf8f19-cce8-44e2-b17c-caf8c5677fc1,True,0xcdbac9d45cb6406bb021f4893eba9fc9,True,True,False,2025-01-06,2025-03-28,,
575dba14-c272-46d1-86c4-6816ce71f32c,True,0x9c9a0e30e8424fe6ba9c09a9b8290aea,True,True,False,2025-04-06,2025-06-26,,
ba27109e-4950-48c4-9a13-b838acfac8d1,True,0x562cf5f69cca48ae9ea1c49e438f4ef8,True,True,False,2025-06-23,2025-05-03,,
d373d5fe-1ca9-44c1-bce2-43d7a90a435a,True,0xc5cd098dcd8f4ffcae583a239e27334d,True,True,True,2025-02-20,2025-02-13,,
3509875e-5d87-44bd-8e61-4adbb913f3b4,True,0xe1d7636a3b9142baa811fdb314a14188,True,True,True,2025-06-04,2025-03-12,,
a0f9d6c0-d517-4087-b8bb-48a685740582,True,0x6d3c19df57834c1fa6f3c157286cae81,True,True,True,2025-06-27,2025-02-15,,
09ffdee2-12a7-4833-a93d-e6037ed6d3d7,True,0xda35845b541b48988042217baca6912f,True,True,False,2025-12-13,2025-12-31,,
4f2ded3f-1b35-438f-9a46-aa0173ef3810,False,0xa336f8d8c34149c08b40a147341cb9ef,True,True,False,2025-03-26,2025-07-08,,
32de031a-29a6-4683-865d-63d3fb48ec97,True,0xe4dc0f1f96934d77802e317c497ae418,True,True,True,2025-07-30,2025-12-18,,
ca6501f8-d7e0-4cac-97fa-e738592ca0ad,True,0x1e2dbfa8d56341af8b550a0ce5e3d858,True,True,False,2025-05-13,2025-09-08,,
a5d4c34c-3105-427a-90a2-64b4e095bd45,True,0x66aa8dade64242198bd991f4075b2771,True,True,True,2025-01-01,2025-01-08,,
0098e6f1-86ec-4bb7-8aa2-831dbfd067ca,True,0xba58798f76d84d44a1865f1503fdf0a0,True,True,False,2025-11-13,2025-04-02,,
8c2212a3-d67a-45db-873e-1143b0b8b737,True,0x4845e48effb349d08cc17574f17a56e9,True,True,True,2025-11-22,2025-06-14,,
d5d21e06-7408-4151-a397-51b4145420a2,False,0xa7cda068891b49bb9ed88c9639f639c6,True,True,True,2025-04-20,2025-06-10,,
e378b9e4-5a5b-415c-97d5-713615dd2599,False,0x658881d0527244788e3ad8ba2464cf77,True,True,False,2025-07-31,2025-09-18,,
e119db9d-2a54-44dc-8731-218066b0eafe,False,0xf10e9b1bddc6433bb0a53d12f6bd1b70,True,True,True,2025-06-19,2025-01-22,,
9682ac06-83cd-46d0-bfd1-a2e0b87d8dda,False,0x93757a8cee344685b0811fec7488e5cb,True,True,True,2025-07-27,2026-01-01,,
edec287b-7f09-4a0f-b905-bdf7d2fd5bd2,True,0x29cfc65abb494f5e9507d47afb3f33fa,True,True,True,2025-02-16,2025-10-11,,
6011a54c-3d1b-4914-bd22-275dfcb4bf5f,True,0x8b3e11de6abc4c118b678fd89ed5a88e,True,True,False,2025-07-24,2025-04-30,,
dad11a2c-bd1f-4523-bb94-de9502c8da17,True,0xc31f9595fb124358aa56295f71257bbb,True,True,False,2025-06-08,2025-04-30,,
7905f7cf-934e-4780-8db3-b71bc8dd5ec7,False,0x7ff57070052a40d4b0670be4d15d2b51,True,True,False,2025-02-13,2025-03-27,,
1a02d258-8196-4211-a071-e87230402cbf,True,0xdbd6cdeb2b364016ab89e7630757ae22,True,True,True,2025-01-15,2025-10-22,,
234f02c7-4015-41ec-9b6a-ed8583aa50c4,True,0x7ab77adefa714476bc11f0033b6161a7,True,True,False,2025-04-27,2025-01-17,,
988119f3-f391-46dd-ad14-2d3fac74c5f6,False,0x70ed1feca61a42f6a48e5c6f49865f35,True,True,True,2025-06-11,2025-04-19,,
e4242695-d170-4098-a2f0-8ffecd5131dd,True,0x1ae77934d3dc46b3897789df3f7a8f58,True,True,False,2025-01-13,2025-11-02,,
933b82a5-aeaf-4ba1-8761-c079aea32347,True,0xa58ae4092f0343f480ff76028f9499d2,True,True,False,2025-02-25,2025-06-27,,
3e3ebb94-d3ed-476a-99d5-1655a52f94e2,False,0xb45c84dd3e324fd183d551cb4c3d10f1,True,True,True,2025-09-22,2025-10-05,,
8d2c038e-0aa9-4254-b153-bf4aa0235990,False,0x69d0f9b514e14010b6359f6185634012,True,True,True,2025-09-23,2025-08-21,,
9663c9c3-2644-48cc-a619-3faca05a1e83,False,0x58b85c0bc166494bbff5e02d68adf0b5,True,True,False,2025-10-07,2025-11-10,,
e7d7d420-243b-4561-9a28-6d3e585e0328,True,0x06775f67cb1345518f3a82804094dc08,True,True,False,2025-01-05,2025-04-09,,
b3929215-129b-4e24-abb7-630d687fe9ce,True,0x73e161b6da9149139238bd883044a4e3,True,True,True,2025-06-11,2025-05-12,,
33468860-877d-4bb5-8c9e-89b647b558a5,True,0xdda4dc21c9a643e98370dcc3103fb0d4,True,True,True,2025-11-15,2025-06-09,,
0c55b684-c613-4f9a-be84-19227c4a869a,True,0x9c9b6d91f93c4778bb4f126dd97d6b13,True,True,True,2025-05-26,2025-08-01,,
78b53578-1eac-4ed2-b42f-119b540ab5ee,False,0x6a0499b39533492d96bb7d18af27dc15,True,True,False,2025-03-27,2025-09-07,,
b1edc991-65d8-46e0-baf7-68c29abedd02,False,0xa7d552cc741245c0aaa5a8ebccb140c0,True,True,True,2025-05-25,2025-06-17,,
ba951cd5-0315-4961-ae6c-eee5a3889f29,True,0xc8240b6fce844a1293cec84ed3b7d8a6,True,True,True,2025-12-10,2025-07-19,,
12d8eeb8-1d47-43d7-bbd5-c4245dd887e2,True,0x9ff687c6103c4b43a6f1e94cfa585173,True,True,False,2025-12-10,2025-09-01,,
e2464db7-6121-4bbc-82d7-83b4ad2a95cf,False,0x4e9078c9917540719371bf422882ca25,True,True,False,2025-05-01,2025-08-28,,
0e43e128-bab9-4055-b715-c3da1e4a215e,True,0xfc4881afa5df4b12a788ec191f80e03b,True,True,False,2025-11-20,2025-06-10,,
fd5997df-6b37-45cf-8546-625807e9f5fb,False,0x8817ecaa77e442d3aeed44308eeea4c1,True,True,False,2025-09-12,2025-04-27,,
5df367cc-d03a-4a26-9760-457e27cf31bb,True,0xfe7d68a96cce4e2691cb9268a2e6ff0f,True,True,False,2025-07-22,2025-11-15,,
6a59a903-a2d7-4ff1-aa35-dbef1405c208,False,0x2de501555abc47d2a974cf4c8cfc3c94,True,True,False,2025-01-25,2025-01-16,,
12e2aef5-a227-4dfa-bbdf-62201b76c1ae,True,0x06cab90083df4f26b459f8002ecda754,True,True,True,2025-01-07,2025-05-26,,
92b5adde-281c-4745-94ab-a1a04e29b781,False,0xa2658b5b415f4bc6964eb792f704b950,True,True,False,2025-05-20,2025-05-02,,
8eee28c1-d449-4d33-bc88-bf520f823a2b,False,0xe644d9f4be1c4fd0b456b8c65f83a8bd,True,True,True,2025-05-12,2025-12-19,,
aba8ab75-e563-4d83-9245-32ccdc79b68b,False,0x8c83160edb5845a38b13aaf8868d4ab2,True,True,True,2025-09-16,2025-12-17,,
b6358fd4-303d-4471-832c-2071ec6de7c2,True,0x0926ee2617534a00a8194baaa747136d,True,True,False,2025-02-08,2025-01-09,,
85ee30af-cfec-4705-9d7b-11f40156b452,True,0x06aa3a9c3f844878ae2eef8e091cafd6,True,True,True,2025-07-06,2025-03-27,,
025aa81c-4a51-4adb-9312-fe4a85e4c640,False,0x773babbe806843c6ae8392a4d6f1c27a,True,True,True,2025-07-28,2025-03-07,,
2158a512-5be9-4ec4-a36f-6a112b026dc3,True,0x417ee081fe0a45d580e59d625e9ef999,True,True,False,2025-04-25,2025-10-26,,
43d9fd6d-a413-4b84-8d1b-766602e2ae1a,False,0x0eed2cab374f425c81f44913f3d2493e,True,True,True,2025-02-05,2025-07-08,,
1ed98f9b-55a3-440a-a22c-df782b992034,True,0x0bd0291e69b54b999443fc3811c0e1db,True,True,False,2025-09-20,2025-05-26,,
cc1c8b9c-25f2-4e0d-a6ec-560bf97ec7b8,False,0xf985bbfe13524783b22937ec81e06b6c,True,True,False,2025-07-29,2025-02-26,,
198284fb-edbe-47b2-ade3-1a145564de7b,False,0xddff8ef51f63448abf50185d1ade114e,True,True,True,2025-04-16,2025-05-21,,
0403283c-4d7b-4dca-93c9-ab1874f40d53,True,0x53b531b3e078498583ac1fcc0b7c06df,True,True,True,2025-10-11,2025-04-28,,
8d420cef-b996-4fff-8acc-0e792e7dc085,True,0x94cb40f86648421dac3b025bb521c43b,True,True,True,2025-01-06,2025-08-13,,
59b9361e-037c-4932-8d68-c659885bf5b7,False,0xef115986610a44d483fc6f3a893c8f69,True,True,False,2025-07-09,2025-11-07,,
8831fc53-91f9-4e68-9ccd-cbb264515b85,False,0xcfccd2af421e42199412ee64f68736fb,True,True,False,2025-04-30,2025-05-21,,
9be99e72-f19f-41c3-b7e7-b633f3bcb73d,False,0x7084e99f16d747c6967d5cefcae26a72,True,True,True,2025-04-04,2025-10-08,,
a062d829-fbe0-46ba-8109-cc373023fdb6,False,0x0f5b430e444b463fb7e9eb2490a47a55,True,True,True,2025-03-23,2025-03-22,,
74e783e6-7b2f-4b1b-9bea-b12d32e2c583,False,0xb15963ffc0b34c1a89e753e4a92bebd2,True,True,True,2025-01-08,2025-03-30,,
