issuer_id,user_id,sport,team,league,position_primary,position_secondary,multi_sport,biography,profile_completion,created_at,updated_at,metadata
366fd3dd-1099-44ef-97f1-8f1591976ba2,5e218e5b-5320-4496-89cc-6d3a962ecaf2,Soccer,Team_14,Youth,Forward,,False,bio,81,2025-02-03,,
86ab1e17-4e52-4e16-8064-510845959ba4,f396eb1b-e7e1-4894-90ad-5695bbcf24c4,Basketball,Team_9,Youth,Forward,,False,bio,89,2025-01-06,,
a7b003bc-efed-4fbc-b0b5-c39d87986f4f,1f4e6441-961d-4f3d-9014-f3ddbcbab67b,Soccer,Team_19,Youth,Forward,,False,bio,86,2025-05-21,,
2da175f4-7a72-4212-bfdc-ab2397d24af0,460086d2-0a91-431e-9f39-5d8a25b7a2b2,Basketball,Team_2,Youth,Forward,,False,bio,79,2025-05-24,,
d2de152c-e992-4ede-9f46-475b4367f726,2e2c124d-e0e9-40d6-89e0-bdcec2c865a0,Soccer,Team_16,Youth,Forward,,False,bio,78,2025-04-12,,
c68ee746-7c85-407e-a37d-05277cba579c,712ca3bb-64dd-4ea8-83cf-3dbe86de6691,Basketball,Team_19,Youth,Forward,,False,bio,100,2025-11-24,,
fe648e41-af9b-44b7-8524-ed1fc4606f28,7c78f107-3206-44b0-b5d2-31eb43b40c28,Basketball,Team_15,Youth,Forward,,False,bio,66,2025-04-03,,
867e0a22-70fe-45e7-a3b2-05f73baed6a2,0dd6b99a-318f-4143-9aa3-514af767bedb,Basketball,Team_19,Youth,Forward,,False,bio,62,2025-05-26,,
6b2161b8-5999-499d-ae14-87525c2d8d0e,fcaaecd7-fa2c-434d-acf6-3264075ea24d,Soccer,Team_12,Youth,Forward,,False,bio,60,2025-02-13,,
d64271b4-d415-44e9-b406-97fa05fe2abc,e3be2c72-24a5-406c-9f9a-88044fa13eed,Soccer,Team_17,Youth,Forward,,False,bio,92,2025-06-04,,
641c8f32-596b-4150-a773-b06f0d4e2bd1,98479776-a739-483f-861b-dab6eaaecf58,Football,Team_1,Youth,Forward,,False,bio,77,2025-11-21,,
050cc7ba-900b-4745-bd8d-b18fb7ad3213,8df89ccc-5048-432e-bbf2-7fbdcdc82420,Football,Team_18,Youth,Forward,,False,bio,57,2025-01-23,,
c9440fb9-1be1-454e-b698-dda14def8fdc,8f343e7e-f674-4ff4-9c9b-81935356a122,Basketball,Team_7,Youth,Forward,,False,bio,51,2025-08-02,,
ae5c636b-3d33-41d1-95eb-ad6caa510dce,49313a89-efe1-4610-b0fe-484bea26b365,Football,Team_16,Youth,Forward,,False,bio,54,2025-02-08,,
022b666c-688e-4739-ada5-470f670e0372,7cb79dd6-f45c-48f0-a295-5fd7862d4a76,Basketball,Team_8,Youth,Forward,,False,bio,63,2025-01-24,,
839dfd11-37e5-43ab-a4c0-ce8c19c6921e,96e2cebb-fd99-44de-9933-008abc43f32c,Soccer,Team_12,Youth,Forward,,False,bio,97,2025-06-29,,
739d338d-53f4-459a-ac90-b3fb55613ba7,35a222b3-0fe6-42dd-bc0e-87a03f43ff8c,Football,Team_12,Youth,Forward,,False,bio,85,2025-04-19,,
06df318b-273a-463d-aeda-1a04e1710b49,1abb9829-fe27-4aad-b282-04e4beafcc68,Football,Team_3,Youth,Forward,,False,bio,94,2025-11-11,,
cd8304f3-9626-4789-8e1e-79f075a39e12,8ab38160-9cd2-4054-b49f-8f3ba79d5cf6,Soccer,Team_10,Youth,Forward,,False,bio,88,2025-12-30,,
f60cda2a-8470-4f63-b712-933b3d62f008,cbd7ff91-330c-4510-bd08-168f57ea35c4,Basketball,Team_19,Youth,Forward,,False,bio,99,2025-09-24,,
0897b7ec-e83d-4c40-8bf0-9461e5053577,37a810ac-7a96-43aa-8ca4-e6c62b00a969,Basketball,Team_6,Youth,Forward,,False,bio,67,2025-02-12,,
39d2f5ef-d194-4a0d-9408-6e4fd23bbaad,a3f21d58-2f10-4e9e-a24b-3aade67c3191,Basketball,Team_18,Youth,Forward,,False,bio,99,2025-01-09,,
ff1bfd1e-33e6-44e1-a673-dd5c4c0f7130,3ff86fe9-7bd1-4d4c-bf1c-94d071f089ef,Soccer,Team_12,Youth,Forward,,False,bio,77,2025-01-15,,
5d109710-5615-4603-8429-894e50db5720,efa8ef91-0b10-44ef-a7b6-8cd6dae58a5b,Football,Team_8,Youth,Forward,,False,bio,74,2025-04-23,,
7baba446-182e-4330-b731-4ae5a9017711,029eafa2-aa50-4971-a206-ed3d3bf46b2d,Basketball,Team_12,Youth,Forward,,False,bio,80,2025-07-08,,
a70280eb-7431-4382-ae24-4cc0da999b8e,031dc71d-b3e3-4368-bd0f-de6f7b99e937,Soccer,Team_10,Youth,Forward,,False,bio,73,2025-10-06,,
e8f3d425-a23c-4e2e-acca-875b904269cd,aa8324d0-7cd2-44c2-b85f-a23e3ac38617,Basketball,Team_17,Youth,Forward,,False,bio,94,2025-10-26,,
83d89115-ccc8-4bc7-b2e8-ef000c5fe5d6,767dcd23-a4ca-426d-97ba-69ec97af32f7,Basketball,Team_13,Youth,Forward,,False,bio,81,2025-08-24,,
